N	3gram	Tiupa_Lite_3	Vvedenie
1	для того чтобы	1	20
2	в том что	4	12
3	о том что	4	12
4	не может быть	3	8
5	тем не менее	1	8
6	в самом деле	2	6
7	то же время	7	6
8	в то же	7	6
9	и т п	1	5
10	в том чтобы	2	5
11	с другой стороны	2	5
12	что иное как	1	4
13	по отношению к	4	4
14	в этом отношении	5	4
15	в данном случае	4	4
16	не только в	2	4
17	так или иначе	2	4
18	не что иное	1	4
19	с одной стороны	4	4
20	одной стороны и	2	3
21	шла речь в	1	3
22	именно в этом	1	3
23	вместе с тем	1	3
24	и тем не	1	3
25	вопрос о том	1	3
26	и в том	1	3
27	действительность в ее	1	3
28	и в самом	2	3
29	сама по себе	1	3
30	что несмотря на	1	2
31	в другом месте	1	2
32	состоит в том	2	2
33	не говоря уже	4	2
34	подобно тому как	2	2
35	во второй половине	1	2
36	в соответствии с	3	2
37	то же самое	2	2
38	себя со стороны	1	2
39	как будто бы	1	2
40	с точки зрения	3	2
41	хотя бы и	1	2
42	на этой почве	1	2
43	как он выражается	1	2
44	в связи с	1	2
45	в целом ряде	1	2
46	это не только	1	2
47	может быть в	1	2
48	той или иной	2	2
49	но уже и	1	1
50	уже шла речь	1	1
51	но одно дело	1	1
52	в той или	1	1
53	не только по	1	1
54	этом втором случае	1	1
55	более или менее	1	1
56	на самом деле	1	1
57	тогда когда оно	1	1
58	о которой в	1	1
59	целом ряде других	1	1
60	в ней есть	1	1
61	и тогда она	1	1
62	говоря уже о	3	1
63	в отличие от	5	1
64	но и в	2	1
65	только в том	1	1
66	самого по себе	1	1
67	может быть только	1	1
68	с этой точки	1	1
69	ту или иную	1	1
70	и то что	1	1
71	в первой половине	2	1
72	а не только	1	1
73	как раз в	1	1
74	то ни было	2	1
75	природе того что	1	1
76	и в целом	1	1
77	в определенное время	1	1
78	но уже в	1	1
79	человеческого духа в	1	1
80	бы то ни	2	1
81	в каждом своем	1	1
82	разумеется не в	2	1
83	на вопрос что	1	1
84	этой точки зрения	1	1
85	не как на	1	1
86	может быть не	1	1
87	в свою очередь	1	1
88	в этом втором	1	1
89	в этой системе	1	1
90	же время в	1	1
91	обратим внимание на	2	1
92	к тому что	1	1
93	в истории русской	1	1
94	из того что	2	1
