N	3gram	Medvedev_F_1	Myshleni
1	с точки зрения	13	21
2	в том что	1	13
3	не только не	2	9
4	по сравнению с	1	7
5	так же как	1	7
6	с самого начала	1	7
7	к тому что	1	6
8	по отношению к	4	5
9	в данном случае	1	5
10	с одной стороны	4	5
11	этой точки зрения	1	4
12	с этой точки	1	4
13	вместе с тем	1	4
14	не может быть	5	4
15	заключается в том	1	4
16	и тем самым	1	4
17	по своей природе	1	4
18	состоит в том	1	3
19	в том и	1	3
20	одной стороны и	4	3
21	до сих пор	6	3
22	в этом отношении	1	3
23	это делается в	1	3
24	мы не можем	2	3
25	в самом начале	1	3
26	смысле этого слова	3	3
27	тем не менее	1	3
28	как мы видели	2	3
29	нет и не	2	2
30	не можем не	1	2
31	прежде всего в	3	2
32	на самом деле	6	2
33	в лучшем случае	3	2
34	в той же	1	2
35	в отличие от	1	2
36	в большинстве случаев	2	2
37	же как и	1	2
38	во внутренней речи	1	2
39	в последнее время	1	2
40	в свою очередь	6	2
41	точки зрения самого	1	2
42	друг от друга	2	2
43	и ко всем	1	2
44	сменяющих друг друга	1	1
45	таким образом оказывается	1	1
46	для этого она	1	1
47	должна перестать быть	1	1
48	только и может	2	1
49	друг другу и	1	1
50	к ней не	1	1
51	каждой из них	1	1
52	в том числе	1	1
53	а не по	1	1
54	и до конца	3	1
55	в этом смысле	1	1
56	должно было бы	1	1
57	самом же деле	1	1
58	и не может	2	1
59	у каждой из	1	1
60	в зависимости от	2	1
61	и непосредственно как	1	1
62	по себе но	1	1
63	как мы увидим	2	1
64	приводит и к	1	1
65	как раз и	1	1
66	по аналогии с	3	1
67	и заключается что	1	1
68	в слове в	1	1
69	и во всех	1	1
70	том числе и	1	1
71	свою очередь является	2	1
72	в гораздо большей	1	1
73	все же в	1	1
74	до тех пор	1	1
75	и потому вполне	1	1
76	то что было	1	1
77	при таком положении	2	1
78	начала и до	2	1
79	из важнейших и	1	1
80	в целом и	1	1
81	дело идет о	2	1
82	помощью этого метода	1	1
83	в высшей степени	1	1
84	сама по себе	2	1
85	и в этом	2	1
86	он может и	1	1
87	с другой стороны	1	1
88	этого она должна	1	1
89	но вместе с	1	1
90	и состоит в	1	1
91	необходимо прежде всего	1	1
92	во всяком случае	4	1
93	эта тенденция к	1	1
94	вместо того чтобы	1	1
95	том и заключается	1	1
96	иначе как в	1	1
97	единство именно в	1	1
98	на самом же	1	1
99	может и не	1	1
100	но не для	1	1
101	эта связь может	1	1
102	в нашем примере	1	1
103	так и в	4	1
104	как и всякий	1	1
105	как одной из	1	1
106	зависимости от этого	1	1
107	это значит что	1	1
108	в литературе к	1	1
109	к действительности и	1	1
110	этой последней в	1	1
111	с этой последней	1	1
112	только в процессе	1	1
113	но все же	1	1
114	в то же	8	1
115	с помощью этого	1	1
116	понятие и значение	1	1
117	что между ними	1	1
118	что и в	1	1
