N	4gram	Vygotskiy__1	Dialekti
1	не что иное как	1	6
2	и т д и	1	6
3	т д и т	1	5
4	д и т д	1	5
5	в то время как	5	4
6	ни в коем случае	1	3
7	в коем случае не	1	3
8	одно и то же	1	2
9	и тем не менее	1	2
10	с этой точки зрения	4	2
11	с одной стороны и	1	1
12	как одна из форм	1	1
13	в такой же мере	1	1
14	одной и той же	3	1
15	так же как и	1	1
16	и т д при	1	1
17	поскольку речь идет о	1	1
18	легко заметить что это	1	1
19	что с точки зрения	1	1
20	же как и в	1	1
21	в чем именно заключается	1	1
22	хотя бы только в	1	1
23	коем случае не может	1	1
24	то время как для	1	1
