N	3gram	Trubetskoy_1	formyVre
1	с точки зрения	9	8
2	в связи с	1	7
3	для того чтобы	6	7
4	в том же	1	4
5	то же время	10	4
6	в то же	10	4
7	друг с другом	14	4
8	в том числе	1	3
9	к вопросу о	3	3
10	и в этом	1	3
11	во всех этих	1	3
12	и прежде всего	1	3
13	в большинстве случаев	2	3
14	в том что	7	3
15	в другом месте	1	2
16	а следовательно и	2	2
17	прежде всего в	1	2
18	то же самое	1	2
19	в этом случае	3	2
20	до сих пор	5	2
21	том числе и	1	2
22	и должно быть	1	2
23	потому что они	1	2
24	в этом отношении	1	2
25	в борьбе с	1	2
26	друг от друга	2	2
27	тем более что	1	2
28	жизни но и	1	1
29	и того же	1	1
30	к участию в	1	1
31	не может не	3	1
32	никогда не было	1	1
33	сводится к тому	1	1
34	то есть не	1	1
35	на самом деле	6	1
36	и не только	1	1
37	только в том	2	1
38	тот или иной	1	1
39	в конце концов	3	1
40	что он не	2	1
41	с ним в	1	1
42	никак не могла	1	1
43	с другом в	1	1
44	всем существом своим	1	1
45	по самому своему	2	1
46	самому своему существу	1	1
47	вместе с тем	3	1
48	только для того	1	1
49	для борьбы с	1	1
50	точки зрения в	1	1
51	к себе и	1	1
52	роль в истории	1	1
53	только в этом	1	1
54	в данном случае	3	1
55	о которых мы	1	1
56	на первый взгляд	1	1
57	в значительной мере	2	1
58	но при этом	1	1
59	не могут не	2	1
60	своей жизни в	1	1
61	прежде всего необходимо	1	1
62	которая в свою	1	1
63	эта точка зрения	1	1
64	однако они были	1	1
65	не может быть	4	1
66	точки зрения таких	1	1
67	но в то	1	1
68	и как бы	1	1
69	его жизни и	1	1
70	и вместе с	2	1
71	в свою очередь	1	1
72	жизни конечно не	1	1
73	о том что	2	1
74	с самого начала	1	1
75	как бы ни	1	1
76	но все же	1	1
77	одного и того	1	1
78	в другом случае	2	1
79	и во всем	1	1
80	к тому что	2	1
81	всех этих случаях	1	1
82	с нею в	1	1
83	нечего и говорить	1	1
84	в совершенно ином	1	1
85	с другом и	2	1
86	той или иной	3	1
87	и вопрос о	1	1
88	и в другом	2	1
