N	3gram	Tiupa_Vved_1	Istorich
1	не может быть	3	7
2	тем не менее	3	6
3	более или менее	2	5
4	с другой стороны	1	5
5	с одной стороны	5	4
6	на то что	1	4
7	в том что	3	4
8	по отношению к	7	3
9	то же самое	1	3
10	в связи с	1	3
11	с того что	1	3
12	о том что	4	3
13	можно было бы	2	3
14	восходит к обряду	1	2
15	начинается с того	1	2
16	мы должны были	1	2
17	в зависимости от	1	2
18	в этих случаях	2	2
19	но и в	2	2
20	но не всегда	1	2
21	здесь мы имеем	1	2
22	если бы мы	1	2
23	на первый взгляд	1	2
24	как будто бы	3	2
25	в отличие от	2	2
26	все же не	1	2
27	как мы увидим	1	2
28	один и тот	1	2
29	мы увидим ниже	1	2
30	мы не можем	1	2
31	большей или меньшей	1	2
32	само по себе	1	2
33	и тот же	1	2
34	если бы он	1	1
35	к тому чтобы	1	1
36	никогда не было	1	1
37	мы имеем дело	3	1
38	на котором он	1	1
39	не зависит от	1	1
40	смерть и воскресение	1	1
41	не только с	1	1
42	не непосредственно а	1	1
43	подобно тому как	2	1
44	но и по	1	1
45	в этом смысле	1	1
46	в соответствии с	6	1
47	о том как	1	1
48	в этом случае	1	1
49	одной стороны и	1	1
50	не было и	1	1
51	сами по себе	1	1
52	при этом он	1	1
53	друг на друга	1	1
54	к тому или	1	1
55	не должен был	1	1
56	в противном случае	1	1
57	может быть только	1	1
58	представляет собой очень	1	1
59	в значительной степени	1	1
60	едва ли не	2	1
61	а не только	1	1
62	каждый из этих	1	1
63	в том чтобы	2	1
64	дело не с	1	1
65	не только в	2	1
66	тому или иному	1	1
67	но в целом	1	1
68	в том как	1	1
69	и в пределах	1	1
70	так и по	1	1
71	это не так	1	1
72	а не как	1	1
73	не в том	1	1
74	в этом направлении	1	1
75	но и с	1	1
76	тем что они	1	1
77	с большей или	1	1
78	на этом пути	1	1
79	герой узнает о	1	1
80	и для нас	1	1
81	не само по	1	1
82	в первом случае	1	1
83	что иное как	1	1
84	содержит в себе	1	1
85	именно такого рода	1	1
86	не что иное	1	1
87	одно без другого	1	1
88	и в этом	1	1
89	и от его	1	1
90	к тому же	4	1
91	пока еще не	3	1
92	в этом отношении	4	1
93	до известной степени	1	1
