N	2gram	Medvedev_F_2	Problemy
1	и в	38	46
2	и не	20	27
3	может быть	23	23
4	не может	14	19
5	как бы	4	19
6	в нем	13	17
7	в этом	27	16
8	не только	9	14
9	слова в	3	13
10	перед нами	2	12
11	как мы	7	12
12	но и	13	12
13	как и	9	12
14	и на	3	11
15	точки зрения	8	11
16	а не	6	11
17	в пределах	12	10
18	не в	15	10
19	между ними	2	10
20	и к	4	9
21	в самом	16	9
22	с точки	7	9
23	слово не	1	9
24	и все	3	9
25	в его	10	9
26	в том	11	9
27	в большинстве	4	9
28	вовсе не	11	9
29	прежде всего	15	9
30	до сих	1	8
31	конечно не	1	8
32	большинстве случаев	3	8
33	сих пор	1	8
34	или в	3	8
35	в сущности	4	7
36	в себе	1	7
37	и с	9	7
38	слово и	2	7
39	слова с	1	7
40	по себе	7	7
41	как раз	6	7
42	слова и	7	7
43	то же	6	6
44	никогда не	2	6
45	хотя и	3	6
46	но в	4	6
47	слово в	2	6
48	к одному	1	6
49	в каждом	1	6
50	ни в	2	6
51	на фоне	4	6
52	но это	2	6
53	на свой	1	6
54	и его	21	6
55	на предмет	1	6
56	о нем	1	6
57	что он	5	6
58	только в	6	6
59	все это	3	6
60	мы увидим	1	6
61	к другому	2	5
62	в котором	2	5
63	ведь и	1	5
64	с его	11	5
65	во всех	5	5
66	за пределы	1	5
67	нам кажется	1	5
68	так сказать	3	5
69	при этом	9	5
70	особенно в	3	5
71	это не	2	5
72	рядом с	1	5
73	в то	5	5
74	в структуре	1	5
75	если же	2	5
76	и сам	1	5
77	с самим	1	5
78	в скрытой	1	5
79	о том	1	5
80	же время	5	5
81	к нему	3	5
82	слово с	1	5
83	если мы	5	5
84	так как	4	5
85	речи и	3	5
86	жизни и	3	5
87	например в	3	4
88	самом деле	8	4
89	слово у	2	4
90	в их	6	4
91	мы не	3	4
92	но не	2	4
93	как в	4	4
94	все же	8	4
95	кроме того	2	4
96	все эти	6	4
97	он не	6	4
98	таким образом	20	4
99	и наконец	4	4
100	он и	3	4
101	том что	2	4
102	в этих	2	4
103	любовь к	1	4
104	слово как	2	4
105	раз и	4	4
106	в процессе	9	4
107	этих двух	2	4
108	во всем	1	4
109	потому что	2	4
110	в направлении	1	4
111	здесь не	4	4
112	приводит к	2	4
113	так и	8	4
114	в словах	1	4
115	в виду	2	4
116	и здесь	3	4
117	и других	2	4
118	можно сказать	1	4
119	же и	2	4
120	уже не	7	4
121	уже в	2	4
122	к ним	1	4
