N	2gram	Ircho_Kome_2	FransuaR
1	и в	26	65
2	как бы	2	22
3	и не	14	22
4	вовсе не	2	18
5	в сущности	1	16
6	в том	11	16
7	в этом	10	15
8	но в	3	14
9	в нем	6	13
10	нового времени	2	13
11	и на	7	11
12	прежде всего	4	11
13	все эти	1	10
14	не только	7	10
15	и его	12	10
16	так и	12	10
17	но и	10	10
18	том числе	3	10
19	во всех	3	9
20	в эпоху	1	9
21	в его	4	9
22	все это	3	9
23	в своем	6	8
24	в основе	1	8
25	в духе	2	8
26	и даже	1	8
27	здесь в	3	8
28	по своему	2	8
29	и другие	2	8
30	его в	4	7
31	точки зрения	4	7
32	в области	1	7
33	только в	4	7
34	числе и	1	7
35	жизни и	3	7
36	они были	1	6
37	в ней	3	6
38	еще не	6	6
39	все же	4	6
40	и у	2	6
41	главным образом	1	6
42	том что	9	6
43	никогда не	1	6
44	как мы	4	6
45	времени и	1	6
46	в литературе	1	6
47	одно из	2	6
48	так как	4	6
49	может быть	11	6
50	не знает	1	6
51	сказать что	1	6
52	в последующих	1	5
53	с его	5	5
54	отличие от	2	5
55	как в	3	5
56	с их	4	5
57	на протяжении	10	5
58	в них	4	5
59	рядом с	2	5
60	как и	4	5
61	земли и	1	5
62	в своей	3	5
63	между людьми	1	5
64	потому что	6	5
65	той или	1	5
66	между тем	4	5
67	для него	1	5
68	в одном	2	5
69	или иной	1	5
70	связь с	1	5
71	в частности	4	5
72	в той	2	5
73	и все	2	5
74	еще более	2	5
75	жизни в	1	5
76	в общем	1	4
77	и к	2	4
78	в самом	4	4
79	в этой	3	4
80	и еще	2	4
81	входит в	1	4
82	во время	6	4
83	в их	3	4
84	в отличие	2	4
85	не в	2	4
86	до сих	2	4
87	связи с	3	4
88	в жизни	1	4
89	из них	7	4
90	отношение к	2	4
91	сих пор	2	4
92	это уже	1	4
93	это как	1	4
94	для нас	3	4
95	между ними	1	4
96	самом деле	1	3
97	по его	1	3
98	не просто	1	3
99	и вовсе	2	3
100	в себя	1	3
101	но все	3	3
102	то что	6	3
103	в себе	1	3
104	европейской культуры	1	3
105	и с	5	3
106	это не	2	3
107	в ее	2	3
108	он и	1	3
109	с точки	1	3
110	разного рода	1	3
111	даже в	2	3
112	самой жизни	1	3
113	ничего не	1	3
114	по своей	1	3
115	и здесь	6	3
116	в виду	2	3
117	с ним	1	3
118	в самой	3	3
119	с другой	2	3
120	второй половины	2	3
121	и во	2	3
122	к нему	3	3
123	во всей	1	3
124	что он	5	3
125	до нас	4	3
126	мир в	1	3
127	в известной	1	3
128	друг друга	3	3
129	в системе	1	3
130	как раз	1	3
131	в других	2	3
132	и эта	1	3
133	мира в	4	3
134	на фоне	1	3
135	нет ничего	1	3
136	и их	3	3
137	в тех	3	3
138	в состоянии	1	3
139	в более	1	3
140	не является	2	3
141	и ни	1	3
142	от всех	2	3
143	не может	3	3
144	что в	9	3
145	в искусстве	1	3
146	отношения к	1	2
147	одним из	2	2
148	например в	3	2
149	или к	1	2
150	видеть в	1	2
151	для своего	1	2
152	память о	1	2
153	не вполне	2	2
154	это время	3	2
155	в народном	2	2
156	он был	2	2
157	время в	1	2
158	в чем	1	2
159	но не	3	2
160	значение и	1	2
161	нет и	2	2
162	первых десятилетий	1	2
163	в чисто	1	2
164	в маске	1	2
165	из этих	4	2
166	всего средневековья	1	2
167	с традициями	1	2
168	он не	2	2
169	на его	1	2
170	его от	1	2
171	а затем	5	2
172	на все	1	2
173	большинстве случаев	1	2
174	это было	4	2
175	в этих	4	2
