N	4gram	Medvedev_F_2	Psycholo
1	в ней и в	1	1
2	главным образом отступления ножки	1	1
3	романе главным образом отступления	1	1
4	пишет для того чтобы	1	1
5	зрения композиционной это будет	1	1
6	ножки например с точки	1	1
7	иллюстрировать в этом романе	1	1
8	если мы обратимся к	1	1
9	в том или ином	1	1
10	не что иное как	1	1
11	в этом романе главным	1	1
12	отступления ножки например с	1	1
13	образом отступления ножки например	1	1
14	или во всяком случае	1	1
15	точки зрения композиционной это	1	1
16	было бы сказать что	1	1
17	совершенно очевидно что в	1	1
18	в то же время	5	1
19	этом романе главным образом	1	1
20	с точки зрения композиционной	1	1
21	композиционной это будет правильно	1	1
22	например с точки зрения	1	1
23	вместе с тем и	2	1
24	предлагает иллюстрировать в этом	1	1
