N	2gram	Propp_Isto_1	Myslijsy
1	потому что	4	33
2	то что	9	29
3	может быть	25	26
4	таким образом	8	24
5	в этом	8	23
6	в том	9	23
7	и в	28	23
8	и не	9	18
9	что в	12	17
10	в языке	1	16
11	при этом	3	15
12	только в	11	15
13	то же	12	14
14	в себе	2	14
15	как и	4	14
16	того что	4	14
17	так как	6	14
18	для нас	13	14
19	если бы	8	13
20	не было	1	12
21	а не	15	12
22	том что	7	12
23	не в	9	11
24	по себе	3	11
25	но и	10	11
26	не может	15	11
27	по отношению	3	10
28	не только	12	10
29	мы можем	1	10
30	тем что	3	10
31	что мы	7	10
32	и потому	2	10
33	между тем	2	9
34	не есть	2	9
35	мы не	10	8
36	то это	3	8
37	в своем	5	8
38	но в	8	8
39	было бы	7	8
40	тогда когда	2	8
41	о том	9	8
42	другими словами	4	8
43	сказать что	5	8
44	отношению к	3	8
45	и т	25	7
46	как в	2	7
47	с этим	4	7
48	что это	8	7
49	на то	4	7
50	в нем	2	7
51	в силу	5	7
52	что такое	2	7
53	это не	7	7
54	по мере	2	7
55	и что	10	7
56	что и	6	7
57	вовсе не	2	7
58	с тем	4	7
59	могут быть	4	7
60	этого слова	1	7
61	что если	2	6
62	независимо от	1	6
63	и к	1	6
64	в которой	1	6
65	в лес	8	6
66	известно что	1	6
67	того как	3	6
68	когда мы	2	6
69	мысль о	2	6
70	так и	9	6
71	тех пор	1	6
72	что не	2	6
73	заметить что	1	6
74	до тех	1	6
75	для того	1	6
76	вместе с	6	6
77	и то	1	5
78	есть нечто	1	5
79	говорить о	1	5
80	не то	4	5
81	один и	2	5
82	хотя и	1	5
83	как бы	2	5
84	так сказать	1	5
85	слово есть	1	5
86	и мы	2	5
87	должно быть	2	5
88	не менее	6	5
89	с ним	2	5
90	образом в	1	5
91	есть только	3	5
92	внимание на	1	5
93	находится в	4	5
94	так что	4	5
95	не можем	3	5
96	только тогда	1	5
97	в его	5	5
98	для него	2	5
99	само по	2	5
100	не из	1	5
101	что же	3	5
102	этом случае	1	5
103	все это	4	5
104	а в	7	5
105	таким же	1	5
106	во всяком	1	5
107	есть не	1	4
108	в истории	1	4
109	что как	1	4
110	могли бы	3	4
111	и с	4	4
112	его в	6	4
113	и тем	2	4
114	есть средство	1	4
115	мы имеем	13	4
116	между собою	1	4
117	в котором	3	4
118	сих пор	5	4
119	тем не	6	4
120	т п	1	4
121	видно что	6	4
122	и более	1	4
123	в то	3	4
124	на котором	3	4
125	того чтобы	1	4
126	в каком	1	4
127	же самое	3	4
128	мере того	2	4
129	на вопрос	2	4
130	и та	1	4
131	что он	10	4
132	хотя бы	4	4
133	то и	2	4
134	в одном	5	4
135	только на	1	4
136	до сих	5	4
137	а именно	4	4
138	но есть	1	4
139	быть названо	1	4
140	на основании	1	4
141	так же	7	4
142	да и	1	4
143	и все	1	4
144	между ними	2	4
145	только как	1	4
146	например в	5	3
147	на самом	1	3
148	и есть	1	3
149	в первом	1	3
150	что эти	1	3
151	слова в	1	3
152	мы уже	1	3
153	ответить на	1	3
154	еще не	7	3
155	и на	4	3
156	то мы	4	3
157	там где	4	3
158	в действительности	2	3
159	и хотя	1	3
160	все эти	4	3
161	бы не	1	3
162	так в	4	3
163	и тот	2	3
164	и если	2	3
165	т д	22	3
166	и по	3	3
167	на нее	2	3
168	том случае	1	3
169	что например	3	3
170	но уже	2	3
171	в них	1	3
172	не всегда	8	3
173	ведет к	2	3
174	но это	4	3
175	в которых	1	3
176	их в	5	3
177	на себе	1	3
178	никогда не	14	3
179	связи с	4	3
180	так то	1	3
181	должны быть	4	3
182	к тому	6	3
183	быть назван	2	3
184	образы и	1	3
185	что у	1	3
186	те же	1	3
187	ту же	1	3
