N	4gram	Vygotskiy__1	Problema
1	и тем не менее	1	8
2	но в таком случае	1	4
3	и т д и	1	4
4	указывает на то что	3	3
5	дело в том что	1	3
6	т д и т	1	3
7	д и т д	1	2
8	точно так же и	1	2
9	не что иное как	1	2
10	и если мы хотим	1	2
11	одного и того же	1	2
12	мы на самом деле	1	1
13	по себе никак не	1	1
14	то же самое и	1	1
15	х годов прошлого века	1	1
16	заключается в том что	3	1
17	одно и то же	1	1
18	одним и тем же	1	1
19	что в настоящее время	1	1
20	случае не может быть	2	1
21	и в самом деле	2	1
22	все дело в том	1	1
23	в таком случае не	1	1
24	и так как они	2	1
25	т д все это	1	1
26	могут и не быть	1	1
27	но для того чтобы	1	1
28	что имел в виду	1	1
29	так же как и	1	1
30	в то время как	5	1
31	и т д все	1	1
