N	3gram	Losev_Prob_1	FransuaR
1	в то же	4	8
2	как мы уже	1	5
3	в конце концов	4	4
4	и в то	1	4
5	более или менее	3	3
6	в известной мере	1	3
7	для того чтобы	8	3
8	с другой стороны	3	3
9	таким образом в	1	3
10	подобно тому как	2	3
11	с точки зрения	3	2
12	на самом же	1	2
13	и в других	3	2
14	самом же деле	1	2
15	до наших дней	1	2
16	не только в	1	2
17	в то время	1	2
18	о том что	5	2
19	то есть в	4	2
20	конечно далеко не	1	2
21	как мы видели	1	2
22	если бы он	1	1
23	можно сказать что	3	1
24	таким образом что	1	1
25	и того же	2	1
26	но как раз	1	1
27	а следовательно и	1	1
28	само собой разумеется	1	1
29	дело в том	3	1
30	здесь перед нами	3	1
31	мы уже сказали	1	1
32	в этом образе	1	1
33	и к тому	1	1
34	то же самое	9	1
35	на первый план	1	1
36	о которой мы	1	1
37	до сих пор	3	1
38	из них в	1	1
39	как мы сказали	1	1
40	до известной степени	1	1
41	нами как нечто	1	1
42	в этом отношении	1	1
43	литературы и искусства	4	1
44	и то что	2	1
45	о чем мы	1	1
46	xviii и xix	1	1
47	и вовсе не	4	1
48	он остается в	1	1
49	в этом же	1	1
50	одно и то	1	1
51	в это время	1	1
52	как раз в	1	1
53	то время как	1	1
54	в самом начале	1	1
55	в данном случае	8	1
56	и в них	1	1
57	но в то	1	1
58	тем что он	1	1
59	именно в этой	1	1
60	на этот раз	2	1
61	на первый взгляд	1	1
62	и то же	1	1
63	а также и	2	1
64	может быть и	3	1
65	содержащий в себе	1	1
66	и на его	2	1
67	и как бы	2	1
68	в связи с	4	1
69	перед нами в	1	1
70	это не значит	1	1
71	как мы увидим	2	1
72	так же и	3	1
73	именно тем что	1	1
74	так и в	1	1
75	не может быть	2	1
76	так и их	1	1
77	и до наших	1	1
78	перед нами как	1	1
79	раз и навсегда	1	1
80	даже и в	1	1
81	мы можем сказать	1	1
82	и в третьем	1	1
83	мы не знаем	1	1
84	но даже и	1	1
85	одного и того	2	1
86	и все прочее	1	1
87	и все прочие	1	1
88	и в литературе	1	1
89	по своему смыслу	1	1
90	мы уже указывали	1	1
91	тех или иных	2	1
92	на самом деле	4	1
93	в буквальном смысле	3	1
94	в том что	5	1
95	все это не	1	1
96	в разговоре с	1	1
97	к тому же	1	1
98	в том же	1	1
99	и делает его	1	1
