N	3gram	Ircho_Kome_1	FransuaR
1	в том числе	1	10
2	в том что	9	6
3	как мы уже	1	5
4	большей или меньшей	1	4
5	до сих пор	2	4
6	в отличие от	1	4
7	в этом отношении	3	3
8	в применении к	1	3
9	в новое время	2	3
10	и прежде всего	1	3
11	но и в	2	2
12	дошедших до нас	3	2
13	и у других	1	2
14	в это время	1	2
15	видеть в нем	2	2
16	с одной стороны	3	2
17	и в том	1	2
18	в значительной степени	1	2
19	на протяжении всего	2	2
20	во второй половине	2	2
21	в большинстве случаев	1	2
22	в отрыве от	1	2
23	но прежде всего	1	1
24	между людьми и	1	1
25	а между тем	1	1
26	из этих элементов	1	1
27	или хотя бы	1	1
28	в чем же	1	1
29	чуть ли не	1	1
30	по отношению к	3	1
31	для своего выражения	1	1
32	и все остальные	1	1
33	том что он	4	1
34	и не только	1	1
35	можно говорить о	1	1
36	при этом что	2	1
37	из дошедших до	1	1
38	древняя аттическая комедия	2	1
39	это вовсе не	1	1
40	и здесь мы	1	1
41	тому же в	3	1
42	так как он	1	1
43	чтобы убедиться в	1	1
44	в самом начале	1	1
45	до конца и	1	1
46	жизни но и	1	1
47	но при этом	1	1
48	от земли и	1	1
49	во всяком случае	2	1
50	с другой стороны	5	1
51	не в отрыве	1	1
52	в конце xv	1	1
53	до наших дней	1	1
54	были заново открыты	1	1
55	бросается в глаза	1	1
56	то же время	4	1
57	и особенно в	1	1
58	в одном из	4	1
59	именно потому что	2	1
60	для того чтобы	1	1
61	до эпохи возрождения	1	1
62	друг от друга	1	1
63	в то же	4	1
64	других менее известных	1	1
65	в отношении к	1	1
66	из них не	1	1
67	оно все же	1	1
68	не только в	1	1
69	не представляется возможным	1	1
70	к тому же	5	1
