N	3gram	Trubetskoy_1	Problemy
1	с точки зрения	8	13
2	то же время	2	9
3	в то же	2	9
4	по отношению к	9	8
5	в том что	15	6
6	в зависимости от	1	5
7	в конце концов	4	5
8	на самом деле	7	4
9	том что он	2	4
10	между тем как	1	4
11	не может быть	3	4
12	все то что	1	3
13	во всяком случае	2	3
14	и это не	1	3
15	с другой стороны	4	3
16	но все же	2	2
17	в самом деле	5	2
18	целом ряде других	1	2
19	до сих пор	8	2
20	и не может	1	2
21	в лучшем случае	1	2
22	бы то ни	2	2
23	таким образом все	1	2
24	только то что	2	2
25	в данном случае	3	2
26	и в целом	1	2
27	в целом ряде	3	2
28	но с другой	1	2
29	все же не	3	2
30	можно было бы	1	2
31	именно потому что	2	2
32	теперь мы должны	1	1
33	а следовательно и	1	1
34	хотя и не	1	1
35	мы уже говорили	1	1
36	дело в том	1	1
37	а потому и	1	1
38	в свою очередь	2	1
39	он не может	2	1
40	в том и	2	1
41	то же самое	1	1
42	в этом случае	4	1
43	на свои составные	1	1
44	что же касается	2	1
45	он все же	2	1
46	они не могут	1	1
47	они вовсе не	1	1
48	что все эти	1	1
49	а так как	1	1
50	в себе и	1	1
51	совершенно иной чем	2	1
52	том и другом	1	1
53	не отличается от	1	1
54	точно так же	1	1
55	по крайней мере	1	1
56	может быть и	4	1
57	мы уже указали	1	1
58	то время как	1	1
59	может быть изображена	1	1
60	так же как	3	1
61	то что для	1	1
62	между собою в	1	1
63	то ни было	2	1
64	деле это не	1	1
65	таким образом и	1	1
66	в высшей степени	1	1
67	на первый взгляд	1	1
68	в один из	1	1
69	так и к	1	1
70	не в том	1	1
71	что он сам	1	1
72	не тем что	1	1
73	но именно в	1	1
74	в особом положении	1	1
75	а рядом с	1	1
76	именно в том	1	1
77	этой точки зрения	1	1
78	что они не	1	1
79	о том что	4	1
80	а в том	1	1
81	не может служить	2	1
82	более или менее	7	1
83	друг к другу	2	1
84	таким образом в	3	1
85	независимо от того	1	1
86	по сравнению с	5	1
87	заключается в том	2	1
88	в то время	2	1
89	все же остается	1	1
90	та или иная	1	1
91	с самого начала	1	1
92	не только не	1	1
93	как бы ни	1	1
94	ни одна из	1	1
95	может показаться что	1	1
96	в теснейшей связи	1	1
97	но даже в	1	1
98	у него в	1	1
99	в настоящее время	2	1
100	их взаимоотношения в	1	1
101	были бы в	1	1
102	как разные этапы	1	1
103	к тому что	1	1
104	за ним и	1	1
105	друг с другом	9	1
106	в его сознании	1	1
107	и в нем	1	1
108	для того чтобы	7	1
109	или лучше сказать	1	1
110	у каждого своя	1	1
111	это не так	1	1
112	как бы он	1	1
113	эти отрицательные стороны	1	1
114	как мы видели	1	1
115	теснейшей связи с	1	1
