N	3gram	Potebnia_M_2	Mirosoze
1	не может быть	2	17
2	не было бы	4	5
3	вместе с тем	1	5
4	потому что в	1	3
5	с тем что	1	3
6	заключает в себе	4	3
7	есть не только	1	3
8	и в самом	1	3
9	но и истина	1	2
10	до сих пор	4	2
11	и не может	1	2
12	смысле в каком	1	2
13	в том смысле	4	2
14	то время как	3	2
15	не могут быть	3	2
16	потому что есть	1	2
17	в то время	4	2
18	в человеке и	1	2
19	для того чтобы	2	2
20	с этим связано	1	1
21	в ней все	1	1
22	может быть названа	1	1
23	с одним из	1	1
24	него как для	1	1
25	потому что не	1	1
26	было для него	2	1
27	том случае если	1	1
28	от одного к	2	1
29	в отличие от	1	1
30	и быть может	1	1
31	в наше время	1	1
32	и т п	3	1
33	и это есть	1	1
34	но это не	1	1
35	не было ничего	1	1
36	того что человек	1	1
37	в том случае	1	1
38	мы говорим что	1	1
39	том смысле в	1	1
40	для него как	1	1
41	не имеет для	1	1
42	по сравнению с	1	1
43	во всех этих	1	1
44	не в том	2	1
45	друг к другу	1	1
46	во всяком случае	7	1
47	но не только	1	1
48	на этом основании	1	1
49	или лучше сказать	1	1
50	между тем как	2	1
51	что они не	1	1
52	в ряду других	1	1
53	одного к другому	2	1
54	быть может в	1	1
55	от того что	4	1
56	том смысле что	1	1
57	не только те	1	1
58	даже и в	1	1
59	выйти за пределы	1	1
60	есть одно из	1	1
61	что и в	1	1
62	потому что мы	1	1
63	о том что	1	1
64	но не в	2	1
65	мог бы быть	1	1
66	есть прежде всего	2	1
67	может быть так	1	1
68	нас потому что	1	1
69	в себе в	1	1
70	в том что	7	1
71	ответ на это	1	1
72	не только от	1	1
