N	2gram	Berdyaev_M_2	Istorich
1	и в	46	26
2	т е	4	22
3	так как	8	18
4	никогда не	18	13
5	потому что	12	13
6	и на	3	12
7	в этом	20	12
8	в том	3	12
9	что в	4	12
10	в царство	1	11
11	может быть	21	11
12	связь с	1	11
13	не только	18	10
14	том что	4	10
15	в образе	3	10
16	с другой	1	10
17	и не	18	10
18	что он	7	9
19	но и	15	9
20	и это	5	8
21	все эти	1	8
22	в нем	22	8
23	с ним	3	8
24	вместе с	2	8
25	но в	10	7
26	и его	5	7
27	о том	3	7
28	уже не	4	7
29	у него	22	7
30	превращается в	2	7
31	мы не	1	6
32	как в	7	6
33	как он	3	6
34	в русской	6	6
35	и с	3	6
36	то что	5	6
37	и там	6	6
38	в более	2	6
39	ее в	2	6
40	не может	15	6
41	то же	5	5
42	в ней	11	5
43	в жертву	1	5
44	не будет	3	5
45	и этим	2	5
46	как и	13	5
47	и что	2	5
48	так и	4	5
49	нас к	1	5
50	в его	5	5
51	мы видим	2	5
52	только в	3	5
53	тем что	3	5
54	у нас	11	5
55	его в	3	5
56	и он	11	4
57	с его	4	4
58	на его	2	4
59	после этого	1	4
60	на земле	8	4
61	это не	5	4
62	и тем	1	4
63	с тем	1	4
64	не всегда	2	4
65	а также	1	4
66	что и	4	4
67	себе в	2	4
68	до сих	3	4
69	прежде всего	12	4
70	связано с	3	4
71	вход в	1	4
72	как бы	8	4
73	сих пор	3	4
74	у них	4	4
75	но это	8	4
76	есть и	3	4
77	на своем	1	4
78	все что	4	4
79	же как	3	3
80	связана с	7	3
81	и то	1	3
82	почти всегда	1	3
83	должна быть	1	3
84	независимо от	1	3
85	когда он	1	3
86	та же	10	3
87	в себе	10	3
88	если он	2	3
89	что она	5	3
90	если бы	3	3
91	и вот	5	3
92	него и	2	3
93	в них	3	3
94	нет в	4	3
95	в своей	5	3
96	и ее	1	3
97	не в	9	3
98	их в	1	3
99	она не	8	3
100	того как	3	3
101	к концу	1	3
102	не потому	1	3
103	вот почему	2	3
104	его с	2	3
105	приходит к	2	3
106	но так	1	3
107	один из	5	3
108	так что	2	3
109	и других	2	3
110	от того	3	3
111	и только	1	3
112	но есть	1	3
113	больше и	1	3
114	от этого	2	3
115	не было	11	3
116	к своему	2	3
117	как будто	2	3
118	и от	3	3
119	вопрос о	6	3
120	а в	2	3
121	еще в	2	3
122	и эта	2	3
123	сказать что	3	3
124	из этого	1	3
125	этим объясняется	1	3
126	как на	1	3
127	в своих	3	3
128	к этому	1	3
129	они не	4	3
130	того же	1	2
131	всех его	1	2
132	есть царство	1	2
133	что иное	3	2
134	он был	9	2
135	то он	2	2
136	по отношению	2	2
137	должны были	1	2
138	в свои	1	2
139	на то	1	2
140	с этим	1	2
141	в своем	8	2
142	целый ряд	1	2
143	и как	1	2
144	увидим что	2	2
145	никогда нет	1	2
146	что это	6	2
147	в этой	7	2
148	и они	1	2
149	но он	11	2
150	и те	2	2
151	на западе	1	2
152	он не	10	2
153	людей и	3	2
154	с этой	1	2
155	можно было	2	2
156	но все	1	2
157	человека в	14	2
158	же не	1	2
159	его не	2	2
160	живет в	1	2
161	было бы	1	2
162	стоит на	2	2
163	ни в	3	2
164	тех которые	3	2
165	а потом	1	2
166	в царстве	4	2
167	всему миру	1	2
168	человеком и	1	2
169	она в	1	2
170	в которых	1	2
171	своего рода	1	2
172	которые в	2	2
173	есть еще	2	2
174	одна сторона	1	2
175	не знающих	1	2
176	которых он	1	2
177	не имеет	4	2
178	или как	1	2
179	также должна	1	2
180	нет ни	2	2
181	ее на	1	2
182	отличается от	1	2
183	должны быть	4	2
184	к тому	5	2
185	в свое	1	2
186	на той	1	2
187	и сам	1	2
188	что у	4	2
189	с собой	2	2
190	когда в	1	2
191	ничего не	2	2
192	как существо	1	2
193	после того	2	2
194	как у	2	2
195	чтобы получить	2	2
196	не видел	2	2
197	все время	2	2
198	того что	6	2
199	в народе	6	2
200	это означает	2	2
201	самого себя	4	2
202	могли быть	1	2
203	не будут	2	2
204	не так	3	2
205	никто не	1	2
206	существо и	1	2
207	что они	3	2
208	а с	1	2
209	что не	2	2
210	этим он	1	2
211	не означает	2	2
212	а не	13	2
213	о чем	1	2
214	он становится	1	2
215	так же	6	2
216	к себе	2	2
217	на тот	1	2
218	что же	2	2
219	отношению к	2	2
220	но для	2	2
221	мира и	1	2
222	мы должны	1	2
223	не знающие	1	2
224	только что	1	2
225	в этих	2	2
226	не есть	13	2
227	е в	2	2
228	но эти	1	2
229	или он	1	2
230	приводит нас	1	2
231	жизни и	6	2
232	отношения к	2	1
233	также и	4	1
234	его проглотить	1	1
235	только потому	1	1
236	земле но	1	1
237	мере в	1	1
238	любовь не	7	1
239	и есть	8	1
240	которые были	1	1
241	человеческого облика	1	1
242	между двумя	1	1
243	а от	2	1
244	и объяснение	1	1
245	все те	1	1
246	есть не	5	1
247	к народу	1	1
248	будто что-то	1	1
249	он также	2	1
250	если я	2	1
251	что если	1	1
252	ни у	1	1
