N	3gram	Vygotskiy__1	Dialekti
1	и т д	1	19
2	с точки зрения	18	12
3	это значит что	1	9
4	сама по себе	1	8
5	в том что	15	7
6	сам по себе	3	6
7	само по себе	1	5
8	то же время	2	4
9	можно было бы	3	4
10	по крайней мере	1	4
11	одно и то	2	4
12	и то же	2	4
13	с другой стороны	9	4
14	на то что	3	4
15	в то же	2	4
16	потому что он	1	3
17	в этом смысле	1	3
18	только то что	1	3
19	в конце концов	1	3
20	и в этом	1	3
21	не может быть	5	3
22	содержит в себе	1	3
23	можно сказать что	4	3
24	той или иной	1	3
25	то что я	1	2
26	на самом деле	1	2
27	содержат в себе	1	2
28	одной стороны и	1	2
29	до сих пор	4	2
30	и в то	1	2
31	на точку зрения	1	2
32	что он не	1	2
33	в этом отношении	4	2
34	точно так же	1	2
35	так как он	2	2
36	и в частности	2	2
37	с одной стороны	8	2
38	в качестве примера	1	2
39	по сравнению с	5	2
40	или по крайней	1	2
41	друг к другу	1	2
42	во всяком случае	3	2
43	о том что	6	2
44	к тому что	3	2
45	и с другой	1	2
46	сказать что как	1	1
47	в чистом виде	1	1
48	хотя и не	1	1
49	какой мере не	1	1
50	превратилось бы в	1	1
51	я не могу	2	1
52	не содержат в	1	1
53	другой стороны в	1	1
54	в какой мере	2	1
55	в чем же	1	1
56	дело в том	1	1
57	то время как	4	1
58	и той же	2	1
59	должны сказать что	1	1
60	что в данном	1	1
61	в самом деле	2	1
62	мы уже знаем	1	1
63	и с чем	1	1
64	как раз и	1	1
65	мысли тем более	1	1
66	как мы увидим	1	1
67	природы в его	1	1
68	представить себе что	1	1
69	из того что	5	1
70	чтобы заметить что	1	1
71	и мы сейчас	1	1
72	с другом в	2	1
73	по себе в	1	1
74	жизни и в	1	1
75	ни в какой	2	1
76	не указывает на	1	1
77	бы и не	1	1
78	в том чтобы	3	1
79	если бы мы	1	1
80	и сейчас не	1	1
81	стать на точку	1	1
82	в то время	5	1
83	в современной науке	1	1
84	и говорить как	1	1
85	и в отношении	3	1
86	все больше и	1	1
87	которые могли бы	1	1
88	того что она	1	1
89	во главе с	1	1
90	в первую очередь	3	1
91	содержащее в себе	1	1
92	таким образом и	2	1
93	когда мы говорим	1	1
94	хотя бы даже	1	1
95	показал что в	1	1
96	или иной теории	1	1
97	всегда только в	1	1
98	по направлению к	1	1
99	с самого начала	8	1
100	между тем в	1	1
101	раз говорит что	1	1
102	хотя бы в	1	1
103	к выводу что	4	1
104	он не имеет	1	1
105	может показаться что	1	1
106	и не то	1	1
107	но все же	1	1
108	друг от друга	3	1
109	заметить что в	1	1
110	и что она	1	1
111	больше и больше	1	1
112	есть прежде всего	2	1
113	должно привести нас	1	1
114	одной и той	2	1
115	тем не менее	1	1
116	друг с другом	4	1
117	относится не к	1	1
118	для того чтобы	15	1
119	а именно в	1	1
120	не сама по	1	1
121	том что для	1	1
122	она не может	1	1
123	точки зрения той	1	1
124	то же самое	3	1
