N	3gram	Bakhtin_Pr_1	Poddanst
1	в то же	7	7
2	то же время	7	7
3	в отношении к	1	5
4	не только в	1	4
5	в том что	7	4
6	с точки зрения	15	3
7	сами по себе	3	3
8	и не только	1	2
9	и в то	3	2
10	в полной мере	1	2
11	заключается в том	2	2
12	да и не	1	1
13	в этом смысле	9	1
14	капитализм и тем	1	1
15	и в этом	3	1
16	и не может	2	1
17	хотя бы и	2	1
18	можно говорить о	1	1
19	в отличие от	2	1
20	и именно в	1	1
21	творчества если бы	1	1
22	что дело идет	1	1
23	и то что	1	1
24	и в частности	1	1
25	все это в	1	1
26	или иная форма	1	1
27	так же как	1	1
28	в этом не	1	1
29	дело идет именно	1	1
30	которые были бы	2	1
31	по сравнению с	1	1
32	не в том	1	1
33	бы оно ни	1	1
34	во всяком случае	3	1
35	в творчестве достоевского	4	1
36	с другой стороны	2	1
37	из тех кто	1	1
38	не может быть	3	1
39	само по себе	2	1
40	та или иная	1	1
41	высшая реальность и	1	1
42	но в то	2	1
43	мира а не	1	1
44	именно потому что	2	1
45	тем более что	1	1
46	в большинстве случаев	2	1
47	как одна из	1	1
48	тем же в	1	1
49	друг с другом	3	1
50	в известном смысле	1	1
51	для того чтобы	2	1
