N	2gram	Potebnia_M_2	VLabPisa
1	таким образом	11	27
2	в этом	8	26
3	и в	24	25
4	и т	6	24
5	не только	15	22
6	может быть	23	21
7	хотя бы	2	20
8	и не	19	19
9	не может	12	17
10	т д	3	15
11	в его	2	15
12	в процессе	1	14
13	в том	18	13
14	прежде всего	7	13
15	как это	2	12
16	все это	2	12
17	с другой	6	11
18	из них	5	11
19	не могут	7	10
20	о том	5	10
21	то же	12	9
22	что в	16	9
23	об этом	1	9
24	для него	10	9
25	т п	3	9
26	но и	9	9
27	и др	1	9
28	к этому	2	9
29	все эти	2	8
30	не следует	1	8
31	на основании	1	8
32	другой стороны	2	8
33	могут быть	8	8
34	во всех	7	7
35	по отношению	2	7
36	из этих	4	7
37	было бы	13	7
38	как и	7	7
39	том что	8	7
40	не было	6	7
41	а не	18	7
42	вместе с	11	7
43	же в	5	7
44	более или	8	6
45	в себе	10	6
46	в нем	9	6
47	главным образом	4	6
48	это не	3	6
49	или менее	8	6
50	их в	2	6
51	том же	1	6
52	и его	2	6
53	в то	6	6
54	так и	5	6
55	между тем	6	6
56	бы и	1	6
57	у него	2	6
58	то что	20	6
59	одним из	1	5
60	и есть	2	5
61	в их	1	5
62	очевидно что	3	5
63	все же	5	5
64	и при	3	5
65	не в	13	5
66	тому что	2	5
67	же время	2	5
68	связи с	6	5
69	один из	2	5
70	как бы	9	5
71	сказать что	2	5
72	только в	11	5
73	с его	2	4
74	перед нами	1	4
75	в самом	4	4
76	в целом	3	4
77	что все	2	4
78	них не	3	4
79	в них	5	4
80	одна из	4	4
81	никогда не	4	4
82	к тому	1	4
83	должен быть	1	4
84	в ее	1	4
85	это только	1	4
86	можно сказать	1	4
87	с ними	3	4
88	что он	4	4
89	в единстве	1	4
90	в нашей	2	4
91	в одном	6	4
92	в связи	2	4
93	например в	3	3
94	человека и	3	3
95	в котором	4	3
96	его не	3	3
97	в которых	1	3
98	видели что	1	3
99	но как	1	3
100	что они	5	3
101	с этим	7	3
102	и как	6	3
103	в противоположность	1	3
104	что без	3	3
105	всех этих	2	3
106	и по	2	3
107	его в	3	3
108	далеко не	3	3
109	что не	5	3
110	с тем	4	3
111	в слове	13	3
112	мы видели	1	3
113	во время	4	3
114	одном из	4	3
115	этих и	1	3
116	например что	2	3
117	у нас	2	3
118	том как	3	3
119	образом в	4	3
120	никак не	1	3
121	утверждает что	1	3
122	что и	11	3
123	вслед за	3	3
124	того что	7	3
125	большей или	1	3
126	или меньшей	1	3
127	и их	5	3
128	даже и	2	3
129	из приведенных	1	3
130	именно в	1	3
131	мы знаем	2	3
132	так же	2	3
133	некоторые из	1	3
134	по поводу	6	3
135	и от	3	3
136	или в	2	3
137	видно из	2	3
138	бы в	2	3
139	только что	3	3
140	жизни и	1	3
141	как на	3	3
142	ее в	1	3
143	ту же	1	2
144	также что	2	2
145	чтобы не	1	2
146	без них	2	2
147	он может	1	2
148	видеть в	1	2
149	уже по	1	2
150	а как	1	2
151	в которой	5	2
152	из своих	1	2
153	что многие	2	2
154	отдельные образы	1	2
155	но даже	3	2
156	то это	3	2
157	собою и	2	2
158	в ней	3	2
159	еще не	4	2
160	что его	3	2
161	в чем	7	2
162	бы не	5	2
163	но не	12	2
164	это видно	1	2
165	одном и	1	2
166	если в	3	2
167	в общем	2	2
168	относится к	3	2
169	стороны и	1	2
170	что нет	2	2
171	хотя и	3	2
172	но в	4	2
173	с нею	2	2
174	и впечатления	2	2
175	он в	1	2
176	ее как	1	2
177	как он	4	2
178	что она	3	2
