N	2gram	Tiupa_Narr_2	FransuaR
1	и в	13	45
2	то есть	9	25
3	и т.п	6	16
4	и не	14	15
5	в этом	13	14
6	но в	6	14
7	не только	26	14
8	во всех	1	13
9	и его	3	13
10	в его	6	13
11	как бы	6	12
12	во время	2	12
13	что в	4	12
14	то же	4	11
15	в своем	6	11
16	в то	5	11
17	в романе	1	11
18	в нем	5	10
19	и с	1	10
20	как и	4	10
21	в том	14	10
22	но и	15	10
23	прежде всего	6	10
24	же время	3	9
25	в ней	2	8
26	таким образом	5	8
27	в самой	1	8
28	как мы	1	8
29	мира и	3	8
30	жизни и	4	8
31	вовсе не	2	8
32	так же	2	8
33	также и	1	7
34	с его	3	7
35	том что	13	7
36	не в	8	7
37	потому что	2	7
38	что и	2	7
39	в конце	4	7
40	и все	4	7
41	все это	1	7
42	здесь не	2	6
43	в этой	4	6
44	он не	5	6
45	мысли и	1	6
46	того чтобы	3	6
47	связи с	1	6
48	так и	9	6
49	что он	5	6
50	для того	1	6
51	одним из	1	5
52	например в	1	5
53	самом деле	3	5
54	на самом	2	5
55	это и	1	5
56	здесь и	1	5
57	обновления и	1	5
58	с ее	1	5
59	в акте	1	5
60	хотя и	5	5
61	и как	1	5
62	и к	6	5
63	в себя	4	5
64	и у	4	5
65	все эти	3	5
66	на этом	1	5
67	с ним	4	5
68	этом отношении	3	5
69	одной из	1	5
70	со всеми	2	5
71	и их	1	5
72	как раз	3	5
73	существенную роль	3	5
74	в связи	1	5
75	не может	8	5
76	но это	2	5
77	же как	2	4
78	той же	2	4
79	его не	1	4
80	мы не	2	4
81	и о	1	4
82	но не	3	4
83	в общем	1	4
84	перед нами	4	4
85	в самом	2	4
86	тому же	4	4
87	по своему	2	4
88	об этом	4	4
89	зрения на	2	4
90	это было	1	4
91	не мог	1	4
92	точки зрения	5	4
93	своего рода	9	4
94	в основе	1	4
95	у него	6	4
96	можно было	2	4
97	ничего не	6	4
98	и здесь	2	4
99	о том	5	4
100	и во	1	4
101	только в	11	4
102	в первой	1	4
103	и даже	3	4
104	сказать что	3	4
105	а не	17	4
106	его как	1	4
107	чем же	1	4
108	как это	4	4
109	и от	1	4
110	бы в	2	4
111	а также	6	4
112	а в	9	4
113	как на	2	4
114	по поводу	2	4
115	ведь и	1	3
116	века в	1	3
117	но она	1	3
118	к началу	1	3
119	того же	1	3
120	и он	2	3
121	из этих	2	3
122	как в	5	3
123	в одной	1	3
124	как он	2	3
125	что она	2	3
126	здесь нет	1	3
127	ни в	1	3
128	до сих	1	3
129	в своей	4	3
130	в которых	1	3
131	от его	2	3
132	не менее	4	3
133	мир и	1	3
134	но они	1	3
135	не имеет	2	3
136	от их	1	3
137	и образ	1	3
138	не могло	2	3
139	то время	1	3
140	в другом	4	3
141	нем не	1	3
142	этот момент	1	3
143	это не	3	3
144	именно в	2	3
145	того что	6	3
146	есть в	1	3
147	для него	4	3
148	в одном	1	3
149	но он	2	3
150	о чем	2	3
151	вместе с	1	3
152	в течение	2	3
153	дело здесь	1	3
154	сих пор	1	3
155	и для	3	3
