N	3gram	Tiupa_Lite_2	Formalny
1	с точки зрения	3	13
2	то же время	9	8
3	в то же	9	8
4	на самом деле	1	6
5	в свою очередь	1	6
6	не может быть	7	5
7	по отношению к	3	4
8	одной стороны и	1	4
9	с одной стороны	6	4
10	и т п	2	4
11	не перестает быть	1	3
12	прежде всего в	1	3
13	бы то ни	1	3
14	и не менее	1	3
15	идеологического кругозора и	1	3
16	нет и не	1	2
17	не могло не	1	2
18	и наконец в	1	2
19	и не может	1	2
20	именно в нем	1	2
21	в том чтобы	3	2
22	в целом ряде	1	2
23	мы не можем	1	2
24	не только не	1	2
25	как мы видели	1	2
26	особое место в	1	1
27	жизнь и судьба	1	1
28	состоит в том	4	1
29	ничего общего с	1	1
30	не говоря уже	2	1
31	какого бы то	1	1
32	и культуры в	1	1
33	эстетики и поэтики	1	1
34	произведение искусства есть	1	1
35	говоря уже о	2	1
36	в том что	5	1
37	же время не	1	1
38	в этом отношении	3	1
39	том числе и	1	1
40	же время здесь	1	1
41	и без остатка	1	1
42	с этой точки	1	1
43	вместе с тем	1	1
44	мышления о мире	1	1
45	то что было	1	1
46	в данном случае	3	1
47	то ни было	1	1
48	как одной из	1	1
49	идет о литературе	1	1
50	и в то	1	1
51	и в пределах	1	1
52	в отличие от	1	1
53	это и не	1	1
54	так и от	1	1
55	художественного творчества в	1	1
56	с другой стороны	4	1
57	все то что	1	1
58	того что было	1	1
59	этой точки зрения	1	1
60	до тех пор	1	1
61	и притом в	1	1
62	в самом начале	1	1
63	но даже и	1	1
64	нет у нас	1	1
65	в том числе	2	1
66	к тому что	1	1
67	тех или иных	1	1
68	тем не менее	2	1
69	здесь этот образ	1	1
