N	2gram	Tiupa_Teor_1	Literetu
1	и не	13	22
2	тогда как	15	17
3	в мире	19	16
4	и в	18	16
5	при этом	12	15
6	в этом	8	14
7	не только	16	14
8	уединенного сознания	1	14
9	но и	9	14
10	в том	16	12
11	может быть	17	12
12	а не	9	12
13	то что	3	12
14	в частности	16	11
15	я и	2	10
16	своего рода	7	10
17	не в	7	10
18	такого рода	8	10
19	то же	7	9
20	так и	10	9
21	в то	6	9
22	того что	4	9
23	в этой	3	8
24	в жизни	2	8
25	том что	9	8
26	не может	4	8
27	как бы	5	8
28	в своей	6	7
29	тем самым	4	7
30	же время	5	7
31	только в	6	7
32	себя в	6	7
33	со стороны	2	7
34	эстетического субъекта	1	7
35	лирического героя	4	7
36	точки зрения	9	7
37	я в	16	7
38	еще не	4	6
39	с его	5	6
40	в себе	9	6
41	состоит в	17	6
42	в другом	3	6
43	по мысли	1	6
44	эстетического объекта	2	6
45	в стихотворении	4	6
46	произведение искусства	5	6
47	о том	1	6
48	художественного мышления	1	6
49	и его	8	6
50	в его	6	6
51	присутствия в	6	6
52	и т.п	4	6
53	с другой	7	6
54	к тому	2	6
55	в стихах	1	6
56	причастности к	2	6
57	в году	1	5
58	в отличие	6	5
59	отличие от	6	5
60	субъекта и	2	5
61	как в	5	5
62	всего лишь	6	5
63	в целом	3	5
64	то есть	12	5
65	лишь в	6	5
66	это не	2	5
67	соответствии с	2	5
68	как и	4	5
69	в основе	3	5
70	коммуникативного события	1	5
71	в ее	5	5
72	что он	1	5
73	в качестве	24	5
74	в поэзии	2	5
75	именно в	3	5
76	а именно	2	5
77	лирический герой	2	5
78	вместе с	2	5
79	особого рода	2	5
80	а в	13	5
81	с жизнью	1	4
82	перед лицом	2	4
83	одним из	2	4
84	но не	9	4
85	по отношению	4	4
86	в рамках	7	4
87	хотя и	3	4
88	входит в	1	4
89	должно быть	1	4
90	место в	5	4
91	своего другого	1	4
92	однако в	7	4
93	даже в	3	4
94	никогда не	4	4
95	художника в	1	4
96	в тексте	14	4
97	данном случае	5	4
98	а также	6	4
99	с одной	2	4
100	из них	1	4
101	в одном	2	4
102	как будто	2	4
103	как у	1	4
104	одной стороны	2	4
105	в данном	8	4
106	по существу	1	4
107	и для	2	4
108	я как	2	4
109	об искусстве	1	4
110	жизни в	2	4
111	отношению к	4	4
112	отношения к	2	3
113	например в	1	3
114	не становится	1	3
115	свое место	1	3
116	для которого	1	3
117	той же	1	3
118	с ее	3	3
119	личности с	1	3
120	хх веке	1	3
121	в сторону	1	3
122	отнюдь не	3	3
123	и как	2	3
124	и к	3	3
125	но в	9	3
126	то в	2	3
127	на его	1	3
128	а затем	1	3
129	самим собой	3	3
130	и тем	3	3
131	в слове	3	3
132	высшая форма	1	3
133	с точки	3	3
134	на свою	1	3
135	произведения в	1	3
136	однако если	2	3
137	по своей	3	3
138	потому что	3	3
139	в области	4	3
140	эстетический объект	3	3
141	личности в	3	3
142	части романа	1	3
143	говоря словами	3	3
144	в словах	1	3
145	не случайно	5	3
146	искусства и	1	3
147	прежде всего	2	3
148	между тем	5	3
149	вслед за	2	3
150	ни к	3	3
151	совершенно не	1	3
152	уже не	4	3
153	или словами	1	3
154	в единстве	1	3
155	человеческого духа	1	3
156	в самом	4	3
157	наконец в	1	3
158	в хх	1	3
159	в соответствии	3	3
160	более того	1	3
161	и жизни	1	3
162	о чем	1	3
163	мира в	1	3
164	и а	4	3
165	как это	8	3
166	в иных	1	3
167	тому как	1	3
168	я с	5	3
169	мыслится как	1	3
170	жизнью в	1	3
171	в третьем	1	3
172	в романе	3	3
173	на смену	4	3
174	том числе	2	3
175	художественного произведения	4	2
176	того же	3	2
177	в присутствии	2	2
178	в первом	2	2
179	субъект и	2	2
180	как мы	1	2
181	вопрос о	1	2
182	этого текста	2	2
183	не вполне	2	2
184	на себя	2	2
185	я не	2	2
186	жизни как	4	2
187	из того	1	2
188	предстает как	1	2
189	и на	1	2
190	бы то	1	2
191	во всех	1	2
192	искусство в	1	2
193	а и	4	2
194	отношение к	5	2
195	еще один	1	2
196	могли бы	2	2
197	я к	1	2
198	в противоположность	2	2
199	еще на	1	2
200	не знает	3	2
201	так или	4	2
202	представляет собой	9	2
203	он в	1	2
204	большей части	1	2
205	право на	1	2
206	раз в	1	2
207	на то	1	2
208	в случае	1	2
209	вследствие этого	1	2
210	все они	1	2
211	в нем	4	2
212	ответственность за	1	2
213	в первой	5	2
214	и вот	3	2
215	подобно тому	1	2
216	то ни	1	2
217	его в	2	2
218	было бы	1	2
219	и даже	2	2
220	той или	1	2
221	она и	1	2
222	далеко не	2	2
223	лирическая героиня	5	2
224	эстетическим субъектом	1	2
225	эстетического отношения	12	2
226	художественного творчества	1	2
227	и ее	3	2
228	нас самих	1	2
229	от себя	3	2
230	всякий раз	2	2
231	об отсутствии	1	2
232	а.н веселовского	1	2
233	быть может	1	2
234	ни было	1	2
235	в конце	2	2
236	и наоборот	1	2
237	по себе	1	2
238	автора и	1	2
239	между людьми	1	2
240	не менее	4	2
241	в принципе	4	2
242	для меня	2	2
243	с которой	1	2
244	свободы и	1	2
245	того чтобы	1	2
246	жизни не	1	2
247	как раз	2	2
248	другой стороны	5	2
249	у нас	2	2
250	живаго это	1	2
251	же самое	1	2
252	следует признать	1	2
253	числе и	1	2
254	в своего	1	2
255	для такого	1	2
256	и напротив	1	2
257	для себя	1	2
258	вещей в	1	2
259	и сам	1	2
260	не с	3	2
261	здесь как	1	2
262	во второй	7	2
263	мира и	1	2
264	если бы	3	2
265	одного из	1	2
266	мира а	1	2
267	можно сказать	3	2
268	во втором	3	2
269	что и	2	2
270	во всей	1	2
271	и только	1	2
272	по собственному	1	2
273	эстетическое переживание	1	2
274	но с	1	2
275	и одновременно	4	2
276	здесь не	1	2
277	с ними	1	2
278	эстетической деятельности	1	2
279	связи с	1	2
280	для него	2	2
281	тем что	1	2
282	для того	1	2
283	или иной	4	2
284	на свое	1	2
285	или иначе	5	2
286	субъекта жизни	1	2
287	по большей	1	2
288	себя и	1	2
289	что не	1	2
290	с ней	1	2
291	а на	3	2
292	не означает	1	2
293	если не	1	2
294	всю полноту	1	2
295	объекта и	1	2
296	так же	2	2
297	и потому	2	2
298	к жизни	2	2
299	другого я	2	2
300	никем не	1	2
301	автором и	1	2
302	художественное произведение	1	2
303	своей жизни	2	2
304	один из	2	2
305	что в	9	2
306	в каждой	1	2
307	человеческой деятельности	1	2
308	а со	1	2
309	в свою	3	2
310	жизни а	1	2
311	я это	1	2
312	оно не	1	2
313	еще и	1	2
314	ее в	2	2
315	в своих	1	2
316	героя как	1	2
317	и наиболее	1	1
318	искусства слова	3	1
319	была бы	3	1
320	ахматовой в	1	1
321	обращена к	1	1
322	искусство есть	1	1
323	начинается с	1	1
324	позиция лирического	1	1
325	и то	2	1
326	что произведение	1	1
327	идет о	1	1
328	акте эстетического	1	1
329	между двумя	3	1
330	о тебе	1	1
331	по преимуществу	4	1
332	и до	1	1
333	из его	1	1
334	исходит из	1	1
335	наиболее существенным	1	1
336	позицией уединенного	1	1
337	который в	2	1
338	бальзак в	1	1
339	и себя	1	1
340	собой как	1	1
341	факторов художественного	3	1
342	из своих	1	1
343	этом не	1	1
344	одиночество но	1	1
345	в каждый	1	1
346	говорить о	3	1
347	является эстетическим	1	1
348	что иное	1	1
349	принадлежит к	3	1
350	на холсте	2	1
351	под диктовку	1	1
352	как я	1	1
353	но напротив	2	1
354	художественности как	1	1
355	душа свободна	1	1
356	который может	1	1
357	начало и	1	1
358	в сочетании	2	1
