N	2gram	Voloshinov_1	Problemy
1	и не	1	31
2	и в	3	29
3	в его	1	24
4	может быть	1	24
5	а не	1	22
6	точки зрения	1	19
7	для него	1	18
8	не только	1	15
9	но и	1	14
10	то же	1	14
11	с точки	1	13
12	не может	4	12
13	в то	1	10
14	же время	1	9
15	если бы	1	9
16	в каждом	1	8
17	достоевского и	2	7
18	с другими	1	7
19	и на	1	7
20	несмотря на	1	6
21	бы в	1	3
22	не из	1	3
23	ни один	1	3
24	он в	1	3
25	тому что	1	3
26	связи с	1	2
27	конечно и	1	2
28	как художественная	1	2
29	мы видим	1	2
30	один из	2	2
31	по своим	1	2
32	лежащие в	1	2
33	в ней	1	2
34	из этих	1	1
35	ничего кроме	1	1
36	этой проблемы	1	1
37	может и	1	1
38	и все	1	1
39	и больше	1	1
40	вполне понятно	1	1
41	осуществления в	1	1
42	нет и	1	1
43	к тому	1	1
44	из социологического	1	1
45	подхода к	1	1
46	второй части	1	1
47	во второй	1	1
48	нуждаются в	1	1
49	в особенности	1	1
50	художественной структуры	1	1
51	художественного произведения	1	1
52	конкретного осуществления	1	1
53	себе все	1	1
54	смысл и	1	1
