N	3gram	Potebnia_M_1	Komedia
1	до сих пор	1	9
2	в том что	13	9
3	для того чтобы	2	6
4	в свою очередь	4	6
5	в то же	3	4
6	о том что	1	4
7	то же время	3	4
8	с самого начала	3	4
9	по отношению к	13	3
10	с точки зрения	3	3
11	и т п	2	3
12	в связи с	1	3
13	во всяком случае	1	3
14	с одной стороны	3	3
15	тем не менее	6	3
16	бы то ни	2	2
17	в этом отношении	1	2
18	и с этой	2	2
19	то ни было	1	2
20	с другой стороны	5	2
21	в то время	1	2
22	но все же	1	2
23	что и в	3	2
24	но и все	1	1
25	не в состоянии	1	1
26	остается в стороне	1	1
27	но едва ли	1	1
28	и для самого	1	1
29	более или менее	1	1
30	не говоря уже	1	1
31	ни малейшего сомнения	1	1
32	подобно тому как	3	1
33	в ответ на	1	1
34	одной стороны и	1	1
35	говоря уже о	1	1
36	со стороны других	2	1
37	на то что	1	1
38	и не нуждается	1	1
39	может быть только	1	1
40	с этой точки	1	1
41	по крайней мере	2	1
42	не без основания	1	1
43	таким же образом	1	1
44	что мы не	1	1
45	в первом случае	1	1
46	но при этом	1	1
47	и в отношении	1	1
48	потому что при	1	1
49	это не так	1	1
50	и совершенно не	1	1
51	к лицу с	1	1
52	со стороны его	1	1
53	зависящее от людей	1	1
54	этой точки зрения	1	1
55	в себе самом	1	1
56	сознательной или бессознательной	1	1
57	так и в	3	1
58	и тем более	1	1
59	вопрос о том	1	1
60	то ни в	1	1
61	не менее в	1	1
62	если бы не	2	1
63	после того как	1	1
64	таким образом что	2	1
65	к тому что	2	1
66	в каждом из	1	1
67	друг от друга	2	1
68	друг за другом	1	1
69	и в этом	6	1
70	этой группы только	1	1
71	лицом к лицу	1	1
72	друг друга и	1	1
73	не нуждается в	2	1
74	и т д	4	1
