N	4gram	Tiupa_Narr_1	slovoVRo
1	в то же время	4	4
2	в той или иной	1	3
3	той или иной степени	1	3
4	своего и чужого слова	2	2
5	разноречивое становление кишащее будущими	1	1
6	более или менее удачливыми	1	1
7	языковыми аристократами языковыми парвеню	1	1
8	и борьба своего и	1	1
9	в том числе и	1	1
10	с большей или меньшей	1	1
11	и в то же	1	1
12	меньшей широтою социального охвата	1	1
13	и бывшими языками отмирающими	1	1
14	парвеню бесчисленными претендентами в	1	1
15	языковыми парвеню бесчисленными претендентами	1	1
16	каждого высказывания происходит напряженное	1	1
17	в нем не только	1	1
18	будущими и бывшими языками	1	1
19	территории почти каждого высказывания	1	1
20	большей или меньшей широтою	1	1
21	в языки более или	1	1
22	на территории почти каждого	1	1
23	или иной идеологической сферой	1	1
24	становление кишащее будущими и	1	1
25	и не может быть	1	1
26	реален язык как разноречивое	1	1
27	или менее удачливыми с	1	1
28	бесчисленными претендентами в языки	1	1
29	языки более или менее	1	1
30	бывшими языками отмирающими чопорными	1	1
31	широтою социального охвата с	1	1
32	языками отмирающими чопорными языковыми	1	1
33	аристократами языковыми парвеню бесчисленными	1	1
34	с той или иной	1	1
35	борьба своего и чужого	1	1
36	высказывания происходит напряженное взаимодействие	1	1
37	или меньшей широтою социального	1	1
38	кишащее будущими и бывшими	1	1
39	иной идеологической сферой применения	1	1
40	как разноречивое становление кишащее	1	1
41	социального охвата с той	1	1
42	исторически реален язык как	1	1
43	происходит напряженное взаимодействие и	1	1
44	охвата с той или	1	1
45	чопорными языковыми аристократами языковыми	1	1
46	дело не только в	1	1
47	напряженное взаимодействие и борьба	1	1
48	почти каждого высказывания происходит	1	1
49	взаимодействие и борьба своего	1	1
50	язык как разноречивое становление	1	1
51	менее удачливыми с большей	1	1
52	той или иной идеологической	1	1
53	отмирающими чопорными языковыми аристократами	1	1
54	удачливыми с большей или	1	1
55	претендентами в языки более	1	1
