N	2gram	Ircho_Kome_3	Vvedenie
1	и т	4	42
2	т д	1	36
3	т е	16	35
4	и в	22	32
5	в том	12	31
6	в этом	8	30
7	том что	13	26
8	может быть	6	26
9	не только	5	22
10	для того	6	21
11	того чтобы	6	20
12	таким образом	12	19
13	то что	4	16
14	потому что	10	15
15	так как	11	15
16	не может	3	14
17	в самом	9	13
18	в нем	3	13
19	о том	8	13
20	со стороны	11	13
21	в их	2	12
22	представляет собой	3	12
23	в его	8	12
24	только в	1	12
25	и не	21	12
26	как на	1	12
27	как мы	2	11
28	в ее	3	11
29	ясно что	6	11
30	что в	5	10
31	то же	7	9
32	в истории	1	9
33	и как	1	9
34	но в	5	9
35	между тем	2	9
36	это не	2	8
37	не в	4	8
38	тем не	3	8
39	не менее	5	8
40	с другой	4	8
41	самом деле	6	7
42	вопрос о	1	7
43	но не	1	7
44	все же	4	7
45	было бы	3	7
46	точки зрения	4	7
47	можно было	2	7
48	дело с	3	7
49	прежде всего	5	7
50	о котором	1	7
51	только как	2	7
52	и это	2	6
53	из этих	1	6
54	как он	3	6
55	том чтобы	1	6
56	его в	8	6
57	с тем	4	6
58	как и	3	6
59	вовсе не	4	6
60	в то	6	6
61	в качестве	2	6
62	же время	5	6
63	тем что	5	6
64	н э	2	6
65	не могут	2	6
66	до н	1	6
67	один из	3	6
68	и его	6	6
69	в руки	2	6
70	и даже	3	6
71	до сих	9	6
72	но и	4	6
73	а именно	1	6
74	сих пор	9	6
75	все это	5	6
76	хотя бы	4	6
77	одним из	2	5
78	а как	2	5
79	в целом	3	5
80	об этом	7	5
81	и тем	1	5
82	в них	3	5
83	но если	3	5
84	в которых	5	5
85	сказать что	1	5
86	могут быть	1	5
87	так что	6	5
88	уже в	2	5
89	т п	4	5
90	представляют собой	2	5
91	что не	3	5
92	на этот	3	5
93	а не	4	5
94	по своему	3	5
95	в течение	3	5
96	как бы	3	5
97	в г	2	5
98	другой стороны	2	5
99	в какой	3	5
100	вместе с	9	5
101	как это	5	4
102	в первом	1	4
103	той же	1	4
104	в и	2	4
105	мы имеем	1	4
106	по отношению	5	4
107	независимо от	1	4
108	как уже	1	4
109	от этого	1	4
110	так или	2	4
111	в себе	4	4
112	взять в	3	4
113	должен был	4	4
114	в своей	5	4
115	в котором	2	4
116	по сравнению	2	4
117	по крайней	1	4
118	не имеет	3	4
119	в каждом	1	4
120	здесь нет	4	4
121	это только	1	4
122	на вопрос	2	4
123	времени и	1	4
124	и что	6	4
125	крайней мере	1	4
126	еще не	6	4
127	что он	8	4
128	и ее	2	4
129	с одной	3	4
130	одно из	1	4
131	всяком случае	3	4
132	как раз	6	4
133	этом отношении	2	4
134	одной стороны	3	4
135	или иначе	2	4
136	е в	2	4
137	о чем	7	4
138	видит в	1	4
139	сравнению с	2	4
140	с этой	3	4
141	этом случае	2	4
142	и для	4	4
143	относящихся к	1	4
144	только что	7	4
145	а в	7	4
146	взгляда на	1	4
147	отношению к	3	4
148	во всяком	3	4
149	в сущности	2	3
150	говорить о	3	3
151	то это	5	3
152	в виду	2	3
153	и на	2	3
154	он сам	1	3
155	ответа на	1	3
156	в чем	1	3
157	ответ на	1	3
158	стороны и	2	3
159	хотя и	5	3
160	и к	3	3
161	все эти	1	3
162	в этой	3	3
163	что она	4	3
164	при этом	7	3
165	если бы	8	3
166	не как	2	3
167	свое время	1	3
168	на этом	1	3
169	отчет в	1	3
170	в свое	2	3
171	чем в	3	3
172	нисколько не	3	3
173	в этих	1	3
174	работы в	1	3
175	однако в	4	3
176	этой работы	1	3
177	текста и	1	3
178	дело не	2	3
179	своей природе	1	3
180	связи с	5	3
181	в области	2	3
182	но все	4	3
183	прошлом и	2	3
184	должен быть	2	3
185	в ней	4	3
186	чтобы понять	1	3
187	язык и	1	3
188	можно сказать	1	3
189	а также	2	3
190	в конечном	2	3
191	что с	2	3
192	к нему	5	3
193	одной из	3	3
194	до нас	4	3
195	в начале	3	3
196	и других	1	3
197	из них	5	3
198	в известной	2	3
199	в одном	2	3
200	в конце	7	3
201	что и	8	3
202	отношение к	5	3
203	может служить	1	3
204	русский язык	1	3
205	до конца	4	3
206	говорит о	1	3
207	на основании	2	3
208	из наиболее	1	3
209	так называемых	1	3
210	так же	4	3
211	такого рода	1	3
212	да и	1	3
213	в изучении	1	3
214	материал для	1	3
215	в своем	8	3
216	к тому	6	3
217	в результате	2	3
218	к этому	6	3
219	в частности	3	3
220	уже после	1	3
221	это делает	1	2
222	и до	1	2
223	из его	2	2
224	что мы	2	2
225	сообщение и	1	2
226	мы не	2	2
227	на тему	1	2
228	и со	2	2
229	того же	6	2
230	в до	1	2
231	себе и	1	2
232	надо было	1	2
233	сам же	1	2
234	в этот	1	2
235	чем больше	1	2
236	выражение в	1	2
237	что к	4	2
238	и те	1	2
239	о которой	2	2
240	и совершенно	1	2
241	не к	1	2
242	в силу	2	2
243	но вместе	1	2
244	подобно тому	1	2
245	в другом	2	2
246	и с	4	2
247	них не	1	2
248	в соответствии	1	2
249	в существенном	1	2
250	который по	2	2
251	в прошлом	1	2
252	для них	1	2
253	соответствии с	1	2
254	этого не	1	2
255	несмотря на	4	2
256	после этого	2	2
257	она была	2	2
258	не мог	2	2
259	из того	3	2
260	с точки	3	2
261	состоит в	2	2
262	не столько	1	2
263	том же	1	2
264	тому что	2	2
265	в отношении	4	2
266	нашего времени	1	2
267	на котором	1	2
268	того как	1	2
269	двадцати четырех	1	2
270	о них	1	2
271	никогда не	3	2
272	в отношениях	2	2
273	ничего не	3	2
274	находятся в	1	2
275	его можно	1	2
276	iv в	5	2
277	следует что	3	2
278	до того	2	2
279	от того	2	2
280	как только	1	2
281	если же	2	2
282	говоря уже	1	2
283	значение в	1	2
284	и сам	5	2
285	из двух	1	2
286	так и	4	2
287	не с	2	2
288	собой в	1	2
289	мог бы	1	2
290	для этого	1	2
291	же самое	3	2
292	и здесь	4	2
293	во всех	2	2
294	этому поводу	1	2
295	во втором	1	2
296	нуждается в	2	2
297	тем более	4	2
298	все время	2	2
299	которой в	1	2
300	по содержанию	1	2
301	отдать себе	1	2
302	здесь не	2	2
303	признать очень	1	2
304	по этому	1	2
305	по самой	1	2
306	к какому	1	2
307	только на	1	2
308	чем они	2	2
309	мы можем	3	2
310	само собой	4	2
311	не говоря	1	2
312	не было	2	2
313	этому времени	1	2
314	а так	1	2
315	ближе к	2	2
316	в связи	4	2
317	с помощью	4	2
318	в разной	1	2
319	из которых	2	2
320	с этим	3	2
321	на рубеже	1	2
322	в печати	1	2
323	тому как	1	2
324	по существу	2	2
325	был в	1	2
326	еще раз	1	2
327	котором он	1	2
328	между ними	2	2
329	это может	1	2
330	у них	1	2
331	бы в	4	2
332	конце концов	2	2
333	ни к	1	2
334	хотя в	1	2
335	с ней	1	2
336	самой своей	1	2
337	он и	2	2
338	ко времени	1	2
339	жизни и	1	2
340	это в	2	2
341	гораздо ближе	1	2
342	о действительности	1	1
343	я и	1	1
344	например в	1	1
345	не последнее	1	1
346	по адресу	1	1
347	себе путь	1	1
348	в стороне	1	1
349	малой азии	1	1
350	более конкретно	1	1
351	испытания в	1	1
352	отношения между	1	1
353	речь идет	5	1
354	видеть в	1	1
355	в зависимости	1	1
356	отношения к	2	1
357	а уж	1	1
358	каким был	1	1
359	и последующих	1	1
360	в рукописи	2	1
361	к одной	2	1
362	его современников	1	1
363	как рассказать	1	1
364	требует от	1	1
365	чтения и	1	1
366	для нашей	1	1
367	похожи на	1	1
368	высказать в	1	1
369	и говорить	1	1
370	было до	1	1
371	развития с	1	1
372	которые он	1	1
373	он был	4	1
374	на них	3	1
375	наоборот как	1	1
376	что его	5	1
377	только после	1	1
378	но как	1	1
379	в сторону	1	1
380	очевидно что	1	1
381	как в	2	1
382	в новом	1	1
383	отличие от	2	1
384	себе отчет	1	1
385	нет и	4	1
386	и речи	4	1
387	что они	2	1
388	в поисках	1	1
389	и я	2	1
390	трудно сказать	1	1
391	общего с	1	1
392	как к	1	1
393	уже о	1	1
394	в дальнейших	1	1
395	что по	1	1
396	с двумя	1	1
397	показывает что	1	1
398	до тех	3	1
399	более или	1	1
400	то в	1	1
401	для которого	1	1
402	не приходится	2	1
403	в которой	3	1
404	действительности а	1	1
405	то обстоятельство	2	1
406	раз в	2	1
407	и тот	3	1
408	только один	2	1
409	говорят о	1	1
410	имеем в	1	1
411	тому же	6	1
412	на то	3	1
413	если он	2	1
414	не могла	3	1
415	на его	2	1
416	случае все	1	1
417	больше всего	1	1
418	в статье	1	1
419	или очень	1	1
420	образом для	1	1
421	он должен	1	1
422	кто из	2	1
423	уже говорилось	1	1
424	чтобы в	2	1
425	его от	2	1
426	нужные для	1	1
427	он старается	1	1
428	именно это	1	1
429	как надо	1	1
430	то ни	3	1
431	а затем	2	1
432	что все	1	1
433	говорил что	1	1
434	которого не	1	1
435	известно что	1	1
436	за другой	1	1
437	нам по	1	1
438	чаще всего	1	1
439	его и	1	1
440	ни одной	2	1
441	своему характеру	1	1
442	их для	1	1
443	сторон в	1	1
444	в слове	1	1
445	не всегда	1	1
446	акта становится	1	1
447	можно считать	1	1
448	этим в	1	1
449	сохранился и	1	1
450	не сам	1	1
451	перед собой	1	1
452	или менее	1	1
453	не выдерживает	1	1
454	во время	6	1
455	из двадцати	1	1
456	бы на	1	1
457	что между	1	1
458	никак не	1	1
459	прямо к	1	1
