N	2gram	Tiupa_Anal_1	Vladivir
1	и в	18	40
2	то что	6	28
3	не только	15	25
4	и не	21	25
5	учение о	1	24
6	у него	1	24
7	то есть	11	24
8	том что	12	18
9	в том	27	18
10	но и	17	18
11	также и	2	17
12	что в	5	17
13	в этом	13	16
14	в его	13	14
15	так что	1	14
16	не может	22	14
17	в виде	1	13
18	точки зрения	6	13
19	вовсе не	2	13
20	вл соловьевым	1	13
21	только в	6	13
22	а именно	3	12
23	едва ли	2	11
24	никогда не	2	11
25	потому что	2	11
26	таким образом	3	11
27	о том	5	11
28	в году	1	10
29	не просто	2	10
30	ни в	4	10
31	и его	5	10
32	не есть	8	10
33	прежде всего	6	10
34	как раз	1	10
35	и потому	2	10
36	и то	2	9
37	уже не	4	9
38	что это	1	9
39	в себе	11	9
40	и с	2	9
41	в своей	6	9
42	не менее	1	9
43	что же	2	9
44	как мы	2	8
45	в этой	5	8
46	он не	3	8
47	и что	1	8
48	а также	3	8
49	раз и	1	8
50	для него	2	8
51	может быть	29	8
52	а не	17	8
53	а только	1	7
54	хотя и	1	7
55	и как	5	7
56	что все	1	7
57	с тем	1	7
58	как и	13	7
59	несмотря на	2	7
60	в то	9	7
61	что и	3	7
62	того что	4	7
63	так как	2	7
64	вместе с	4	7
65	к тому	7	7
66	а в	9	7
67	в своих	1	7
68	смысле слова	1	6
69	оно есть	1	6
70	и на	5	6
71	то в	2	6
72	не будет	3	6
73	с точки	4	6
74	по себе	4	6
75	во всем	1	6
76	и от	1	6
77	так и	4	6
78	и даже	1	6
79	если не	1	6
80	да и	1	6
81	но это	1	6
82	хотя бы	3	6
83	отношения к	2	5
84	мы уже	1	5
85	в ней	1	5
86	тут же	1	5
87	отнюдь не	15	5
88	более или	1	5
89	все эти	2	5
90	тому же	4	5
91	же касается	1	5
92	должно быть	2	5
93	или менее	1	5
94	в отношении	1	5
95	для нас	1	5
96	ничего не	1	5
97	эти три	1	5
98	для себя	2	5
99	еще в	2	5
100	с другой	4	5
101	что он	3	5
102	только на	1	5
103	в одном	1	5
104	не говорит	1	5
105	не было	1	5
106	в данном	2	5
107	в самом	6	4
108	то же	9	4
109	и о	2	4
110	вопрос о	2	4
111	еще не	3	4
112	но не	10	4
113	то он	2	4
114	все же	4	4
115	но в	8	4
116	было бы	2	4
117	ведь если	1	4
118	такой же	2	4
119	в котором	3	4
120	даже в	3	4
121	тому что	1	4
122	в каком	1	4
