N	2gram	Berdyaev_M_2	Literetu
1	а не	13	20
2	и в	46	19
3	может быть	21	17
4	своего рода	1	13
5	то же	5	12
6	и не	18	11
7	как и	13	10
8	в том	3	10
9	но и	15	10
10	в этом	20	9
11	в мире	7	9
12	не может	15	9
13	такого рода	2	9
14	не только	18	8
15	с другой	1	8
16	том что	4	7
17	так и	4	7
18	то что	5	7
19	и на	3	6
20	в себе	10	6
21	себя в	4	6
22	я не	5	5
23	он не	10	5
24	у нас	11	5
25	того что	6	5
26	вместе с	2	5
27	я и	2	4
28	в сфере	2	4
29	мы не	1	4
30	того же	1	4
31	по отношению	2	4
32	так что	2	4
33	человека в	14	4
34	для него	18	4
35	точки зрения	2	4
36	не в	9	4
37	в русской	6	4
38	в ней	11	4
39	еще в	2	4
40	в его	5	4
41	один из	5	4
42	и других	2	4
43	не случайно	2	4
44	тем что	3	4
45	прежде всего	12	4
46	жизни в	3	4
47	жизни и	6	4
48	что в	4	4
49	и то	1	3
50	в сущности	2	3
51	и он	11	3
52	во всех	2	3
53	как к	2	3
54	поскольку в	1	3
55	право на	1	3
56	в этой	7	3
57	в нем	22	3
58	всех своих	1	3
59	я все	1	3
60	перестает быть	1	3
61	своего другого	1	3
62	с точки	1	3
63	без остатка	1	3
64	никогда не	18	3
65	ничего не	2	3
66	х годов	1	3
67	сознания в	1	3
68	и его	5	3
69	личности в	2	3
70	не с	1	3
71	и с	3	3
72	быть может	2	3
73	в другом	1	3
74	всего лишь	1	3
75	другого в	2	3
76	но с	2	3
77	в пути	1	3
78	а в	2	3
79	так как	8	3
80	себе и	2	3
81	этом отношении	1	3
82	не знали	1	3
83	в разговоре	1	3
84	мыслится как	1	3
85	но это	8	3
86	в культуре	1	3
87	и для	7	3
88	и как	1	3
89	что он	7	3
90	отношению к	2	3
91	как на	1	3
92	же как	3	2
93	и за	2	2
94	той же	3	2
95	на себя	1	2
96	к своему	2	2
97	во имя	16	2
98	если в	1	2
99	есть по	2	2
100	и к	7	2
101	но в	10	2
102	то в	2	2
103	со своей	1	2
104	в целом	1	2
105	жизнь как	1	2
106	в нашем	7	2
107	жизнь есть	1	2
108	как он	3	2
109	к собственной	1	2
110	и сам	1	2
111	подобно тому	2	2
112	на этом	2	2
113	не бывает	3	2
114	в каждом	3	2
115	характерный для	1	2
116	в жизни	4	2
117	в них	3	2
118	нет в	4	2
119	все равно	3	2
120	с этой	1	2
121	с тем	1	2
122	а за	2	2
123	скажи мне	1	2
124	как бы	8	2
125	в такой	3	2
126	и без	1	2
127	с идеей	1	2
128	не к	2	2
129	по преимуществу	5	2
130	одном из	1	2
131	что было	3	2
132	из нас	1	2
133	на два	1	2
134	не по	1	2
135	в основе	2	2
136	лишь его	1	2
137	перед ним	4	2
138	бытия не	1	2
139	все еще	1	2
140	для того	5	2
141	для себя	1	2
142	не могу	6	2
143	в ее	1	2
144	ко всему	1	2
145	для этого	4	2
146	о том	3	2
147	и что	2	2
148	а также	1	2
149	путь к	1	2
150	а потому	1	2
151	и только	1	2
152	не надо	2	2
153	в русском	4	2
154	было бы	1	2
155	тот же	2	2
156	в какой	1	2
157	друг друга	12	2
158	потому что	12	2
159	уже не	4	2
160	уже в	2	2
161	с другим	3	2
162	был бы	1	2
163	не так	3	2
164	в конце	5	2
165	что и	4	2
166	у него	22	2
167	наконец в	1	2
168	себя и	3	2
169	что не	2	2
170	не было	11	2
171	до конца	4	2
172	в россии	3	2
173	него не	1	2
174	мира в	1	2
175	жизни а	2	2
176	и каждый	1	2
177	тому как	2	2
178	и нет	3	2
179	а к	1	2
180	личной ответственности	1	2
181	хотя бы	7	2
182	с ним	3	2
183	к свету	2	2
184	не знает	9	2
185	и судьба	1	2
186	в свое	1	2
187	сила и	1	2
188	он готов	1	2
189	к этой	1	2
190	в своих	3	2
191	все что	4	2
192	исходит от	1	1
193	отношения к	2	1
194	в собственной	2	1
195	это и	3	1
196	силу на	1	1
197	перед лицом	1	1
198	тайна в	1	1
199	от своей	2	1
200	прошлое и	1	1
201	должна быть	1	1
202	ему принадлежат	2	1
203	он знает	1	1
204	это совершенно	1	1
205	к женщине	1	1
206	на определенный	1	1
207	в царство	1	1
208	а для	2	1
209	перейти в	2	1
210	в будущем	1	1
211	личности с	1	1
212	начала в	3	1
213	революции в	2	1
214	не от	2	1
215	и этого	1	1
216	он был	9	1
217	он сам	6	1
218	своеволия с	1	1
219	в чем	3	1
220	пути но	1	1
221	он легко	2	1
222	самом деле	1	1
223	то он	2	1
224	принадлежит не	1	1
225	сознания не	1	1
226	в новом	1	1
227	органической связи	1	1
228	постановка проблемы	1	1
229	за пределы	1	1
230	которые не	1	1
231	к осуществлению	1	1
232	других произведениях	1	1
233	более чем	2	1
234	кому бы	1	1
235	как в	7	1
236	жалость к	1	1
237	путь в	1	1
238	есть в	3	1
239	когда он	1	1
240	я должен	1	1
241	и своего	2	1
242	в действительности	2	1
243	личности а	1	1
244	от этого	2	1
245	поэтому он	2	1
246	для которого	1	1
247	в самом	5	1
248	лежит на	1	1
249	строй жизни	1	1
250	что это	6	1
251	ни один	1	1
252	все эти	1	1
253	не оставляет	1	1
254	во многих	1	1
255	личности по	1	1
256	если есть	3	1
257	в плену	1	1
258	но он	11	1
259	и те	2	1
260	на то	1	1
261	потребности в	1	1
262	конце концов	1	1
263	земли а	1	1
264	ума но	1	1
265	над которым	1	1
266	и вот	5	1
267	на земле	8	1
268	свобода есть	1	1
269	что ни	1	1
270	эта аналогия	1	1
271	образа и	2	1
272	в вечности	1	1
273	что такой	1	1
274	им как	1	1
275	скажет я	1	1
276	со всеми	1	1
277	его не	2	1
278	в глубине	3	1
279	на протяжении	1	1
280	его личности	1	1
281	это не	5	1
282	он есть	1	1
283	всю свою	1	1
284	люди не	1	1
285	она и	1	1
286	всю жизнь	3	1
287	ведет к	13	1
288	русского народа	1	1
289	которую он	1	1
290	в этих	2	1
291	ему как	2	1
292	у тютчева	1	1
293	в своей	5	1
294	как сама	1	1
295	этого необходимо	3	1
296	он должен	1	1
297	место в	2	1
298	себе а	1	1
299	от его	2	1
300	и подобия	1	1
301	обнаруживается в	1	1
302	но эта	2	1
303	имя человека	1	1
304	вот уже	1	1
305	их в	1	1
306	свобода и	2	1
307	тому что	4	1
308	что есть	2	1
309	в отношении	5	1
310	но они	1	1
311	все мы	1	1
312	не имеет	4	1
313	того как	3	1
314	революции и	6	1
315	она исповедует	1	1
316	в дневнике	2	1
317	свободы и	4	1
318	своих и	2	1
319	есть путь	2	1
320	земли в	1	1
321	и всегда	3	1
322	с этих	1	1
323	по своей	3	1
324	одного духа	1	1
325	во всем	5	1
326	у кого	1	1
327	есть не	5	1
328	и теперь	1	1
329	со своим	2	1
330	связи с	2	1
331	в сознании	1	1
332	что на	1	1
333	а мы	1	1
334	есть у	1	1
335	которых он	1	1
336	не могут	1	1
337	искусства от	1	1
338	в любви	8	1
339	к тому	5	1
340	от своеволия	1	1
341	приходит к	2	1
342	можно и	1	1
343	но по	1	1
344	того чтобы	4	1
345	сама природа	1	1
346	этого пути	1	1
347	самим собою	2	1
348	над людьми	1	1
349	мысль о	2	1
350	культуры и	1	1
351	в пределах	1	1
352	приводит к	1	1
353	личного бытия	2	1
354	которого нет	1	1
355	уж если	1	1
356	в образе	3	1
357	можно было	2	1
358	на нее	1	1
359	человечества как	1	1
360	мог бы	1	1
361	во второй	1	1
362	не стоит	3	1
363	жизнь и	4	1
364	в словах	1	1
365	всякой иной	1	1
366	своего образа	2	1
367	находится в	1	1
368	и перед	3	1
369	вот почему	2	1
370	направленной на	2	1
371	на что	1	1
372	после того	2	1
373	любви к	7	1
374	нет у	3	1
375	переходит в	8	1
376	во втором	1	1
377	мире как	2	1
378	бы в	2	1
379	в жизнь	1	1
380	его собственная	2	1
381	землю и	2	1
382	борьбы за	1	1
383	убежден что	1	1
384	а после	1	1
385	за ней	1	1
386	меня самого	1	1
387	вопроса о	4	1
388	а напротив	1	1
389	же от	1	1
390	не все	1	1
391	мир в	1	1
392	него нет	5	1
393	себе в	2	1
394	личности и	2	1
395	бессмертие и	2	1
396	эту силу	1	1
397	в пространстве	1	1
398	в землю	1	1
399	не для	3	1
400	и продолжает	1	1
401	дело и	1	1
402	бытия и	1	1
403	точно в	1	1
404	теснее и	1	1
405	ее на	1	1
406	лишив его	1	1
407	он один	1	1
408	на деле	4	1
409	лишь для	1	1
410	отрекается от	3	1
411	нет и	1	1
412	в финале	1	1
413	или иной	2	1
414	как у	2	1
415	что человек	2	1
416	к которому	3	1
417	и прежде	1	1
418	свою духовную	1	1
419	а с	1	1
420	души и	2	1
421	например о	1	1
422	к более	1	1
423	чувствовал что	1	1
424	к человеку	12	1
425	свободы от	1	1
426	кто не	1	1
427	есть лишь	17	1
428	человек в	3	1
429	все время	2	1
430	своего я	1	1
431	он становится	1	1
432	первые два	1	1
433	не всегда	2	1
434	которой он	1	1
435	человеческого но	1	1
436	в творчестве	3	1
437	весть о	1	1
438	так же	6	1
439	и потому	7	1
440	требует от	1	1
441	решение вопроса	1	1
442	своей души	1	1
443	что же	2	1
444	бунт против	3	1
445	в тот	1	1
446	в развитии	1	1
447	и менее	1	1
448	в своем	8	1
449	культурных традиций	1	1
450	его в	3	1
451	и от	3	1
452	друга а	1	1
453	в пространство	1	1
454	что выше	1	1
455	не мог	3	1
456	за его	1	1
457	человек сам	1	1
458	и другим	1	1
459	на самом	1	1
460	в пределе	2	1
461	в христианстве	1	1
462	он по	1	1
463	он чувствовал	1	1
464	мира и	1	1
465	ее и	2	1
466	и все	5	1
467	как теперь	1	1
468	он же	3	1
469	той или	1	1
470	еще более	2	1
471	ни к	1	1
472	бы за	2	1
473	чувствовал себя	1	1
474	поэтому у	1	1
475	себя он	1	1
476	какого он	1	1
477	отношении к	3	1
478	ты не	1	1
479	свою судьбу	1	1
480	нет ничего	3	1
481	от своего	1	1
482	отрывается от	1	1
483	только и	4	1
484	от всех	1	1
485	революции это	2	1
486	в свою	4	1
487	социализма и	3	1
488	по которой	1	1
489	культуры в	1	1
490	из этого	1	1
491	сам в	1	1
492	оказался не	1	1
493	есть и	3	1
494	нашей родины	1	1
495	устремлена к	1	1
496	ее в	2	1
497	есть свобода	1	1
498	и эта	2	1
499	к этому	1	1
500	они не	4	1
