N	2gram	Bakhtin_Fr_1	Myshleni
1	речи и	2	30
2	в этом	15	29
3	точки зрения	7	28
4	и в	65	26
5	не только	10	24
6	то что	3	24
7	с точки	3	21
8	и речи	1	19
9	того чтобы	1	19
10	для того	1	18
11	в том	16	18
12	и не	22	18
13	том что	6	17
14	потому что	5	16
15	как и	5	15
16	как мы	6	14
17	того что	2	14
18	так как	6	14
19	и его	10	12
20	что в	3	12
21	мысли и	4	11
22	в которой	1	11
23	но и	10	11
24	не может	3	11
25	в развитии	1	10
26	слова и	1	10
27	по своей	3	10
28	в сущности	16	9
29	в самом	4	9
30	в себе	3	9
31	мысли в	1	9
32	мышления и	1	9
33	тем что	1	9
34	что мы	2	9
35	по своему	8	9
36	то же	1	8
37	что он	3	8
38	только в	7	8
39	сказать что	6	8
40	тем самым	1	8
41	мы не	1	7
42	и к	4	7
43	представление о	1	7
44	этой речи	1	7
45	к тому	2	7
46	может быть	6	7
47	прежде всего	11	7
48	самом деле	3	6
49	во всех	9	6
50	по отношению	1	6
51	все же	6	6
52	все эти	10	6
53	было бы	1	6
54	в ее	3	6
55	мыслью и	1	6
56	в какой	1	6
57	именно в	1	6
58	а не	1	6
59	как бы	22	6
60	речи как	1	6
61	как на	1	6
62	все что	1	6
63	из всех	2	5
64	оба эти	1	5
65	в целом	2	5
66	и с	3	5
67	и значение	1	5
68	нашего исследования	1	5
69	она не	1	5
70	что с	1	5
71	в процессе	2	5
72	в устной	1	5
73	во второй	2	5
74	в виду	3	5
75	можно сказать	2	5
76	и следовательно	1	5
77	с одной	2	5
78	в начале	1	5
79	одно из	6	5
80	и их	3	5
81	одной стороны	2	5
82	до конца	2	5
83	как это	1	5
84	отношению к	1	5
85	и для	2	5
86	бы в	1	5
87	на пороге	1	4
88	еще не	6	4
89	с другой	3	4
90	в нашем	1	4
91	это и	1	4
92	как в	5	4
93	но в	14	4
94	на то	1	4
95	и во	3	4
96	не в	4	4
97	в той	5	4
98	не менее	1	4
99	никогда не	6	4
100	своей природе	1	4
101	связи с	4	4
102	в области	7	4
103	не могут	3	4
104	имеет место	1	4
105	речи мы	1	4
106	приводит к	2	4
107	о том	2	4
108	которые мы	1	4
109	в его	9	4
110	и только	1	4
111	в свете	2	4
112	одной из	1	4
113	то и	1	4
114	не совпадают	1	4
115	в конце	1	4
116	друг друга	3	4
117	о чем	1	4
118	и от	2	4
119	и наконец	2	4
120	связана с	5	3
121	на самом	6	3
122	как простая	1	3
123	между двумя	1	3
124	собственном смысле	1	3
125	мы уже	12	3
126	совпадает с	1	3
127	в ней	6	3
128	в чем	2	3
129	но не	2	3
130	нет и	2	3
131	в этой	4	3
132	как к	1	3
133	самом начале	1	3
134	имеет в	1	3
135	в этот	1	3
136	из этих	2	3
137	он не	2	3
138	отношений между	1	3
139	и по	2	3
140	так и	10	3
141	об этом	1	3
142	и во-вторых	1	3
143	это положение	1	3
144	развития в	1	3
145	такой же	1	3
146	для него	5	3
147	в своей	5	3
148	мы в	1	3
149	в основном	2	3
150	по себе	1	3
151	на котором	3	3
152	в основе	8	3
153	только и	1	3
154	в самой	3	3
155	во всем	2	3
156	этом отношении	3	3
157	только по	1	3
158	отличается от	1	3
159	значения и	1	3
160	в собственном	1	3
161	последнее время	1	3
162	с собой	1	3
163	с ним	3	3
164	нашей работы	6	3
165	что и	1	3
166	это не	3	3
167	к нему	3	3
