N	3gram	Tiupa_Lite_3	Problemy
1	к себе самому	2	14
2	то же время	7	12
3	в то же	7	12
4	на самом деле	1	10
5	в отношении к	1	7
6	и т п	1	6
7	не может быть	3	6
8	по отношению к	4	5
9	с точки зрения	3	4
10	бы то ни	2	4
11	то ни было	2	4
12	отношение к себе	1	3
13	в самом деле	2	3
14	что у меня	1	3
15	и в самом	2	3
16	с другой стороны	2	3
17	то что я	2	2
18	в той или	1	2
19	и к тому	1	2
20	а прежде всего	1	2
21	и наконец в	1	2
22	подобно тому как	2	2
23	хотя бы и	1	2
24	вместе с тем	1	2
25	сама по себе	1	2
26	в отличие от	5	2
27	он и не	1	2
28	как бы уже	1	2
29	тем что он	2	2
30	что он в	1	2
31	о том что	4	2
32	никогда не бывает	1	2
33	с ними а	1	2
34	той или иной	2	2
35	тем не менее	1	2
36	к тому же	5	2
37	так и не	1	1
38	одних и тех	1	1
39	что он все	1	1
40	хотя и не	1	1
41	и другого в	2	1
42	он сам не	1	1
43	и в целом	1	1
44	какого бы то	2	1
45	может и не	1	1
46	потому что не	2	1
47	оно должно быть	1	1
48	в этом отношении	5	1
49	то что в	1	1
50	в другом и	1	1
51	и тех же	1	1
52	почти никогда не	1	1
53	и то что	1	1
54	к тому что	1	1
55	в значительной степени	1	1
56	себе самому как	1	1
57	в данном случае	4	1
58	найти себя и	1	1
59	но при этом	1	1
60	в себе как	1	1
61	как будто бы	1	1
62	все выше и	1	1
63	и цельный образ	1	1
64	не только для	1	1
65	я и другого	1	1
66	но и с	1	1
67	но и не	2	1
68	и в том	1	1
69	себя самого в	1	1
70	на вопрос что	1	1
71	как бы не	1	1
72	может быть не	1	1
73	вообще не знает	1	1
74	и при всей	1	1
75	и вместе с	2	1
76	в свою очередь	1	1
77	но и для	1	1
78	не только не	1	1
79	на то что	2	1
80	в каждом своем	1	1
81	вопрос о том	1	1
82	как бы в	1	1
83	самим собой не	1	1
84	это как бы	1	1
85	для того чтобы	1	1
86	в том что	4	1
87	возвращает нас к	1	1
88	обратим внимание на	2	1
89	в глубине души	1	1
90	здесь мы уже	1	1
91	и только в	1	1
