N	3gram	Propp_Isto_5	Myslijsy
1	по отношению к	2	13
2	в том что	2	13
3	не может быть	3	9
4	только в том	1	6
5	тем не менее	4	6
6	с другой стороны	8	5
7	потому что в	1	4
8	смысле в каком	1	4
9	но и в	2	4
10	не в том	1	4
11	в свою очередь	1	4
12	само по себе	1	4
13	в том смысле	1	4
14	только тогда когда	1	4
15	и т д	18	4
16	мере того как	1	3
17	подобно тому как	1	3
18	по мере того	1	3
19	с точки зрения	1	3
20	с тем что	1	3
21	том смысле в	1	3
22	с одной стороны	7	3
23	то же время	1	3
24	но тем не	1	3
25	с самого начала	1	3
26	что и в	2	3
27	не только в	2	3
28	в то же	1	3
29	мы увидим что	1	3
30	так как в	2	2
31	что не только	1	2
32	мысль что и	1	2
33	но и для	1	2
34	и потому что	1	2
35	не только для	1	2
36	для того чтобы	3	2
37	вопрос о происхождении	1	2
38	как и в	2	2
39	же может быть	1	1
40	на том что	2	1
41	том что при	2	1
42	развивается в истории	1	1
43	а не в	1	1
44	но так как	2	1
45	это было бы	1	1
46	но то что	1	1
47	на самом деле	1	1
48	в его состав	1	1
49	и в более	1	1
50	одной стороны и	1	1
51	случаев в которых	1	1
52	и не только	1	1
53	вместе с другими	1	1
54	сам по себе	1	1
55	переходят друг в	1	1
56	из того что	1	1
57	до сих пор	2	1
58	себя в его	1	1
59	но это не	2	1
60	только тем что	1	1
61	с этой точки	1	1
62	в ней не	1	1
63	так же как	3	1
64	может быть не	1	1
65	если бы мы	2	1
66	покажет нам что	1	1
67	то это было	1	1
68	выше мы видели	1	1
69	доказывается тем что	1	1
70	когда уже не	1	1
71	таким же путем	1	1
72	на задний план	1	1
73	в связи с	4	1
74	указывает на то	1	1
75	и потому не	1	1
76	еще и потому	1	1
77	во всяком случае	1	1
78	в одно целое	1	1
79	т д то	1	1
80	бы думать что	1	1
81	со стороны их	1	1
82	мы видели что	2	1
83	по себе не	1	1
84	и в таком	1	1
85	и таким образом	2	1
86	д и т	1	1
87	таким образом мы	2	1
88	в то время	1	1
89	друг в друга	1	1
90	это значит что	2	1
91	в одно время	1	1
92	после того как	3	1
93	и тем самым	1	1
94	о том что	4	1
95	этой точки зрения	1	1
96	вопрос о том	1	1
97	и не могло	1	1
98	можно бы думать	1	1
99	но все же	4	1
100	не теряет своей	1	1
101	на то что	2	1
102	таким образом в	1	1
103	точно так же	1	1
104	как мы видели	1	1
