N	2gram	Losev_Vlad_3	formyVre
1	и в	40	46
2	в этом	16	22
3	прежде всего	10	14
4	вовсе не	13	13
5	и его	10	12
6	во всех	1	11
7	не только	25	11
8	только в	13	11
9	как бы	3	10
10	то есть	24	10
11	во время	1	10
12	точки зрения	13	10
13	в том	18	10
14	но в	4	10
15	мы уже	5	9
16	не в	3	9
17	у него	24	9
18	но и	18	9
19	вместе с	7	9
20	и не	25	9
21	и для	3	9
22	мира и	1	9
23	то же	4	8
24	как и	7	8
25	с точки	6	8
26	для того	2	8
27	того чтобы	3	8
28	потому что	11	8
29	связи с	2	8
30	в его	14	8
31	из них	2	8
32	в связи	3	8
33	в основном	4	8
34	жизни и	1	8
35	и на	6	7
36	так сказать	1	7
37	так и	6	7
38	в них	1	7
39	может быть	8	7
40	в одном	5	7
41	то что	28	7
42	как мы	8	6
43	еще не	4	6
44	все же	4	6
45	и наконец	2	6
46	при этом	3	6
47	и с	9	6
48	его в	2	6
49	в основе	1	6
50	никогда не	11	6
51	те же	1	6
52	и во	1	6
53	так как	7	6
54	здесь в	4	6
55	все это	1	6
56	и все	4	6
57	но не	4	5
58	с этим	2	5
59	в своем	8	5
60	все эти	5	5
61	он не	8	5
62	в нем	3	5
63	должно быть	5	5
64	в то	7	5
65	в дальнейшем	4	5
66	и у	3	5
67	и др	1	5
68	в частности	1	5
69	по существу	4	5
70	в смысле	6	5
71	что в	17	5
72	отношения к	5	4
73	также и	17	4
74	человека и	3	4
75	в мире	2	4
76	и он	1	4
77	что они	1	4
78	в истории	5	4
79	как в	1	4
80	уже в	3	4
81	из этих	3	4
82	в себе	9	4
83	их в	1	4
84	том что	18	4
85	в котором	4	4
86	место в	1	4
87	том же	1	4
88	же время	2	4
89	о том	11	4
90	вопросу о	1	4
91	так что	14	4
92	конечно не	1	4
93	и их	1	4
94	а не	8	4
95	человеческой жизни	1	4
96	отнюдь не	5	4
97	с этой	2	4
98	еще более	1	4
99	же в	3	4
100	есть и	4	4
101	почти все	1	3
102	в виду	3	3
103	того же	2	3
104	слова и	1	3
105	а следовательно	1	3
106	мы будем	2	3
107	точка зрения	1	3
108	нет и	1	3
109	хотя и	7	3
110	и как	7	3
111	в этот	2	3
112	уже не	9	3
113	та же	1	3
114	эпохи возрождения	1	3
115	и по	2	3
116	таким образом	11	3
117	на первый	2	3
118	в их	2	3
119	в которых	1	3
120	самое время	1	3
121	как можно	2	3
122	следовательно и	1	3
123	кроме того	6	3
124	же самое	3	3
125	к тому	7	3
126	себя и	1	3
127	роль в	2	3
128	том как	1	3
129	жизнь и	3	3
130	в другом	2	3
131	а также	8	3
132	что и	7	3
133	того что	7	3
134	что он	5	3
135	все они	2	3
136	в качестве	3	3
137	для него	8	3
138	тем что	5	3
139	что на	2	3
140	и даже	6	3
141	и прежде	1	3
142	не было	5	3
143	не на	2	3
144	о чем	1	3
145	это значит	6	3
146	в это	2	3
147	не является	2	3
148	в этих	2	3
149	ее в	3	3
150	а в	7	3
151	и идеи	1	3
152	всего в	1	3
153	но эти	1	3
154	и другие	1	3
155	к этому	2	3
156	том числе	1	3
157	смысле слова	6	2
158	и есть	1	2
159	и так	2	2
160	из самых	1	2
161	мы имеем	3	2
162	развития человечества	1	2
163	и стиль	1	2
164	в сущности	2	2
165	всего существующего	3	2
166	они были	1	2
167	он был	2	2
168	первый план	2	2
169	не был	8	2
170	совсем не	5	2
171	если в	1	2
172	всю эту	2	2
173	то в	6	2
174	и к	2	2
175	от этого	2	2
176	в этой	8	2
177	с одной	3	2
178	как он	1	2
179	человек не	1	2
180	после этого	1	2
