N	4gram	Losev_Dial_2	KulturaY
1	по мере того как	1	3
2	в том что он	1	3
3	т д и т	2	2
4	д и т д	2	2
5	и т д и	2	2
6	заключается в том что	1	2
7	в то же время	3	2
8	в одно и то	1	1
9	по крайней мере в	2	1
10	одно и то же	4	1
11	потому что он есть	1	1
12	не потому что она	3	1
13	точно так же как	1	1
14	и в то же	1	1
15	не что иное как	3	1
16	и т д все	1	1
17	уже само по себе	1	1
18	и вместе с тем	1	1
19	не в том что	1	1
20	в том что она	1	1
21	и т д не	2	1
22	в том смысле что	3	1
23	и с точки зрения	1	1
24	но дело не в	1	1
25	до сих пор я	1	1
26	т д все это	1	1
27	вовсе не в том	1	1
