N	2gram	Bakhtin_fo_2	Myslijsy
1	то есть	10	34
2	потому что	8	33
3	то что	7	29
4	может быть	7	26
5	таким образом	3	24
6	в этом	22	23
7	в том	10	23
8	и в	46	23
9	и проч	1	18
10	и не	9	18
11	что в	5	17
12	при этом	6	15
13	только в	11	15
14	то же	8	14
15	в себе	4	14
16	как и	8	14
17	того что	3	14
18	так как	6	14
19	если бы	1	13
20	не было	3	12
21	а не	4	12
22	том что	4	12
23	не в	9	11
24	по себе	2	11
25	но и	9	11
26	не может	2	11
27	не только	11	10
28	мы можем	1	10
29	тем что	3	10
30	и потому	2	10
31	между тем	1	9
32	мы не	1	8
33	в своем	5	8
34	но в	10	8
35	было бы	2	8
36	стало быть	1	8
37	о том	4	8
38	сказать что	1	8
39	и т	14	7
40	как в	4	7
41	с этим	5	7
42	в нем	5	7
43	когда я	1	7
44	это не	2	7
45	и что	1	7
46	что и	3	7
47	вовсе не	13	7
48	с тем	2	7
49	могут быть	2	7
50	этого слова	1	7
51	что если	1	6
52	и к	2	6
53	в которой	1	6
54	когда мы	1	6
55	так и	7	6
56	тех пор	1	6
57	что не	1	6
58	для того	8	6
59	в ряду	4	6
60	вместе с	9	6
61	и то	1	5
62	есть нечто	1	5
63	говорить о	2	5
64	хотя и	3	5
65	бы и	1	5
66	как бы	10	5
67	так сказать	7	5
68	должно быть	5	5
69	с ним	4	5
70	не имеет	1	5
71	внимание на	1	5
72	находится в	2	5
73	так что	4	5
74	есть в	1	5
75	не можем	1	5
76	уже в	4	5
77	в его	8	5
78	для него	3	5
79	слова и	3	5
80	этом случае	2	5
81	все это	6	5
82	тем более	3	5
83	а в	3	5
84	во всяком	2	5
85	есть не	1	4
86	и о	2	4
87	в истории	4	4
88	что как	1	4
89	для человека	1	4
90	что все	2	4
91	и с	6	4
92	его в	6	4
93	и тем	1	4
94	мы имеем	2	4
95	точки зрения	10	4
96	в котором	4	4
97	сих пор	2	4
98	т п	11	4
99	видно что	1	4
100	и более	2	4
101	в то	5	4
102	на котором	2	4
103	того чтобы	8	4
104	же самое	3	4
105	если же	1	4
106	и та	2	4
107	можно сказать	2	4
108	что он	3	4
109	то и	1	4
110	в одном	7	4
111	до сих	2	4
112	так же	2	4
113	в данном	2	4
114	в той	2	4
115	да и	1	4
116	и все	6	4
117	между ними	2	4
118	по поводу	1	4
119	в таком	1	4
120	например в	1	3
121	человека и	4	3
122	самом деле	1	3
123	на самом	1	3
124	и есть	2	3
125	и до	2	3
126	мы уже	9	3
127	еще не	6	3
128	и на	7	3
129	там где	2	3
130	для создания	1	3
131	в самом	1	3
132	формы в	1	3
133	все эти	5	3
134	бы не	1	3
135	так в	1	3
136	и тот	1	3
137	на его	1	3
138	т д	3	3
139	и по	3	3
140	ни был	1	3
141	в каждом	1	3
142	лишь в	2	3
143	в них	7	3
144	все равно	1	3
145	с точки	8	3
146	но это	2	3
147	в которых	3	3
