N	2gram	Voloshinov_1	FransuaR
1	и в	38	41
2	то есть	4	24
3	и т.п	21	19
4	мы уже	10	18
5	во всех	6	17
6	таким образом	7	17
7	в нем	4	16
8	и с	5	16
9	тела и	1	15
10	и его	7	13
11	но и	13	13
12	в этом	10	12
13	как мы	9	12
14	все эти	2	11
15	уже говорили	1	11
16	все это	4	11
17	в самом	4	10
18	не только	27	10
19	так как	7	10
20	прежде всего	21	10
21	то что	8	10
22	и на	6	9
23	кроме того	2	9
24	о том	4	9
25	здесь в	1	9
26	и все	4	9
27	в сущности	1	8
28	но в	5	8
29	в этой	6	8
30	никогда не	7	8
31	и до	1	7
32	как и	10	7
33	том что	3	7
34	в его	6	7
35	вовсе не	2	7
36	у него	1	7
37	в особенности	1	7
38	связаны с	4	7
39	как бы	28	7
40	что в	1	7
41	также и	2	6
42	например в	1	6
43	в то	9	6
44	один из	4	6
45	мы видим	3	6
46	с помощью	6	6
47	вместе с	5	6
48	или в	2	6
49	сказать что	3	6
50	что он	2	6
51	и он	2	5
52	с его	7	5
53	в ее	3	5
54	в своем	1	5
55	что это	4	5
56	в себе	9	5
57	то же	14	5
58	той же	5	5
59	еще в	1	5
60	тем что	2	5
61	все то	2	5
62	так и	6	5
63	и что	1	5
64	же время	7	5
65	в литературе	1	5
66	из них	3	5
67	в одном	3	5
68	большинстве случаев	1	5
69	там где	1	5
70	так же	4	5
71	в той	5	5
72	одним из	1	4
73	того же	1	4
74	самом деле	4	4
75	в ней	8	4
76	как в	2	4
77	и как	9	4
78	и наконец	5	4
79	та же	3	4
80	а затем	1	4
81	в другом	1	4
82	не в	6	4
83	но они	1	4
84	в основе	2	4
85	того чтобы	7	4
86	все же	7	4
87	у нас	4	4
88	роль в	3	4
89	и вообще	2	4
90	с ним	2	4
91	другом месте	1	4
92	все время	5	4
93	тот же	2	4
94	всех его	2	4
95	уже в	5	4
96	в большинстве	1	4
97	в результате	1	4
98	в котором	3	4
99	и даже	3	4
100	с другой	1	4
101	именно в	1	4
102	и от	7	4
103	о котором	1	4
104	а в	5	4
105	не может	12	4
106	все что	1	4
107	не остается	1	3
108	они были	1	3
109	т.п но	2	3
110	в чем	1	3
111	мы будем	6	3
112	в голове	1	3
113	в одной	1	3
114	с этим	2	3
115	перед нами	3	3
116	при этом	9	3
117	и сам	2	3
118	характер в	1	3
119	связанных с	3	3
120	на все	1	3
121	с другими	2	3
122	было бы	7	3
123	весь мир	1	3
124	на первый	1	3
125	и их	5	3
126	нас не	2	3
127	своего героя	2	3
128	также что	1	3
129	потому что	5	3
130	этом отношении	2	3
131	говорили что	1	3
132	котором мы	1	3
133	те же	4	3
134	никак не	1	3
135	до сих	1	3
136	к нему	2	3
137	в него	1	3
138	того что	4	3
139	одной из	2	3
140	мы увидим	5	3
141	только в	6	3
142	конечно не	3	3
143	в начале	3	3
144	есть в	1	3
145	до того	3	3
146	связано с	2	3
147	но оно	1	3
148	с миром	1	3
149	в первой	2	3
150	и не	14	3
151	с этой	1	3
152	сих пор	2	3
153	но это	2	3
154	не мог	3	3
155	и для	3	3
156	на языке	1	3
157	здесь только	1	3
158	между ними	3	3
159	жизни и	3	3
160	если б	4	2
161	и то	3	2
162	это и	1	2
163	с точки	5	2
164	ведь и	2	2
165	том какое	1	2
166	мы не	9	2
167	с более	1	2
168	не будем	1	2
169	говорить о	1	2
170	но уже	1	2
171	и официальной	1	2
172	природы и	2	2
173	но не	2	2
174	то он	3	2
175	в новом	1	2
176	за пределы	1	2
177	в истории	1	2
178	точки зрения	10	2
179	что именно	3	2
180	дает нам	1	2
181	и различные	1	2
182	хотя и	3	2
183	в земной	1	2
184	где все	1	2
185	он в	1	2
186	отчасти и	1	2
187	и те	1	2
188	как он	1	2
189	так сказать	4	2
190	на его	5	2
191	он не	2	2
192	всех этих	1	2
193	на этом	1	2
194	будем говорить	3	2
195	лишь в	4	2
196	он является	1	2
197	и само	3	2
198	мы видели	5	2
199	в развитии	1	2
200	наконец с	1	2
201	одного и	1	2
202	был бы	1	2
203	из этих	1	2
204	но если	1	2
205	в своей	2	2
206	но эта	2	2
207	их в	3	2
208	для этого	1	2
209	в таких	1	2
210	тогда когда	1	2
211	только его	1	2
212	находятся в	1	2
213	так что	1	2
214	связи с	3	2
215	это уже	1	2
216	превращается в	1	2
217	т.п и	2	2
218	не могут	1	2
219	в области	5	2
220	о происхождении	2	2
221	в эти	1	2
222	этом отрывке	1	2
223	должен быть	2	2
224	характер и	1	2
225	в дальнейшем	2	2
226	и когда	2	2
227	конечно в	1	2
228	времени и	2	2
229	в романе	1	2
230	возможно что	1	2
231	в значительной	2	2
232	между тем	3	2
233	и во	1	2
234	там и	1	2
235	сильнее и	1	2
236	тем более	1	2
237	где они	1	2
238	человека с	2	2
239	себя в	4	2
240	всего мы	1	2
241	понятно что	1	2
242	да еще	2	2
243	себе в	2	2
244	в конце	6	2
245	каждый из	2	2
246	может быть	13	2
247	как раз	1	2
248	в форме	6	2
249	человека и	1	2
250	а на	2	2
251	это прежде	1	2
252	что человек	1	2
253	и самая	1	2
254	если мы	4	2
255	которых мы	1	2
256	а не	6	2
257	громадную роль	1	2
258	в организации	1	2
259	в частности	3	2
260	и потому	2	2
261	как это	5	2
262	в предыдущей	2	2
263	не был	1	2
