N	2gram	Bakhtin_sl_1	KulturaY
1	и т	28	39
2	потому что	2	25
3	т п	23	24
4	и в	41	23
5	не только	16	20
6	в том	3	19
7	в этом	12	18
8	и не	16	16
9	было бы	3	15
10	так как	3	15
11	может быть	14	15
12	т д	5	14
13	точки зрения	16	14
14	все эти	9	12
15	если бы	1	12
16	у нас	2	12
17	в самом	5	12
18	но в	8	11
19	том что	2	11
20	того чтобы	1	11
21	в языке	5	10
22	а не	15	10
23	в сущности	13	9
24	хотя бы	3	9
25	можно было	2	9
26	вовсе не	7	9
27	для того	2	9
28	не может	14	9
29	с точки	8	8
30	не в	7	8
31	языка и	12	8
32	и что	1	8
33	в качестве	3	8
34	уже не	2	8
35	прежде всего	8	8
36	с другой	5	8
37	все же	7	7
38	и с	4	7
39	не менее	1	7
40	но и	16	7
41	с помощью	1	7
42	другой стороны	4	7
43	то же	14	6
44	и на	14	6
45	но не	2	6
46	в этой	1	6
47	да и	1	6
48	это не	6	6
49	тем не	1	6
50	по крайней	1	6
51	речи в	4	6
52	ту же	4	6
53	между тем	2	6
54	крайней мере	1	6
55	слова в	8	6
56	что не	1	6
57	что мы	1	6
58	и то	2	5
59	также и	3	5
60	мы имеем	1	5
61	зависимости от	3	5
62	еще не	4	5
63	целый ряд	1	5
64	по существу	3	5
65	что все	2	5
66	лишь в	4	5
67	и тем	2	5
68	несмотря на	1	5
69	и здесь	3	5
70	не могут	3	5
71	приводит к	1	5
72	в его	13	5
73	один из	4	5
74	тот же	1	5
75	только в	6	5
76	должен быть	1	5
77	речь в	2	5
78	всяком случае	5	5
79	там где	4	5
80	вместе с	1	5
81	этого слова	1	5
82	слова и	13	5
83	все это	5	5
84	таким образом	9	5
85	речи и	1	5
86	во всяком	7	5
87	в зависимости	3	4
88	в данном	3	4
89	со стороны	1	4
90	перед нами	4	4
91	хотя и	2	4
92	бы и	3	4
93	если мы	2	4
94	на то	1	4
95	широком смысле	2	4
96	в нем	30	4
97	в узком	10	4
98	так и	11	4
99	должно быть	2	4
100	в то	14	4
101	на себе	1	4
102	но только	1	4
103	ничего не	4	4
104	к тому	3	4
105	и о	2	4
106	в пределах	14	4
107	от того	1	4
108	или в	8	4
109	могут быть	19	4
110	можно сказать	2	4
111	для нас	2	4
112	ни в	1	4
113	в них	6	4
114	в особенности	8	4
115	в каком	1	4
116	не было	3	4
117	как бы	12	4
118	в результате	3	4
119	сказать что	2	4
120	к этому	2	4
121	так же	2	4
122	того же	6	3
123	в первый	1	3
124	меньшей степени	4	3
125	а только	1	3
126	не все	1	3
127	или иное	1	3
128	как в	8	3
129	данный момент	4	3
130	с этим	3	3
131	то или	1	3
132	так в	2	3
133	выражение в	3	3
134	то и	1	3
135	он не	3	3
136	всех этих	4	3
137	ни были	3	3
138	и по	2	3
139	на этом	2	3
140	что она	1	3
141	о которых	1	3
142	этого не	1	3
143	чем в	1	3
144	нисколько не	2	3
145	смысл и	1	3
146	в процессе	4	3
147	слова не	1	3
148	слова как	6	3
149	же время	12	3
150	п в	1	3
151	и его	14	3
152	связи с	2	3
153	языка в	16	3
154	отличается от	1	3
155	всего в	1	3
156	как мы	8	3
157	в виду	1	3
158	в ней	4	3
159	здесь не	2	3
160	а в	6	3
161	те же	2	3
162	на это	1	3
163	для этого	1	3
164	сводится к	1	3
165	а также	2	3
166	аналогии с	1	3
167	можно встретить	1	3
168	что и	1	3
169	в форме	1	3
170	в лучшем	2	3
171	того что	3	3
172	большей или	4	3
173	есть в	1	3
174	же в	1	3
175	до конца	12	3
176	языка но	4	3
177	у него	3	3
178	как раз	2	3
179	или иначе	1	3
180	именно в	3	3
181	или меньшей	4	3
182	а главное	1	3
183	различие между	1	3
184	на фоне	7	3
185	лучшем случае	2	3
186	живет и	1	3
187	в большей	3	3
188	зрения в	1	3
189	этом отношении	1	3
190	но это	1	3
191	не знает	1	3
192	со специфическими	1	3
193	совершенно не	2	3
194	и это	1	3
195	литературный язык	8	2
196	смысле слова	2	2
197	в обычном	1	2
198	же как	2	2
199	чтобы не	1	2
200	и потому	4	2
201	на самом	2	2
202	тех же	1	2
203	и есть	1	2
204	характерное для	1	2
205	по преимуществу	4	2
206	и до	1	2
207	почти всегда	3	2
208	той же	2	2
209	что между	1	2
210	но даже	1	2
211	конечно и	2	2
212	как впрочем	1	2
213	так или	1	2
214	в широком	2	2
215	а следовательно	1	2
216	к слову	1	2
217	отличие от	1	2
218	не просто	1	2
219	что они	2	2
220	речи но	2	2
221	в своем	3	2
222	и где	1	2
223	языке не	1	2
224	могли бы	1	2
225	его к	1	2
226	от этого	2	2
227	и у	2	2
228	речи на	1	2
229	быть только	2	2
230	и если	1	2
231	при этом	6	2
232	не как	4	2
233	свое время	1	2
234	могла бы	1	2
235	связанные с	3	2
236	в другом	2	2
237	на ту	2	2
238	на все	2	2
239	того или	2	2
240	заключается в	1	2
241	данном случае	3	2
242	но уже	1	2
243	рядом с	4	2
244	как и	4	2
245	мы видели	1	2
246	в своей	7	2
247	таким же	1	2
248	в их	4	2
249	в отличие	1	2
250	в которых	1	2
251	установка на	6	2
252	для данного	1	2
253	и более	1	2
254	не должно	3	2
255	в устах	1	2
256	в атмосфере	2	2
257	в отношении	6	2
258	она не	3	2
259	дело не	2	2
260	в каждый	5	2
261	но что	1	2
262	взглянуть на	1	2
263	образом в	3	2
264	но здесь	3	2
265	следовательно и	3	2
266	в самой	1	2
267	за ними	1	2
268	очень часто	1	2
269	и свое	1	2
270	оно не	6	2
271	свою очередь	2	2
272	характер и	1	2
273	роль в	2	2
274	на том	2	2
275	что для	1	2
276	в плоскости	1	2
277	это только	1	2
278	и вообще	2	2
279	все дело	1	2
280	язык и	10	2
281	одного из	2	2
282	как у	1	2
283	к нему	5	2
284	нуждается в	1	2
285	язык в	4	2
286	слов и	2	2
287	где не	1	2
288	с ними	3	2
289	или же	1	2
290	с одной	4	2
291	же и	2	2
292	конечно не	3	2
293	языка как	4	2
294	большинстве случаев	6	2
295	был бы	2	2
296	никогда не	3	2
297	и даже	6	2
298	выходит за	3	2
299	смысла и	3	2
300	а на	2	2
301	на этот	1	2
302	которых мы	1	2
303	не на	5	2
304	однако и	1	2
305	языка не	1	2
306	и следовательно	7	2
307	он и	1	2
308	но оно	3	2
309	в частности	2	2
310	на который	1	2
311	в иных	1	2
312	самого языка	2	2
313	п и	1	2
314	в той	10	2
315	быть не	1	2
316	каждый данный	5	2
317	с этой	3	2
318	этом случае	2	2
319	между прочим	1	2
320	и для	4	2
321	строится на	1	2
322	и от	4	2
323	узком смысле	10	2
324	о котором	1	2
325	и все	4	2
326	язык не	2	2
327	все они	7	2
328	в свою	3	2
329	только как	1	2
330	или иного	2	2
331	в свое	3	2
332	языке с	1	2
333	этой точки	1	2
334	отношении они	1	1
335	слово само	1	1
336	и без	1	1
337	совершенно новый	1	1
338	он может	2	1
339	как такового	3	1
340	богатой и	1	1
341	в котором	2	1
342	противном случае	1	1
343	ведь и	1	1
344	которыми он	1	1
345	а как	2	1
346	есть не	1	1
347	мы не	2	1
348	свой стилистический	3	1
349	не сомневается	1	1
350	своем языке	3	1
351	на правах	2	1
352	язык все	1	1
353	время как	2	1
354	как во	1	1
355	почти исключительно	1	1
356	в лингвистику	1	1
357	мы и	2	1
358	языковом сознании	1	1
359	и он	1	1
360	следовательно в	3	1
361	в прямой	2	1
362	языку как	4	1
363	он был	1	1
364	бы сами	1	1
365	столь же	2	1
366	время в	1	1
367	бы то	1	1
368	с его	4	1
369	в ироническом	1	1
370	определяется его	1	1
371	язык от	1	1
372	но как	1	1
373	учителя и	1	1
374	есть своя	1	1
375	свою жизнь	1	1
376	и чужой	1	1
377	в общем	1	1
378	автора но	1	1
379	слова на	1	1
380	слову в	2	1
381	нет и	1	1
382	эти внешние	1	1
383	так что	2	1
384	из уст	1	1
385	как к	2	1
386	что как	1	1
387	в нужном	1	1
388	словом в	4	1
389	два дня	1	1
390	в противном	1	1
391	кроме того	4	1
392	живое слово	1	1
393	языка к	1	1
394	слова между	1	1
395	на анализе	1	1
396	что по	1	1
397	и к	5	1
398	стиля и	7	1
399	языка так	3	1
400	то в	2	1
401	не исчерпывается	2	1
402	в себя	1	1
403	себе как	1	1
404	в которой	4	1
405	к необходимости	1	1
406	в целом	2	1
407	исключительно на	1	1
408	же слово	3	1
409	из этих	3	1
410	сущности и	1	1
411	в известном	2	1
412	нами в	2	1
413	примеры из	1	1
414	в себе	3	1
415	но он	2	1
416	другом случае	2	1
417	эпохи и	2	1
418	об искусственном	1	1
419	не могла	2	1
420	письменный язык	1	1
421	случае перед	1	1
422	как оно	3	1
423	слово в	10	1
424	от которого	1	1
425	что же?	1	1
426	данного слова	1	1
427	не значит	1	1
428	он должен	1	1
429	к одному	1	1
430	ведь не	1	1
431	он пользуется	3	1
432	свою энергию	1	1
433	слова которое	1	1
434	лишь до	1	1
435	вообще не	3	1
436	в английском	2	1
437	какой бы	1	1
438	языком и	1	1
439	одной и	1	1
440	и стилистикой	1	1
441	или иных	1	1
442	эта же	1	1
443	именно это	1	1
444	языком в	1	1
445	в каждом	4	1
446	то ни	1	1
447	укладываются в	1	1
448	и лица	1	1
449	связанных с	4	1
450	из всех	1	1
451	литературного языка	20	1
452	те или	3	1
453	раз те	1	1
454	письменная речь	1	1
455	на почве	4	1
456	но их	1	1
457	др например	1	1
458	в последние	2	1
459	дни в	1	1
460	одному из	2	1
461	далеко не	5	1
462	до сознания	1	1
463	его стихи	1	1
464	в слове	7	1
465	и уже	1	1
466	и вне	1	1
467	перестает быть	2	1
468	как сказано	3	1
469	значит не	1	1
470	говорящего индивидуума	1	1
471	индивидуальной речи	1	1
472	и было	1	1
473	и некоторые	1	1
474	образом может	1	1
475	и становится	1	1
476	из языка	1	1
477	какие бы	1	1
478	языке на	1	1
479	новый язык	1	1
480	место в	1	1
481	для всякого	1	1
482	он тоже	1	1
483	и той	2	1
484	в одном	2	1
485	точку зрения	3	1
486	которые в	3	1
487	только те	1	1
488	том и	2	1
489	однако в	1	1
490	с такими	1	1
491	том же	4	1
492	где нет	2	1
493	бы быть	1	1
494	даже в	2	1
495	этой работы	1	1
496	и вся	1	1
497	тому что	2	1
498	случае в	1	1
499	афоризмы и	1	1
500	xviii века	2	1
501	самого начала	1	1
502	языка чем	1	1
503	на котором	1	1
504	дело в	1	1
505	одна из	2	1
506	и вместо	1	1
507	виду не	1	1
508	пользуется и	1	1
509	его есть	1	1
510	до сих	2	1
511	к такому	1	1
512	для всего	1	1
513	свой язык	3	1
514	стиля его	1	1
515	последние десятилетия	1	1
516	поэтическое произведение	1	1
517	явление в	2	1
518	языка это	2	1
519	во всем	1	1
520	языка которые	1	1
521	элементы языка	1	1
522	только с	1	1
523	которому мы	1	1
524	в действительности	1	1
525	в стиле	1	1
526	среди них	1	1
527	тем это	1	1
528	речь эта	1	1
529	лежит в	4	1
530	как только	3	1
531	слова но	1	1
532	значительной степени	1	1
533	не встречается	1	1
534	не есть	2	1
535	речи эта	1	1
536	всегда в	2	1
537	смысле в	3	1
538	своим языком	1	1
539	с ее	4	1
540	без всякого	1	1
541	некоторые другие	1	1
542	в ее	2	1
543	с каким	1	1
544	словом но	1	1
545	они ни	1	1
546	слова вне	1	1
547	с самого	1	1
548	то время	2	1
549	с языком	2	1
550	и иные	1	1
551	смысле но	1	1
552	не с	2	1
553	широкое значение	1	1
554	здесь как	1	1
555	и которые	1	1
556	как поэтическое	1	1
557	эта игра	2	1
558	стилистика в	2	1
559	имеет дело	2	1
560	о социальном	1	1
561	разговорного языка	1	1
562	на язык	2	1
563	к языку	3	1
564	языковое сознание	6	1
565	тем чем	3	1
566	находится в	1	1
567	слова из	1	1
568	своей книге	1	1
569	эти звучат	1	1
570	о том	3	1
571	все ее	1	1
572	быть более	1	1
573	иное значение	1	1
574	речи то	1	1
575	и содержание	1	1
576	все его	4	1
577	в значительной	1	1
578	не выходит	3	1
579	нас в	2	1
580	языка или	2	1
581	на протяжении	2	1
582	или иные	3	1
583	которых они	1	1
584	что самое	1	1
585	этих слов	1	1
586	от них	1	1
587	два типа	1	1
588	этих условий	1	1
589	переходит в	3	1
590	языка путем	1	1
591	а потому	1	1
592	лингвистики в	1	1
593	языка мы	1	1
594	в него	3	1
595	мы уже	2	1
596	может иметь	1	1
597	них можно	1	1
598	и организации	8	1
599	известном смысле	2	1
600	но с	1	1
601	оно и	4	1
602	эта дана	1	1
603	одной из	3	1
604	дело с	1	1
605	в какой	1	1
606	могло быть	1	1
607	те которые	1	1
608	реагирует на	1	1
609	не устраняет	1	1
610	и такое	1	1
611	различных жанров	2	1
612	языковой системы	4	1
613	нас здесь	2	1
614	они в	2	1
615	именно на	1	1
616	чаще всего	1	1
617	стилистики в	1	1
618	в большинстве	10	1
619	ни было	2	1
620	в поэзии	3	1
621	в виде	2	1
622	языка который	1	1
623	как более	2	1
624	так называемый	1	1
625	язык это	3	1
626	слова может	1	1
627	или даже	2	1
628	слово но	1	1
629	социальной жизни	1	1
630	лингвистически и	1	1
631	его и	3	1
632	для него	3	1
633	и их	1	1
634	почти всех	1	1
635	живого слова	1	1
636	от процесса	1	1
637	тургенева и	1	1
638	у нее	1	1
639	отношение к	7	1
640	к ним	1	1
641	и сюжеты	1	1
642	свое выражение	2	1
643	круга общества	1	1
644	на их	1	1
645	п не	1	1
646	в других	3	1
647	и только	1	1
648	почти с	1	1
649	или иной	9	1
650	и прежде	1	1
651	чем он	2	1
652	по всей	3	1
653	и др	14	1
654	новые и	1	1
655	одной стороны	4	1
656	здесь эта	1	1
657	после этих	1	1
658	отношением к	1	1
659	самое слово	1	1
660	свое и	1	1
661	легко и	1	1
662	и непосредственно	5	1
663	жизнь в	2	1
664	формируется в	1	1
665	и свободно	1	1
666	с которым	2	1
667	и слово	2	1
668	говорящего к	1	1
669	зрения а	1	1
670	основные типы	1	1
671	связь с	2	1
672	создают в	1	1
673	наше внимание	1	1
674	творческой работы	1	1
675	прямо сказать	1	1
676	те лингвистические	2	1
677	книге о	1	1
678	только эта	1	1
679	в официальных	1	1
680	по своему	2	1
681	не был	1	1
682	пользоваться языком	1	1
683	которые являются	2	1
684	слово как	5	1
685	лингвистики и	3	1
686	эти слова	2	1
687	у автора	1	1
688	такого рода	2	1
689	и следует	3	1
690	и формируется	1	1
691	и там	3	1
692	и двух	1	1
693	возможны различные	1	1
694	произведение в	1	1
695	в очень	1	1
696	в уже	1	1
697	более сложных	1	1
698	в это	1	1
699	в первые	1	1
700	всякое слово	1	1
701	быть и	4	1
702	сих пор	2	1
703	над языком	1	1
704	которые были	1	1
705	слова так	2	1
706	с большой	1	1
707	тех или	1	1
708	более того	3	1
709	и позволяет	1	1
710	и часто	4	1
711	не знаем	1	1
712	конечно ни	1	1
713	тем и	2	1
714	только такие	1	1
715	речи как	1	1
716	стилистикой и	1	1
717	как профессиональный	1	1
718	выпадают из	1	1
719	лишь как	3	1
720	у них	2	1
721	такие слова	1	1
722	находит свое	1	1
723	бы в	1	1
724	тем более	1	1
725	такие конструкции	1	1
726	в этих	2	1
727	совершенно по-иному	1	1
728	не предполагает	2	1
729	следующие строки	1	1
730	о своем	1	1
731	первый раз	1	1
732	между ними	2	1
733	форм которые	1	1
734	языка на	3	1
735	эта установка	2	1
736	и дает	1	1
737	языка то	2	1
738	который не	1	1
739	котором идет	1	1
740	но эти	3	1
741	внутри одного	1	1
742	и другие	1	1
743	словами уже	1	1
744	каждое слово	4	1
745	как на	1	1
746	почти всякий	1	1
747	они не	1	1
748	которая не	3	1
