N	2gram	Tiupa_Hudo_1	Psycholo
1	то что	4	44
2	и в	19	33
3	в этом	11	28
4	и что	3	25
5	как бы	9	25
6	потому что	3	24
7	для того	2	23
8	том что	8	22
9	того чтобы	2	22
10	может быть	14	22
11	что в	6	21
12	в том	18	21
13	о том	2	20
14	что он	3	20
15	как это	5	14
16	что это	1	13
17	таким образом	3	13
18	то есть	18	13
19	так же	2	13
20	и не	15	13
21	все это	2	13
22	сказать что	4	13
23	в самом	5	12
24	было бы	1	12
25	все то	1	12
26	к тому	4	12
27	если мы	2	12
28	так как	1	12
29	он не	4	11
30	что все	1	11
31	говорит что	2	10
32	на то	1	10
33	что она	2	10
34	если бы	3	10
35	в его	9	10
36	не может	7	10
37	то же	10	9
38	в этой	2	9
39	по себе	2	9
40	как раз	3	9
41	в конце	1	8
42	как будто	1	8
43	для этого	1	8
44	в рассказе	3	8
45	вместе с	1	8
46	в каком	2	8
47	в своем	2	7
48	раз в	1	7
49	не только	16	7
50	в нем	5	7
51	так что	1	7
52	же точно	1	7
53	в сущности	1	6
54	что они	1	6
55	перед нами	1	6
56	все эти	2	6
57	в себе	9	6
58	точки зрения	10	6
59	всякий раз	2	6
60	но он	3	6
61	тому что	2	6
62	в самой	2	6
63	когда мы	1	6
64	же самое	1	6
65	это не	2	6
66	мы видим	1	6
67	у него	1	6
68	а не	9	6
69	это и	1	5
70	в целом	3	5
71	и на	2	5
72	и как	3	5
73	и может	1	5
74	как и	2	5
75	никогда не	2	5
76	и его	12	5
77	и это	2	5
78	и совершенно	1	5
79	казалось бы	1	5
80	с ним	2	5
81	заключается в	2	5
82	в какой	2	5
83	что для	1	5
84	вовсе не	2	5
85	из этого	2	5
86	и есть	1	4
87	той же	1	4
88	в которой	2	4
89	я не	2	4
90	говорит о	1	4
91	что автор	1	4
92	могла бы	2	4
93	не будет	2	4
94	это было	1	4
95	слова и	2	4
96	в своей	5	4
97	с точки	3	4
98	одна из	2	4
99	а в	12	4
100	у нас	1	4
101	как мы	1	4
102	и о	3	4
103	об этом	2	4
104	в порядке	2	4
105	того что	4	4
106	только в	5	4
107	себя в	7	4
108	в жизни	2	4
109	из них	1	4
110	никто не	2	4
111	по поводу	1	4
112	что не	1	4
113	смысла и	1	4
114	художественной формы	1	4
115	в частности	13	4
116	с этой	1	4
117	либо в	2	4
118	жизни и	1	4
119	ее в	2	4
120	в таком	1	4
121	например в	3	3
122	же как	1	3
123	идет о	1	3
124	говорить о	3	3
125	как я	1	3
126	что его	1	3
127	события в	1	3
128	слова как	5	3
129	но не	11	3
130	в сторону	2	3
131	сама по	2	3
132	как в	2	3
133	что может	2	3
134	на этом	1	3
135	здесь мы	1	3
136	его в	2	3
137	должен был	1	3
138	ни в	5	3
139	этого слова	2	3
140	далеко не	2	3
141	должно быть	1	3
142	обратимся к	1	3
143	несет в	2	3
144	но если	1	3
145	их в	3	3
146	тем самым	4	3
147	в то	6	3
148	в основе	4	3
149	материала в	2	3
150	и для	2	3
151	с ее	5	3
152	в пределах	3	3
153	в мире	21	3
154	так и	11	3
155	и здесь	1	3
156	что и	2	3
157	во всей	3	3
158	вслед за	1	3
159	дело с	1	3
