N	2gram	Bakhtin_fo_1	Komedia
1	и в	50	22
2	и не	14	21
3	в дом	2	14
4	том что	4	13
5	таким образом	11	12
6	в том	9	12
7	так как	6	11
8	в доме	1	10
9	ни в	8	10
10	потому что	4	10
11	в самом	8	9
12	до сих	3	9
13	вместе с	3	9
14	сих пор	3	9
15	в этом	25	8
16	его в	3	8
17	в своем	4	8
18	к ней	2	8
19	о том	1	8
20	если бы	5	8
21	в его	13	8
22	что и	3	8
23	что он	1	8
24	то же	11	7
25	при этом	3	7
26	об этом	2	7
27	в конце	9	7
28	о чем	1	7
29	а в	3	7
30	в свою	2	7
31	того же	8	6
32	самом деле	1	6
33	еще не	5	6
34	так что	1	6
35	тому же	2	6
36	в то	9	6
37	и его	16	6
38	к тому	3	6
39	того чтобы	5	6
40	свою очередь	1	6
41	ясно что	2	6
42	для того	5	6
43	может быть	11	6
44	как раз	13	6
45	во время	1	6
46	к этому	3	6
47	отношение к	2	5
48	но в	10	5
49	не только	9	5
50	он не	5	5
51	в своей	2	5
52	в которых	2	5
53	же время	9	5
54	связи с	6	5
55	к себе	4	5
56	и сам	1	5
57	хотя и	3	5
58	с ним	2	5
59	что в	5	5
60	по отношению	3	5
61	из них	1	5
62	тем что	2	5
63	прежде всего	15	5
64	все это	4	5
65	и т	8	4
66	на себя	2	4
67	в ней	4	4
68	он был	1	4
69	с другой	2	4
70	тут же	1	4
71	нет и	2	4
72	и речи	5	4
73	отнюдь не	5	4
74	все же	6	4
75	то что	6	4
76	в себе	3	4
77	но все	5	4
78	и с	4	4
79	с тем	3	4
80	точки зрения	5	4
81	не в	5	4
82	в отношении	3	4
83	самого начала	2	4
84	у него	6	4
85	и здесь	1	4
86	с самого	2	4
87	друг друга	3	4
88	так и	12	4
89	здесь нет	3	4
90	между собой	4	4
91	и поэтому	1	4
92	из дому	1	4
93	с помощью	2	4
94	до нас	5	4
95	т п	8	4
96	вовсе не	13	4
97	само собой	2	4
98	но и	8	4
99	до конца	4	4
100	а не	3	4
101	в связи	5	4
102	не является	2	4
103	и для	4	4
104	бы в	1	4
105	тем более	1	4
106	хотя бы	2	4
107	речи о	1	4
108	либо в	1	4
109	так же	6	4
110	идет о	1	3
111	из того	1	3
112	на них	2	3
113	с его	9	3
114	в ее	6	3
115	с этим	6	3
116	и к	2	3
117	тем же	1	3
118	и этим	1	3
119	в которой	2	3
120	в этой	1	3
121	и тот	1	3
122	как он	2	3
123	на то	1	3
124	не могла	1	3
125	в нем	24	3
126	приводит к	1	3
127	было бы	2	3
128	по всему	1	3
129	в них	4	3
130	далеко не	2	3
131	как и	8	3
132	чем в	2	3
133	и еще	2	3
134	на месте	1	3
135	с точки	2	3
136	их в	3	3
137	к ним	2	3
138	не имеет	4	3
139	никогда не	2	3
140	ничего не	9	3
141	в глаза	2	3
142	комедии и	1	3
143	не зная	2	3
144	не о	2	3
145	одной из	3	3
146	с одной	3	3
147	в начале	3	3
148	что не	3	3
149	всяком случае	1	3
150	мы можем	1	3
151	отношению к	5	3
152	в других	9	3
153	и даже	2	3
154	даже не	2	3
155	на ее	1	3
156	на которые	1	3
157	один из	3	3
158	если не	1	3
159	в частности	6	3
160	не может	6	3
161	конечно не	4	3
162	по своему	1	3
163	одной стороны	2	3
164	в течение	2	3
165	как бы	2	3
166	в целом	2	3
167	из себя	1	3
168	бы он	1	3
169	не знает	3	3
170	во всяком	3	3
171	отношения к	3	2
172	человека и	11	2
173	на своей	2	2
174	здесь и	2	2
175	мы не	3	2
176	античной литературы	4	2
177	с радостью	1	2
178	в сущности	3	2
179	время как	5	2
180	не совсем	1	2
181	и он	1	2
182	и на	8	2
183	и отец	1	2
184	во всех	6	2
185	отличие от	2	2
186	и я	1	2
187	как в	6	2
188	стороны и	2	2
189	что касается	1	2
190	в результате	6	2
191	не приходится	1	2
192	бы не	1	2
193	раз в	4	2
194	о которой	1	2
195	человека в	17	2
196	в мире	1	2
197	из всех	1	2
198	а как	3	2
199	с другими	3	2
200	это не	6	2
201	в котором	4	2
202	в их	6	2
203	из которой	1	2
204	начиная от	2	2
205	в одном	3	2
206	она не	1	2
207	что происходит	1	2
208	вплоть до	1	2
209	дело не	1	2
210	что их	1	2
211	в основе	5	2
212	к концу	3	2
213	и после	1	2
214	одним из	1	2
215	и со	1	2
216	известной степени	1	2
217	и это	4	2
218	как мы	14	2
219	в виду	3	2
220	здесь не	4	2
221	за пределами	1	2
222	то время	4	2
223	роль в	9	2
224	в образе	5	2
225	наряду с	5	2
226	разумеется что	2	2
227	в эпоху	1	2
228	а также	2	2
229	в другом	1	2
230	и во	7	2
231	которой мы	1	2
232	не как	2	2
233	тот же	1	2
234	могло быть	4	2
235	пор не	1	2
236	должен быть	1	2
237	к отцу	1	2
238	и ее	3	2
239	в качестве	3	2
240	уже в	2	2
241	если мы	2	2
242	чем они	1	2
243	от отца	1	2
244	был бы	3	2
245	при всей	1	2
246	этом отношении	3	2
247	чувствует себя	2	2
248	собой разумеется	2	2
249	себя и	3	2
250	к человеку	1	2
251	дошедших до	1	2
252	не было	7	2
253	а на	1	2
254	своей любви	1	2
255	что мы	2	2
256	ближе к	1	2
257	в присутствии	4	2
258	его на	2	2
259	из которых	1	2
260	к своему	2	2
261	в пределах	5	2
262	не могут	3	2
263	сравнению с	2	2
264	по существу	12	2
265	его от	2	2
266	этом случае	1	2
267	каким он	1	2
268	нет ничего	4	2
269	при всем	1	2
270	и все	6	2
271	свои чувства	1	2
272	человека не	1	2
273	из этой	1	2
274	между ними	3	2
275	совершенно не	2	2
276	равно как	2	2
277	что ты	1	2
278	к этой	1	2
279	по сравнению	2	2
280	в своих	1	2
281	в таком	3	2
282	и наиболее	1	1
283	формы и	3	1
284	всем и	1	1
285	я и	1	1
286	жизни где	1	1
287	например в	6	1
288	всего это	2	1
289	испытания в	1	1
290	к другому	2	1
291	и до	5	1
292	в зависимости	1	1
293	с приметами	1	1
294	их жизни	1	1
295	мы имеем	1	1
296	и само	1	1
297	с более	1	1
298	вопрос о	2	1
299	именно к	1	1
300	подсмотреть и	1	1
301	за несколько	1	1
302	начинается с	1	1
303	принадлежит к	2	1
304	я не	1	1
305	они были	2	1
306	для нашей	1	1
307	не оказать	1	1
308	зависимости от	1	1
309	жизни это	2	1
310	это время	7	1
311	собой в	1	1
312	в большинстве	1	1
313	он сам	1	1
314	первый план	1	1
315	все эти	9	1
316	не был	1	1
317	в чем	2	1
318	не без	2	1
319	но не	5	1
320	но как	1	1
321	не входит	2	1
322	черты и	1	1
323	должны были	1	1
324	себе и	3	1
325	в истории	2	1
326	независимо от	1	1
327	возникает между	1	1
328	где и	2	1
329	это был	1	1
