N	3gram	Bakhtin_Fr_8	StatiiOP
1	в том что	6	11
2	не может быть	2	5
3	в этом смысле	1	4
4	с точки зрения	2	4
5	в этом отношении	1	4
6	с другой стороны	2	4
7	о том что	2	4
8	в то время	2	4
9	состоит в том	1	3
10	прежде всего в	1	3
11	не в том	1	3
12	в связи с	3	3
13	то же время	10	3
14	в то же	10	3
15	в эту эпоху	1	2
16	но и в	1	2
17	до сих пор	8	2
18	что это за	1	2
19	с одной стороны	2	2
20	и в этом	1	2
21	о которых я	1	2
22	во всех этих	1	2
23	заключается в том	1	2
24	с самого начала	1	2
25	а с другой	1	2
26	в предисловии к	1	2
27	можно сказать что	2	1
28	под углом зрения	1	1
29	потому что в	1	1
30	одна из этих	1	1
31	более или менее	2	1
32	на самом деле	1	1
33	и так сказать	1	1
34	вышли в свет	1	1
35	в самом деле	1	1
36	нет ни одного	1	1
37	то же самое	1	1
38	точку зрения на	1	1
39	до нас дошел	1	1
40	мы находим и	1	1
41	и в других	1	1
42	вместе с тем	1	1
43	на вопрос о	1	1
44	так как его	1	1
45	от них и	1	1
46	между собою мы	1	1
47	в этой комедии	1	1
48	свидетельствуют о том	1	1
49	можно было бы	1	1
50	в значительной мере	1	1
51	говорит о том	1	1
52	и в частности	1	1
53	в результате этой	1	1
54	их связь с	1	1
55	в самом начале	1	1
56	не потому что	1	1
57	сих пор мы	1	1
58	если бы в	1	1
59	в чем же	1	1
60	в некоторых случаях	1	1
61	в известном смысле	1	1
62	нашло свое отражение	1	1
63	кроме того в	1	1
64	тем или иным	1	1
65	в той или	1	1
66	в свое время	1	1
67	до наших дней	1	1
68	таким образом в	1	1
69	вещей в этом	1	1
70	что в его	1	1
71	свое отражение в	2	1
72	на протяжении всего	1	1
73	и в самом	1	1
74	не только не	2	1
75	была для него	1	1
76	той или иной	1	1
77	речь идет о	1	1
78	вопрос о том	1	1
79	с абсолютной точностью	1	1
80	для того чтобы	2	1
81	как мы видели	2	1
82	то есть с	1	1
