N	2gram	Vinokur_Ku_3	Freidism
1	таким образом	9	24
2	и не	10	23
3	не может	6	20
4	точки зрения	23	19
5	прежде всего	9	18
6	в этом	16	15
7	в его	11	15
8	и пр	3	15
9	с помощью	6	14
10	может быть	14	13
11	и его	1	12
12	все эти	7	11
13	как и	5	11
14	с точки	16	11
15	как бы	5	11
16	то что	4	11
17	самом деле	14	10
18	но в	2	10
19	его в	2	10
20	как мы	5	10
21	так и	6	10
22	и потому	1	10
23	по отношению	3	9
24	и в	23	9
25	то же	6	8
26	не только	17	8
27	он не	3	8
28	в своей	4	8
29	еще не	9	8
30	что он	6	8
31	только в	6	8
32	так как	9	8
33	все это	2	8
34	отношению к	2	8
35	все что	1	8
36	в самом	13	7
37	отношение к	3	7
38	ни в	3	7
39	мы видели	3	7
40	те же	7	7
41	к нему	1	7
42	один из	4	7
43	тот же	6	7
44	мы знаем	1	7
45	всяком случае	1	7
46	что же	5	7
47	сказать что	7	7
48	во всяком	2	7
49	в ней	3	6
50	за пределы	2	6
51	все те	2	6
52	так сказать	2	6
53	и с	3	6
54	на протяжении	2	6
55	и ее	1	6
56	точку зрения	2	6
57	того что	11	6
58	для него	1	6
59	вовсе не	5	6
60	никогда не	1	6
61	хотя бы	9	6
62	совершенно не	5	6
63	я и	3	5
64	на самом	3	5
65	и на	1	5
66	он сам	1	5
67	в чем	5	5
68	и к	3	5
69	что такое	4	5
70	не в	5	5
71	мы должны	3	5
72	в то	3	5
73	в каком	3	5
74	могут быть	6	5
75	для этого	6	5
76	но мы	2	5
77	можно сказать	2	5
78	для того	12	5
79	и прежде	1	5
80	а в	5	5
81	но и	3	5
82	с этим	1	5
83	в период	1	5
84	в свою	1	5
85	что в	13	5
86	смысле слова	2	4
87	в зависимости	7	4
88	той же	3	4
89	мы не	3	4
90	в которой	1	4
91	говорить о	6	4
92	я не	5	4
93	зависимости от	8	4
94	но не	3	4
95	в собственном	1	4
96	все же	5	4
97	не было	4	4
98	из этих	5	4
99	в пределах	2	4
100	всех этих	1	4
101	на этом	2	4
102	то ни	1	4
103	связанные с	1	4
104	при этом	6	4
105	с другими	2	4
106	во время	1	4
107	не менее	12	4
108	в основе	1	4
109	же время	1	4
110	таким путем	1	4
111	всей жизни	1	4
112	потому что	12	4
113	и для	1	4
114	к тому	3	4
115	если мы	7	4
116	того чтобы	11	4
117	данном случае	4	4
118	сводится к	1	4
119	характер и	1	4
120	это только	1	4
121	которой мы	1	4
122	с ними	1	4
123	конечно не	2	4
124	уже не	8	4
125	не дает	2	4
126	в котором	2	4
127	мы находим	3	4
128	как раз	4	4
129	от того	5	4
130	и др	1	4
131	в данном	7	4
132	и о	4	4
133	в этих	2	4
134	этот вопрос	3	4
135	между ними	1	4
136	в последнем	1	4
137	в таком	4	4
138	таком случае	2	3
139	и есть	5	3
140	подхода к	2	3
141	собственном смысле	2	3
142	на место	1	3
143	на себя	2	3
144	а только	1	3
145	конечном счете	1	3
146	в общем	6	3
147	один и	2	3
148	как в	4	3
149	и той	1	3
150	и как	2	3
151	между двумя	1	3
152	учение о	2	3
153	и тот	2	3
154	в себе	1	3
155	и те	1	3
156	этот процесс	1	3
157	главным образом	2	3
158	и вот	3	3
159	одной и	1	3
160	что все	2	3
161	конечно в	1	3
162	зрения на	3	3
163	было бы	16	3
164	отца и	1	3
165	мы имеем	2	3
166	такой же	2	3
167	он дает	1	3
168	мысли и	2	3
169	тому что	4	3
170	на него	3	3
171	чем не	1	3
172	мыслей и	1	3
173	ни о	1	3
174	не могут	5	3
175	она не	3	3
176	свою очередь	1	3
177	только то	3	3
178	приводит к	1	3
179	если бы	8	3
180	и что	7	3
181	бы то	1	3
182	и содержание	3	3
183	которого оно	1	3
184	в конечном	1	3
185	во втором	1	3
186	со стороны	1	3
187	на этот	2	3
188	вместе с	2	3
189	по своему	2	3
190	слова и	7	3
191	и от	1	3
192	но это	5	3
193	когда он	2	3
194	не знает	2	3
195	ни на	2	3
196	по поводу	3	3
197	помощью которых	1	3
198	отношения к	1	2
199	чтобы не	2	2
200	в такой	1	2
201	и то	1	2
202	тех же	4	2
203	это и	3	2
204	тем же	2	2
205	в первом	5	2
206	когда человек	1	2
207	ее целом	1	2
208	нам в	1	2
209	в составе	1	2
210	не совсем	1	2
211	как не	1	2
212	того же	4	2
213	откуда же	1	2
214	между собой	1	2
215	в ее	4	2
216	ко всякому	1	2
217	но как	3	2
218	отличие от	2	2
219	или иное	2	2
220	значение для	1	2
221	относится к	2	2
222	всю эту	2	2
223	чем же	2	2
224	же с	1	2
225	дает нам	2	2
226	что как	3	2
227	в своем	4	2
228	помощью которого	1	2
229	это утверждение	1	2
230	что это	3	2
231	в нашем	7	2
232	или во	1	2
233	что она	5	2
234	но все	2	2
235	в одну	1	2
236	сознание и	1	2
237	же касается	1	2
238	на этой	1	2
239	при помощи	1	2
240	это не	3	2
241	в свой	1	2
242	чаще всего	1	2
243	отсюда и	1	2
244	же объясняется	1	2
245	рассказывает что	1	2
246	только о	2	2
247	этого не	1	2
248	и уже	1	2
249	на две	1	2
250	приходит в	2	2
251	и становится	1	2
252	том что	11	2
253	в эту	1	2
254	что значит	4	2
255	но если	3	2
256	и при	2	2
257	лежат в	1	2
258	мы конечно	1	2
259	в их	6	2
260	на первых	1	2
261	в отличие	2	2
262	сих пор	8	2
263	на другую	1	2
264	как это	7	2
265	в отношении	3	2
266	случае в	1	2
267	в таких	2	2
268	что с	1	2
269	но для	3	2
270	дело не	2	2
271	правда в	1	2
272	к этим	1	2
273	в процессе	3	2
274	в самых	1	2
275	для всего	1	2
276	только не	1	2
277	в формы	1	2
278	тем не	9	2
279	из того	2	2
280	только с	1	2
281	за ними	1	2
282	в области	14	2
283	когда мы	3	2
284	же что	1	2
285	отличается от	2	2
286	должны быть	1	2
287	то или	2	2
288	из всего	2	2
289	речи мы	1	2
290	в виду	8	2
291	на основе	1	2
292	это вовсе	1	2
293	о нем	1	2
294	в другом	1	2
295	и являются	1	2
296	до сих	8	2
297	необходим для	1	2
298	социального общения	1	2
299	нуждается в	1	2
300	что и	6	2
301	что бы	1	2
302	всего этого	3	2
303	также в	1	2
304	и об	2	2
305	своему содержанию	1	2
306	в него	1	2
307	быть и	1	2
308	мы видим	1	2
309	проникнуть в	1	2
310	в какой	3	2
311	может оказаться	2	2
312	очень много	2	2
313	для нее	1	2
314	с одной	4	2
315	не можем	1	2
316	уже в	3	2
317	в нашей	4	2
318	а потому	2	2
319	точка зрения	4	2
320	с этими	1	2
321	в систему	1	2
322	заметить что	1	2
323	рядом с	1	2
324	с другой	7	2
325	и тех	1	2
326	сознания они	1	2
327	а с	3	2
328	связано с	1	2
329	одной стороны	4	2
330	которых мы	1	2
331	более того	1	2
332	зависит от	1	2
333	а не	11	2
334	что мы	2	2
335	речи и	1	2
336	так же	2	2
337	сказать не	1	2
338	только для	2	2
339	же самое	1	2
340	это уже	3	2
341	и часто	1	2
342	формы и	3	2
343	для нас	4	2
344	все они	2	2
345	к его	2	2
346	есть и	1	2
347	и представления	1	2
348	и другие	1	2
349	к этому	1	2
350	как на	8	2
351	они не	3	2
352	ту же	1	1
353	можно говорить	10	1
354	и т	54	1
355	о каких	1	1
356	же как	1	1
357	в движение	1	1
358	доступ в	1	1
359	и через	2	1
360	науки о	1	1
361	и должны	1	1
362	бы для	1	1
363	далее и	1	1
364	которое мы	1	1
365	собою разумеется	1	1
366	повлечь за	1	1
367	не имеют	1	1
368	с таким	1	1
369	намек на	1	1
370	о так	1	1
371	часть его	1	1
372	может повлечь	1	1
373	не сомневаюсь	1	1
374	в несколько	1	1
375	взгляд не	1	1
376	на тех	1	1
377	или наоборот	1	1
378	нуждаются в	1	1
379	вопрос о	11	1
380	ответить на	2	1
381	память о	1	1
382	в основных	1	1
383	оба эти	1	1
384	другую и	1	1
385	но она	1	1
386	знаем теперь	1	1
387	вместо этого	1	1
388	мы и	1	1
389	то это	3	1
390	конечно и	1	1
391	отражается не	1	1
392	в целом	4	1
393	большей степени	2	1
394	при таких	1	1
395	было до	1	1
396	оказывается что	1	1
397	время в	3	1
398	без всякого	1	1
399	подходить к	1	1
400	отказ от	1	1
401	коем случае	1	1
402	же на	1	1
403	в качестве	2	1
404	нет и	1	1
405	отличаются от	1	1
406	что они	2	1
407	только путем	1	1
408	его развития	1	1
409	конечно совершенно	1	1
410	которые не	1	1
411	во что	1	1
412	что во	1	1
413	независимо от	5	1
414	его поведения	1	1
415	некоторые типические	1	1
416	это был	1	1
417	как уже	1	1
418	в круг	1	1
419	бы видеть	1	1
420	это более	1	1
421	в противоположность	1	1
422	лет а	1	1
423	за собой	1	1
424	еще на	2	1
425	бы и	3	1
426	меньшей мере	1	1
427	под ним	1	1
428	образом и	1	1
429	он в	2	1
430	бы не	3	1
431	то обстоятельство	3	1
432	по преимуществу	3	1
433	это тот	1	1
434	имеем в	1	1
435	их чисто	1	1
436	как он	2	1
437	если он	1	1
438	свой материал	1	1
439	а вовсе	1	1
440	материал из	1	1
441	от его	1	1
442	таких условиях	1	1
443	т д	8	1
444	а скорее	1	1
445	с нашим	1	1
446	же это	2	1
447	его от	1	1
448	находит себе	1	1
449	без исключения	1	1
450	в основу	1	1
451	это конечно	2	1
452	одна на	1	1
453	как они	2	1
454	какое же	2	1
455	со всем	1	1
456	ему возможность	1	1
457	из всех	1	1
458	на каком	1	1
459	входит в	1	1
460	не умеет	1	1
461	ничего удивительного	1	1
462	мы на	1	1
463	каждого из	1	1
464	этом смысле	1	1
465	говоря о	1	1
466	уже сказано	1	1
467	первое что	1	1
468	и тем	6	1
469	же объект	1	1
470	он приходит	1	1
471	то увидим	1	1
472	в беседе	1	1
473	о которых	1	1
474	далеко не	5	1
475	под прикрытием	1	1
476	он действительно	1	1
477	не всегда	1	1
478	во внимание	5	1
479	двух направлениях	2	1
480	друга в	1	1
481	рода и	1	1
482	чем в	2	1
483	можно считать	1	1
484	и было	1	1
485	форма и	3	1
486	с принципиальной	1	1
487	обратимся к	1	1
488	не мог	1	1
489	какой именно	1	1
490	этом случае	4	1
491	из сферы	1	1
492	ссылки на	1	1
493	таким же	1	1
494	наших дней	1	1
495	и без	2	1
496	мы называем	2	1
497	какие именно	1	1
498	не к	1	1
499	понятно что	1	1
500	те отдельные	1	1
501	ненужными и	1	1
502	в одном	2	1
503	для данного	1	1
504	которые в	4	1
505	творчества и	1	1
506	друг другу	1	1
507	это относится	1	1
508	по крайней	1	1
509	бы о	1	1
510	однако в	2	1
511	культурной жизни	1	1
512	так называемого	3	1
513	же такое	1	1
514	нас к	2	1
515	раз и	2	1
516	точно и	1	1
517	если и	2	1
518	может обойтись	1	1
519	к такой	2	1
520	и должно	5	1
521	отметить что	3	1
522	тогда когда	4	1
523	первая часть	1	1
524	нужно сначала	1	1
525	к новым	2	1
526	может сыграть	1	1
527	не по	3	1
528	о них	4	1
529	все без	1	1
530	же значение	1	1
531	нам предстоит	1	1
532	вопрос который	1	1
533	в коем	1	1
534	в форму	1	1
535	а во	1	1
536	по меньшей	1	1
537	они являются	1	1
538	того в	1	1
539	материале и	2	1
540	ровно ничего	1	1
541	деле откуда	1	1
542	слове и	1	1
543	к работе	1	1
544	языка который	1	1
545	другой точки	1	1
546	легко убедиться	1	1
547	что на	3	1
548	фактов и	1	1
549	и со	1	1
550	сделать в	1	1
551	необходимости в	1	1
552	смысловое значение	1	1
553	конечно только	1	1
554	от их	1	1
555	обстоятельство что	3	1
556	и здесь	2	1
557	не давая	1	1
558	составная часть	1	1
559	всего что	1	1
560	той или	5	1
561	к овладению	2	1
562	уже на	1	1
563	отказаться от	1	1
564	на это	1	1
565	если же	2	1
566	о том	6	1
567	наши дни	1	1
568	приходит к	1	1
569	составляет главное	1	1
570	свободно и	1	1
571	совершенно ясно	2	1
572	ни стало	1	1
573	действия и	1	1
574	то время	1	1
575	в дальнейшем	2	1
576	дано в	2	1
577	до самого	1	1
578	котором он	1	1
579	по аналогии	1	1
580	переход к	1	1
581	эти факты	1	1
582	не с	2	1
583	ясно что	4	1
584	мог бы	2	1
585	на месте	1	1
586	увидим что	2	1
587	и статей	1	1
588	в результате	3	1
589	можно только	1	1
590	как ему	1	1
591	очерка не	1	1
592	мы в	1	1
593	формы то	1	1
594	остановимся на	1	1
595	только у	1	1
596	на язык	1	1
597	ничего не	6	1
598	означает что	1	1
599	вот это	1	1
600	связанное с	1	1
601	возникают и	1	1
602	оказаться весьма	1	1
603	в задачу	1	1
604	а также	4	1
605	внимание на	2	1
606	язык и	2	1
607	чтобы с	1	1
608	после того	6	1
609	в сфере	1	1
610	в пользу	1	1
611	с соответствующими	1	1
612	затем в	1	1
613	метод к	1	1
614	не выходит	1	1
615	русской литературы	1	1
616	от них	1	1
617	искусства в	1	1
618	крайней мере	1	1
619	на те	1	1
620	выше в	1	1
621	исходя из	1	1
622	слов и	5	1
623	все время	1	1
624	у которого	1	1
625	какое-либо отношение	1	1
626	но так	1	1
627	же все	1	1
628	в каком-либо	2	1
629	в двух	2	1
630	оказалось что	1	1
631	к различным	1	1
632	смелой и	1	1
633	во всем	1	1
634	к нашему	1	1
635	дана в	1	1
636	деле ведь	1	1
637	и так	1	1
638	поэтому и	1	1
639	который в	1	1
640	они могут	1	1
641	же при	1	1
642	это же	1	1
643	пользуется этой	1	1
644	его или	1	1
645	есть составная	1	1
646	говорить об	1	1
647	то и	2	1
648	выделения и	1	1
649	также и	5	1
650	в виде	1	1
651	которых можно	1	1
652	помощью каких	1	1
653	сказано в	1	1
654	не так	3	1
655	в корне	2	1
656	слова в	4	1
657	целом и	1	1
658	само собою	2	1
659	эти понятия	1	1
660	может служить	2	1
661	рода которые	1	1
662	вводит в	1	1
663	играет в	1	1
664	как будто	1	1
665	тем что	5	1
666	они будут	1	1
667	и строго	1	1
668	перейти к	2	1
669	содержание этого	1	1
670	уже совершенно	2	1
671	и только	3	1
672	представление о	1	1
673	или иной	7	1
674	точек зрения	2	1
675	и первая	1	1
676	она в	1	1
677	на примере	1	1
678	от удовлетворения	1	1
679	этим вопросом	1	1
680	которые можно	2	1
681	именно в	3	1
682	в каких	1	1
683	такое же	1	1
684	во внешней	1	1
685	в некоторых	2	1
686	превращается в	1	1
687	а на	1	1
688	нашей души	1	1
689	на которых	5	1
690	своем месте	1	1
691	в свете	2	1
692	отнюдь не	3	1
693	совершенно одинаково	1	1
694	в слове	4	1
695	там где	3	1
696	своего понимания	1	1
697	пр и	1	1
698	или с	1	1
699	если это	2	1
700	так называемых	1	1
701	нет никаких	1	1
702	является его	1	1
703	ведь только	1	1
704	мы говорим	4	1
705	в строгом	1	1
706	находим в	1	1
707	из которых	1	1
708	так мы	1	1
709	целом ряде	1	1
710	который мы	1	1
711	смысле этого	2	1
712	которые вскрываются	1	1
713	это утверждает	1	1
714	в первой	1	1
715	свое внимание	1	1
716	сохраняется в	1	1
717	быть не	2	1
718	материал для	2	1
719	этого слова	4	1
720	в контексте	1	1
721	и формы	1	1
722	не будем	5	1
723	в какую	1	1
724	нужно отметить	1	1
725	я мог	1	1
726	в смысле	1	1
727	остается в	2	1
728	приходится повторить	1	1
729	было еще	1	1
730	указать на	2	1
731	этого рода	3	1
732	но на	3	1
733	на время	1	1
734	об отношении	1	1
735	в область	2	1
736	взаимоотношения и	1	1
737	об искусстве	1	1
738	которая в	1	1
739	чтобы понять	2	1
740	бы ему	1	1
741	совершенно иной	2	1
742	целый ряд	4	1
743	у них	1	1
744	имеют свои	1	1
745	и всецело	1	1
746	еще более	2	1
747	тем более	5	1
748	будто бы	1	1
749	я в	3	1
750	же в	1	1
751	в различных	2	1
752	в том	22	1
753	время когда	1	1
754	отношении к	1	1
755	нам не	1	1
756	работы и	1	1
757	же относится	1	1
758	роль играет	1	1
759	равно как	2	1
760	же мы	4	1
761	который не	1	1
762	на ней	1	1
763	на своем	1	1
764	учения о	4	1
765	это так	2	1
766	а может	1	1
767	сомневаюсь что	1	1
768	смысле для	1	1
769	значение в	2	1
