N	2gram	Vygotskiy__2	slovoVRo
1	и в	15	39
2	может быть	9	37
3	и его	4	33
4	не только	15	24
5	и не	7	22
6	но и	10	21
7	не может	9	20
8	в нем	1	19
9	до конца	1	17
10	в этом	19	16
11	все это	4	16
12	так и	8	15
13	а не	3	14
14	отличие от	3	13
15	как в	4	13
16	в процессе	11	13
17	в пределах	1	13
18	слова в	1	13
19	во всех	2	12
20	в отличие	3	12
21	в истории	6	11
22	вовсе не	6	10
23	к своему	1	9
24	и с	4	9
25	не в	8	9
26	языка и	3	9
27	словом и	1	8
28	таким образом	14	8
29	языков в	2	8
30	оно не	1	8
31	прежде всего	4	8
32	точки зрения	26	8
33	с его	4	7
34	языком и	1	7
35	при этом	3	7
36	в этих	2	7
37	для него	3	7
38	с ним	3	7
39	никогда не	8	7
40	могут быть	2	7
41	как мы	6	7
42	язык и	1	7
43	в его	2	7
44	и даже	5	7
45	и потому	1	7
46	как бы	7	7
47	в сущности	9	6
48	но не	3	6
49	в своем	9	6
50	все же	4	6
51	и к	6	6
52	но в	6	6
53	все эти	3	6
54	так сказать	1	6
55	в них	4	6
56	как и	6	6
57	она не	1	6
58	там где	6	6
59	это не	5	5
60	том что	27	5
61	по себе	7	5
62	мышления и	16	5
63	не могут	2	5
64	но все	2	5
65	той или	2	5
66	мира и	2	5
67	с другой	6	5
68	один из	1	5
69	в том	33	5
70	с одной	7	5
71	конечно не	1	5
72	и их	5	5
73	одной стороны	7	5
74	или иной	2	5
75	остается в	2	5
76	и для	2	5
77	только в	4	5
78	для нас	4	5
79	от него	1	5
80	и все	3	5
81	и наконец	1	5
82	в зависимости	6	4
83	и на	1	4
84	по отношению	6	4
85	связанные с	1	4
86	то же	5	4
87	его в	1	4
88	входит в	1	4
89	с другими	3	4
90	ни в	2	4
91	в отношении	6	4
92	одна из	1	4
93	в основе	3	4
94	эти формы	1	4
95	или как	2	4
96	во всем	2	4
97	зависимости от	6	4
98	что оно	4	4
99	здесь не	1	4
100	для этого	3	4
101	но здесь	1	4
102	для всех	4	4
103	и других	2	4
104	так как	4	4
105	и др	5	4
106	языка не	1	4
107	с помощью	5	4
108	и мир	1	4
109	в той	1	4
110	в смысле	1	4
111	а в	4	4
112	слова с	1	4
113	отношению к	5	4
114	ту же	2	3
115	как это	6	3
116	собственном смысле	3	3
117	той же	2	3
118	единство и	1	3
119	человека и	3	3
120	говорить о	2	3
121	в чем	1	3
122	слова на	1	3
123	между словом	1	3
124	сама по	2	3
125	в собственном	3	3
126	стороны и	2	3
127	перед нами	2	3
128	и как	2	3
129	бы и	3	3
130	с их	2	3
131	на этом	1	3
132	материала и	1	3
133	лишь в	3	3
134	с точки	18	3
135	точку зрения	6	3
136	связи с	9	3
137	этом отношении	3	3
138	разрыв между	1	3
139	в ней	1	3
140	а также	2	3
141	к нему	1	3
142	между тем	1	3
143	что и	2	3
144	в свете	1	3
145	этого процесса	1	3
146	или даже	1	3
147	у него	2	3
148	рядом с	1	3
149	в особенности	1	3
150	точек зрения	1	3
151	здесь в	1	3
152	в некоторых	2	3
153	связано с	1	3
154	материал и	1	3
155	и там	1	3
156	и от	1	3
157	но это	1	3
158	что в	14	3
159	из себя	1	3
160	хотя бы	4	3
161	сказать что	6	3
162	речи и	15	3
163	во всяком	7	3
164	человеческой речи	12	2
165	также и	2	2
166	в сфере	1	2
167	при каких	2	2
168	каждом шагу	1	2
169	это и	1	2
170	с таким	6	2
171	в германии	1	2
172	мы уже	6	2
173	и само	2	2
174	мы не	10	2
175	о формах	1	2
176	с ее	2	2
