N	4gram	Bakhtin_Pr_1	Myslijsy
1	в то же время	3	3
2	не что иное как	1	2
3	не в том что	1	2
4	дело в том что	1	2
5	бы они ни были	1	2
6	но которые не могли	1	1
7	и проч то есть	1	1
8	и т п и	1	1
9	бы то ни было	2	1
10	во что бы то	1	1
11	в том смысле что	1	1
12	имеет прямого отношения к	1	1
13	далеко не совпадает с	1	1
14	с одной стороны и	1	1
15	что бы то ни	1	1
16	бы то ни стало	1	1
17	в противном случае мы	1	1
18	которые не могли быть	1	1
19	и не нуждается в	1	1
20	и в том и	1	1
21	не имеет прямого отношения	1	1
22	не говоря уже о	1	1
23	и в этом отношении	1	1
