1	с точки зрения	8	15
2	в том что	3	7
3	в то же	4	7
4	то же время	4	7
5	в этом отношении	2	5
6	в конце концов	1	4
7	том что он	1	4
8	между тем как	1	4
9	на самом деле	1	3
10	сами по себе	2	3
11	и в то	3	3
12	не может быть	1	3
13	то есть в	1	3
14	для него самого	1	3
15	друг с другом	4	3
16	себе самом и	1	3
17	то что было	2	3
18	и в этом	3	3
19	дело идет о	1	2
20	значит конечно что	1	2
21	с самого начала	1	2
22	то есть не	1	2
23	в отличие от	1	2
24	в пространстве а	1	2
25	до сих пор	2	2
26	в разрезе одного	2	2
27	в одном из	1	2
28	именно в том	1	2
29	как можно больше	1	2
30	для того чтобы	7	2
31	из одного куска	1	2
32	как мы уже	4	2
33	это не значит	1	2
34	как бы в	1	2
35	можно сказать что	1	2
36	в одном времени	1	2
37	в данном случае	1	2
38	в то время	1	2
39	не значит конечно	1	2
40	в пределах отдельных	2	2
41	выходит за пределы	1	2
42	с другой стороны	1	2
43	о том что	1	2
44	но в то	1	2
45	в большинстве случаев	3	2
46	его жизни и	1	1
47	в индивидуальном и	1	1
48	на первый взгляд	1	1
49	к прошлому и	1	1
50	и в сущности	1	1
51	хотя в некоторых	1	1
52	с ним но	1	1
53	в нем мы	1	1
54	то что в	1	1
55	не только в	5	1
56	таким образом и	1	1
57	у него был	1	1
58	он не знал	1	1
59	совершенно новое видение	1	1
60	прежде всего необходимо	1	1
61	во всех этих	3	1
62	по сравнению с	1	1
63	прошлому и будущему	1	1
64	и как бы	1	1
65	с другом в	1	1
66	и не только	1	1
67	что действие романа	1	1
68	может быть и	2	1
69	себе самому и	1	1
70	и в нем	1	1
71	к себе самому	3	1
72	даже там где	1	1
73	мы увидим дальше	1	1
74	с самим собою	1	1
75	а следовательно и	2	1
76	к тому что	1	1
77	с этой точки	1	1
78	со всем этим	1	1
79	существенную роль в	1	1
80	видение и изображение	1	1
81	то время как	1	1
82	в этом новом	1	1
83	и его жизнь	1	1
84	то же самое	2	1
85	это и было	1	1
86	разрезе одного момента	2	1
87	на этот мир	1	1
88	он что в	1	1
89	в своем существе	1	1
90	конечно не в	1	1
91	равно как и	2	1
92	и для него	1	1
93	они не могут	1	1
94	что должно быть	1	1
95	его художественного мира	1	1
96	предмет видения и	1	1
97	и наконец в	1	1
98	в частности на	1	1
99	говорит он что	1	1
100	мы уже говорили	3	1
101	он ни был	1	1
102	новое отношение к	1	1
103	этой точки зрения	1	1
104	бы он ни	1	1
105	они вовсе не	1	1
106	новое видение и	1	1
107	в этих условиях	1	1
108	что и в	1	1
109	а вместе с	1	1
110	пространства и времени	2	1
111	но все же	1	1
112	конечно что в	1	1
113	за немногими исключениями	1	1
114	тем более что	2	1
115	что в мире	1	1
116	в себе в	1	1
117	но он не	1	1
118	можно говорить о	1	1
119	что весь этот	1	1
120	не могли конечно	1	1
121	со всеми ее	1	1
122	его борьба с	1	1
123	быть самим собою	1	1
124	а вовсе не	1	1
