N	3gram	Losev_Vlad_2	FransuaR
1	в том числе	1	10
2	в том что	9	6
3	как мы уже	1	5
4	до сих пор	1	4
5	в отличие от	3	4
6	нужно сказать что	1	4
7	мы уже сказали	1	3
8	с точки зрения	3	3
9	в этом отношении	1	3
10	так и не	2	3
11	и прежде всего	1	3
12	прежде всего на	1	2
13	дело в том	3	2
14	как раз и	1	2
15	на этот вопрос	1	2
16	и в частности	1	2
17	в это время	4	2
18	в разной степени	1	2
19	он дает в	1	2
20	в свое время	1	2
21	и в том	1	2
22	но все же	1	2
23	во второй половине	2	2
24	в отрыве от	1	2
25	можно сказать что	1	1
26	из этих элементов	1	1
27	его жизни в	1	1
28	чуть ли не	1	1
29	в самом деле	1	1
30	в настоящее время	2	1
31	что такие явления	1	1
32	том что он	2	1
33	и в более	1	1
34	на первый план	2	1
35	в дальнейшем мы	2	1
36	и в области	1	1
37	еще можно говорить	1	1
38	с ним в	1	1
39	в собственном смысле	1	1
40	но как бы	1	1
41	на первом плане	1	1
42	для нас в	1	1
43	ничего страшного и	1	1
44	сказать что в	2	1
45	но дело в	2	1
46	до известной степени	1	1
47	в самом начале	1	1
48	и в них	1	1
49	до конца и	1	1
50	но в то	1	1
51	в какой мере	1	1
52	с которой они	1	1
53	и особенно с	1	1
54	но в общем	1	1
55	в последнее время	2	1
56	в связи с	8	1
57	поэтому в дальнейшем	1	1
58	это конечно не	1	1
59	во всяком случае	6	1
60	она жила в	1	1
61	не может быть	1	1
62	он и в	2	1
63	то же время	3	1
64	и особенно в	1	1
65	для того чтобы	1	1
66	в то же	3	1
67	но это не	1	1
68	из них не	1	1
69	и в нем	1	1
70	не только в	2	1
71	к тому же	1	1
