N	3gram	Vinokur_Ku_3	Psycholo
1	в том что	8	17
2	для того чтобы	11	13
3	в самом деле	11	11
4	с точки зрения	16	10
5	заключается в том	1	10
6	и т п	41	8
7	не может быть	3	8
8	совершенно ясно что	2	6
9	то же самое	1	6
10	на самом деле	3	5
11	до сих пор	8	5
12	и той же	1	4
13	сам по себе	3	4
14	можно было бы	10	4
15	в том случае	4	4
16	так же как	1	4
17	в данном случае	4	4
18	тем не менее	9	4
19	о том что	3	4
20	и в самом	4	4
21	только в том	2	4
22	одной и той	1	4
23	с тем что	1	3
24	в том чтобы	3	3
25	в то время	1	3
26	никогда не может	1	3
27	само по себе	1	3
28	в конечном счете	1	3
29	что и в	2	3
30	было бы и	1	2
31	и не может	1	2
32	в психологической теории	1	2
33	что он не	1	2
34	на этот вопрос	1	2
35	если же мы	1	2
36	не в том	2	2
37	тому или иному	1	2
38	бы то ни	1	2
39	во всяком случае	1	2
40	этой точки зрения	1	2
41	то же время	1	2
42	же самое что	1	2
43	в свою очередь	1	2
44	того или иного	3	2
45	с другой стороны	3	2
46	в то же	1	2
47	к тому что	1	2
48	и т д	8	2
49	и того же	2	1
50	и в поэзии	1	1
51	после того что	2	1
52	идет только о	1	1
53	есть один из	1	1
54	тех пор пока	4	1
55	в силу того	1	1
56	относительно того что	1	1
57	так как на	1	1
58	само собой разумеется	1	1
59	в чем же	1	1
60	то ни стало	1	1
61	потому что в	2	1
62	сказать то что	1	1
63	общем и целом	2	1
64	совершенно разное значение	1	1
65	в этом смысле	1	1
66	один и тот	2	1
67	в этом случае	4	1
68	что же касается	1	1
69	во что бы	1	1
70	что она есть	1	1
71	поэтической речи но	1	1
72	принять во внимание	2	1
73	которые не только	1	1
74	имеет в виду	1	1
75	в таком случае	2	1
76	в зависимости от	7	1
77	на минуту не	1	1
78	в отличие от	2	1
79	но и в	1	1
80	что все эти	1	1
81	по своему значению	1	1
82	что далеко не	1	1
83	аналогично тому как	1	1
84	точки зрения их	1	1
85	мы находим в	1	1
86	только то что	2	1
87	тогда когда он	1	1
88	с тем чтобы	2	1
89	легко убедиться что	1	1
90	отделяя его от	1	1
91	тем что она	2	1
92	а с другой	3	1
93	в противном случае	1	1
94	все эти понятия	1	1
95	это и значит	2	1
96	но и как	1	1
97	с этой точки	1	1
98	по крайней мере	1	1
99	силу того что	1	1
100	то или иное	2	1
101	в наши дни	1	1
102	вместе с тем	1	1
103	не то что	1	1
104	и тем не	3	1
105	что бы то	1	1
106	потому что он	1	1
107	и что на	1	1
108	от того что	2	1
109	к другому и	1	1
110	может быть не	1	1
111	с одной стороны	4	1
112	с другими формами	1	1
113	поэтического творчества и	1	1
114	и тот же	2	1
115	зависимости от того	3	1
116	не зависит от	1	1
117	не более чем	1	1
118	тот же звук	1	1
119	ясно что в	1	1
120	не могут быть	2	1
121	ни на минуту	1	1
122	первая из этих	1	1
123	в одном случае	1	1
124	в связи с	4	1
125	только как на	1	1
126	а не как	1	1
127	и так как	1	1
128	беда в том	2	1
129	только о том	1	1
130	пор пока мы	1	1
131	тем что в	1	1
132	образом и на	1	1
133	бы не было	1	1
134	в свое время	2	1
135	форма и содержание	1	1
136	такая точка зрения	1	1
137	что если мы	1	1
138	дело так будто	1	1
139	то увидим что	1	1
140	более или менее	2	1
141	в русском языке	2	1
142	мы получим если	1	1
143	как это сделано	1	1
144	с тем как	1	1
145	в общем и	2	1
146	то обстоятельство что	3	1
147	ни при чем	1	1
148	том смысле что	1	1
149	то что мы	1	1
150	зависит от его	1	1
151	мы имеем в	1	1
152	с тем которое	1	1
153	при этом что	2	1
154	не только не	1	1
155	имеет своей целью	1	1
156	той же формы	1	1
157	с помощью которых	1	1
158	выходит за пределы	1	1
159	т п в	3	1
160	именно потому что	1	1
161	целый ряд таких	1	1
162	одного и того	2	1
163	до тех пор	4	1
164	друг от друга	1	1
165	что она игнорирует	1	1
166	если бы не	2	1
167	после того как	4	1
168	по этому поводу	1	1
169	т п так	1	1
170	не потому что	1	1
171	в том смысле	1	1
172	в первом случае	2	1
173	те или иные	1	1
174	не имеет ничего	1	1
175	так как он	2	1
176	один из самых	1	1
177	мы увидим что	1	1
178	что на деле	1	1
179	формы и содержания	2	1
