N	2gram	Medvedev_V_1	FransuaR
1	и в	26	41
2	то есть	1	20
3	таким образом	31	19
4	в этом	26	15
5	как и	7	14
6	и все	1	14
7	то же	10	13
8	все эти	6	13
9	в этой	4	13
10	в его	14	12
11	в себе	6	11
12	как мы	1	11
13	в том	15	11
14	прежде всего	13	11
15	так и	5	10
16	в то	6	10
17	все это	10	10
18	в своем	8	9
19	не в	6	9
20	же время	5	9
21	и его	6	9
22	в качестве	11	9
23	но и	10	9
24	что в	10	9
25	но в	2	8
26	в конце	3	8
27	то что	6	8
28	и от	3	8
29	по существу	3	8
30	в нем	6	7
31	вовсе не	3	7
32	в них	4	7
33	как бы	5	7
34	и не	19	7
35	в романе	4	7
36	ни в	1	6
37	о том	10	6
38	мы видим	1	6
39	только в	7	6
40	это не	7	6
41	есть в	1	6
42	для него	8	6
43	у него	6	6
44	все они	2	6
45	в году	6	5
46	как в	1	5
47	и к	3	5
48	не только	25	5
49	в плане	5	5
50	на этом	1	5
51	мы видели	3	5
52	точки зрения	3	5
53	того как	1	5
54	потому что	1	5
55	и это	1	5
56	в ней	2	5
57	на одном	1	5
58	до нас	2	5
59	и у	2	5
60	уже в	1	5
61	что и	3	5
62	вместе с	7	5
63	так же	3	5
64	и для	2	5
65	а в	3	5
66	к этому	9	5
67	момент в	3	4
68	хотя и	2	4
69	целый ряд	1	4
70	и наконец	2	4
71	он не	2	4
72	должно быть	2	4
73	том что	8	4
74	одном из	3	4
75	но он	1	4
76	одна из	4	4
77	в виду	4	4
78	в образе	2	4
79	после того	1	4
80	и образы	3	4
81	системы образов	1	4
82	может быть	22	4
83	в более	1	4
84	было бы	7	4
85	с образами	1	4
86	мира в	1	4
87	мира и	3	4
88	конце концов	2	4
89	том числе	2	4
90	например в	3	3
91	он может	2	3
92	и есть	5	3
93	с ее	1	3
94	проявляется в	1	3
95	он был	1	3
96	во всех	6	3
97	кроме того	1	3
98	лица и	2	3
99	так сказать	2	3
100	и по	3	3
101	его в	3	3
102	это одна	1	3
103	несмотря на	1	3
104	во время	3	3
105	в своей	4	3
106	и благодаря	1	3
107	в их	5	3
108	не имеет	1	3
109	тем что	1	3
110	как о	2	3
111	очень часто	1	3
112	все то	1	3
113	свою очередь	1	3
114	можно было	2	3
115	что у	2	3
116	связанных с	1	3
117	о нем	1	3
118	все его	2	3
119	в форме	3	3
120	в свете	1	3
121	что он	4	3
122	по этому	9	3
123	образов в	2	3
124	из них	9	3
125	и их	3	3
126	в одном	4	3
127	не было	7	3
128	не может	17	3
129	и потому	2	3
130	в той	1	3
131	но это	1	3
132	не подлежит	2	3
133	с ними	4	3
134	в свою	1	3
135	есть и	1	3
136	жизни и	3	3
137	и другие	1	3
138	это в	1	3
139	как нечто	1	2
140	ту же	2	2
141	также и	2	2
142	начинается с	1	2
143	и движение	1	2
144	и то	1	2
145	и так	1	2
146	все те	1	2
147	со всех	1	2
148	пока он	1	2
149	в которой	2	2
150	но по	1	2
151	на другом	1	2
152	образом это	1	2
153	еще не	2	2
154	в которых	3	2
155	в чем	2	2
156	с его	3	2
157	а только	1	2
158	явлений и	3	2
159	по отношению	7	2
160	отношение к	1	2
161	в течение	2	2
162	перед нами	4	2
163	говорит что	1	2
164	более или	6	2
165	роль играет	1	2
166	имеем в	1	2
167	рассказ о	1	2
168	как он	2	2
169	они в	1	2
170	и еще	1	2
171	одно и	1	2
172	человека в	2	2
173	что все	3	2
174	и может	2	2
175	это было	1	2
176	себе все	1	2
177	с этим	3	2
178	далеко не	2	2
179	мы имеем	3	2
180	которой он	1	2
181	числе и	2	2
182	в этих	1	2
183	вещи в	1	2
184	том как	3	2
185	мы в	1	2
186	или менее	6	2
187	образом и	1	2
188	их в	6	2
189	находит свое	1	2
