N	2gram	Bakhtin_sl_1	Komedia
1	и в	41	26
2	и не	16	14
3	и его	14	12
4	к тому	3	12
5	так и	11	12
6	может быть	14	11
7	в том	3	11
8	в этом	12	10
9	на протяжении	2	10
10	но и	16	10
11	столь же	2	9
12	том что	2	9
13	если бы	1	9
14	вместе с	1	9
15	было бы	3	8
16	и на	14	7
17	не только	16	7
18	что и	1	7
19	из них	3	7
20	еще не	4	6
21	в своем	3	6
22	о том	3	6
23	в нем	30	6
24	таким образом	9	6
25	в то	14	6
26	того чтобы	1	6
27	потому что	2	6
28	и здесь	3	6
29	в двух	1	6
30	в которой	4	5
31	с его	4	5
32	так что	2	5
33	в истории	3	5
34	с этим	3	5
35	для того	2	5
36	а затем	1	5
37	ни в	1	5
38	последние десятилетия	1	5
39	и с	4	5
40	один из	4	5
41	в качестве	3	5
42	к этому	2	5
43	хотя и	2	4
44	в самом	5	4
45	в целом	2	4
46	из этих	3	4
47	это было	1	4
48	в них	6	4
49	как и	4	4
50	в этих	2	4
51	место в	1	4
52	тому что	2	4
53	не менее	1	4
54	как мы	8	4
55	в в	1	4
56	можно было	2	4
57	его в	3	4
58	между тем	2	4
59	в его	13	4
60	только в	6	4
61	же в	1	4
62	в начале	1	4
63	так как	3	4
64	у него	3	4
65	в последние	2	4
66	на этот	1	4
67	что для	1	4
68	прежде всего	8	4
69	в руках	1	4
70	мира в	1	4
71	в частности	2	4
72	все же	7	4
73	и для	4	4
74	и от	4	4
75	одной из	3	4
76	точки зрения	16	4
77	например в	2	3
78	тех же	1	3
79	в котором	2	3
80	то же	14	3
81	в их	4	3
82	той же	2	3
83	того же	6	3
84	в ней	4	3
85	во всех	17	3
86	но не	2	3
87	как в	8	3
88	но в	8	3
89	так или	1	3
90	в этой	1	3
91	друг другу	2	3
92	человека в	1	3
93	в каждом	4	3
94	могла бы	1	3
95	при всем	3	3
96	но если	1	3
97	в самой	1	3
98	же время	12	3
99	к концу	1	3
100	связи с	2	3
101	и сам	3	3
102	то время	2	3
103	к нему	5	3
104	дело с	1	3
105	себя в	9	3
106	и их	1	3
107	друг друга	3	3
108	или иначе	1	3
109	здесь в	4	3
110	не было	3	3
111	о чем	1	3
112	и столь	1	3
113	да и	1	3
114	с этой	3	3
115	все это	5	3
116	мы найдем	3	3
117	или в	8	3
118	для нас	2	3
119	интерес к	2	3
120	а в	6	3
121	в своей	7	3
122	жизни и	1	3
123	не может	14	3
124	как известно	1	2
125	и т	28	2
126	одним из	4	2
127	и есть	1	2
128	в первом	3	2
129	из его	1	2
130	мы имеем	1	2
131	мы не	2	2
132	из самых	1	2
133	время как	2	2
134	в виду	1	2
135	он был	1	2
136	есть для	2	2
137	бы то	1	2
138	в ее	2	2
139	и другие	1	2
140	отличие от	1	2
141	в одной	1	2
142	целый ряд	1	2
143	что по	1	2
144	в действительности	1	2
145	от этого	2	2
146	бы и	3	2
147	роль в	2	2
148	и если	1	2
149	что она	1	2
150	он не	3	2
151	на этом	2	2
152	то ни	1	2
153	же не	1	2
154	связанных с	4	2
155	это не	6	2
156	в это	1	2
157	чем в	1	2
158	в один	1	2
159	по всем	1	2
160	всяком случае	5	2
161	в отличие	1	2
162	которые в	3	2
163	не в	7	2
164	однако в	1	2
165	вовсе не	7	2
166	даже в	2	2
167	на пути	1	2
168	одна из	2	2
169	в одном	2	2
170	такая же	2	2
171	не столь	1	2
172	не является	2	2
173	с другом	2	2
174	в духе	2	2
175	всего в	1	2
176	на это	1	2
177	и это	1	2
178	с самого	1	2
179	так в	2	2
180	и что	1	2
181	в построении	2	2
182	или на	1	2
183	и во	3	2
184	и все	4	2
185	в другой	2	2
186	наконец в	2	2
187	все время	3	2
188	с которыми	2	2
189	и дает	1	2
190	тот же	1	2
191	с ними	3	2
192	в какой	1	2
193	и ее	3	2
194	с одной	4	2
195	и у	2	2
196	т п	23	2
197	у нее	1	2
198	отношение к	7	2
199	от того	1	2
200	в других	3	2
201	рядом с	4	2
202	нет и	1	2
203	со стороны	1	2
204	и к	5	2
205	до сих	2	2
206	с другой	5	2
207	одной стороны	4	2
208	а на	2	2
209	с которым	2	2
210	по своему	2	2
211	в течение	1	2
212	в той	10	2
213	как бы	12	2
214	друг с	2	2
215	своего времени	1	2
216	в уже	1	2
217	затем и	1	2
218	пути к	1	2
219	сих пор	2	2
220	бы в	1	2
221	еще более	5	2
222	хотя бы	3	2
223	ни было	2	2
224	в речах	2	2
225	у предшественников	1	2
226	от всех	1	2
227	из этого	3	2
228	во всяком	7	2
229	или к	3	1
230	фон для	1	1
231	на события	1	1
232	которыми он	1	1
233	может противопоставить	1	1
234	для своего	1	1
235	с достоинством	1	1
236	та же	1	1
237	самую сущность	1	1
238	в сущности	13	1
239	они были	2	1
240	прибегает к	1	1
241	и быта	1	1
242	собой в	1	1
243	между собой	2	1
244	все эти	9	1
245	они ищут	1	1
246	не был	1	1
247	время в	1	1
248	в различных	1	1
249	время он	1	1
250	там и	1	1
251	правды с	1	1
252	свою жизнь	1	1
253	каком направлении	1	1
254	в общем	1	1
255	не просто	1	1
256	в свои	1	1
257	свои силы	1	1
258	эти внешние	1	1
259	быта и	1	1
260	которой они	1	1
261	по которому	1	1
262	как к	2	1
263	пределах одной	2	1
264	и нет	1	1
265	и слова	1	1
266	себя так	2	1
267	один ряд	1	1
268	более или	3	1
269	в герое	1	1
270	в чисто	2	1
271	жанра и	1	1
272	себе как	1	1
273	отношения с	1	1
274	только два	1	1
275	определяет все	1	1
276	если мы	2	1
277	сил в	2	1
278	в себе	3	1
279	в мыслях	1	1
280	не могла	2	1
281	на его	8	1
282	не имеют	1	1
283	время и	2	1
284	отказа от	1	1
285	пределах одного	1	1
286	и более	1	1
287	в основу	1	1
288	совпадают с	1	1
289	в другом	2	1
290	его не	1	1
291	бы быть	1	1
292	на все	2	1
293	входит в	4	1
294	не умеет	1	1
295	действительности в	1	1
296	для эпохи	1	1
297	в жизни	1	1
298	в бытовом	1	1
299	но уже	1	1
300	ни одной	1	1
301	дни в	1	1
302	в реальном	1	1
303	и определяет	1	1
304	и уже	1	1
305	он и	1	1
306	мы видели	1	1
307	жанра именно	1	1
308	ни с	1	1
