N	2gram	Bakhtin_Pr_1	Istorich
1	и в	38	24
2	не только	9	21
3	что он	2	21
4	и т	14	17
5	т д	1	16
6	может быть	26	14
7	не может	27	14
8	что в	7	13
9	в этих	2	13
10	мы имеем	2	12
11	как в	4	12
12	в этом	15	12
13	и здесь	2	12
14	но и	9	11
15	это не	5	10
16	том что	3	10
17	и что	2	10
18	а в	6	10
19	все же	6	9
20	с другой	7	9
21	не в	7	9
22	о том	4	9
23	и другие	2	9
24	то же	5	8
25	еще не	7	8
26	что и	2	8
27	другой стороны	4	8
28	а не	5	8
29	все это	3	8
30	или в	2	8
31	во всех	11	7
32	то что	8	7
33	таким образом	10	7
34	одна из	2	7
35	к нему	10	7
36	что здесь	1	7
37	в том	8	7
38	вместе с	1	7
39	что это	2	6
40	но не	12	6
41	как он	1	6
42	в нем	15	6
43	он не	3	6
44	всех этих	1	6
45	как и	7	6
46	уже выше	1	6
47	для нас	1	6
48	и все	3	6
49	того что	2	6
50	только в	13	6
51	тем что	2	6
52	так же	1	6
53	мы увидим	3	6
54	в чем	2	5
55	с одной	3	5
56	отношение к	10	5
57	но в	4	5
58	здесь мы	2	5
59	не менее	4	5
60	с ним	5	5
61	ничего не	6	5
62	так и	5	5
63	одной стороны	3	5
64	там где	6	5
65	в тех	3	5
66	эта задача	1	5
67	он может	2	4
68	мы уже	1	4
69	как бы	22	4
70	при этом	5	4
71	мы можем	6	4
72	не всегда	6	4
73	на первый	2	4
74	точки зрения	8	4
75	в их	10	4
76	тем не	3	4
77	по существу	2	4
78	не имеет	9	4
79	никогда не	5	4
80	со своим	1	4
81	в других	4	4
82	что у	1	4
83	ли он	1	4
84	вовсе не	2	4
85	в данном	4	4
86	и не	42	4
87	мы должны	2	4
88	одной из	3	4
89	есть и	1	4
90	например в	3	3
91	не вполне	2	3
92	и он	2	3
93	с его	2	3
94	себе и	1	3
95	кроме того	3	3
96	к себе	2	3
97	хотя и	3	3
98	и наконец	6	3
99	в дальнейшем	3	3
100	на то	2	3
101	если он	1	3
102	и если	1	3
103	его в	9	3
104	в них	5	3
105	и становится	7	3
106	вопрос о	1	3
107	задачи и	2	3
108	но они	4	3
109	как мы	7	3
110	не все	2	3
111	может его	1	3
112	и его	16	3
113	связи с	2	3
