N	3gram	Bakhtin_Fr_4	Vladivir
1	в том что	1	10
2	о том что	2	8
3	с точки зрения	2	6
4	а также и	1	6
5	не может быть	1	6
6	более или менее	3	5
7	в конце концов	4	5
8	дело в том	1	5
9	к тому же	1	5
10	и то что	1	4
11	в то время	2	4
12	в том случае	1	3
13	с одной стороны	2	3
14	в то же	8	3
15	в отличие от	1	3
16	как мы видели	2	3
17	что и в	1	3
18	само собой разумеется	1	2
19	но даже и	1	2
20	одной стороны и	1	2
21	на первый план	1	2
22	на самом же	2	2
23	в этом отношении	1	2
24	и в то	4	2
25	а с другой	1	2
26	том случае если	1	2
27	в это время	1	2
28	в данном случае	1	2
29	то время как	1	2
30	даже и в	1	2
31	в связи с	1	2
32	с другой стороны	3	2
33	самом же деле	2	2
34	как мы знаем	1	2
35	то же время	8	2
36	в вопросе о	1	2
37	то есть о	2	2
38	но как раз	1	1
39	а следовательно и	1	1
40	уже знаем что	1	1
41	но вовсе не	1	1
42	том что эта	1	1
43	и всякого рода	1	1
44	в виду что	1	1
45	так же и	1	1
46	здесь перед нами	1	1
47	между прочим и	1	1
48	был еще и	1	1
49	и так сказать	1	1
50	с которым мы	1	1
51	в том же	1	1
52	в сущности совершенно	1	1
53	были еще и	1	1
54	о которой мы	1	1
55	до сих пор	1	1
56	и не столь	1	1
57	и в дальнейшем	1	1
58	и в тех	1	1
59	он не мог	1	1
60	с тех пор	1	1
61	ко всякого рода	1	1
62	и вовсе не	1	1
63	одно и то	1	1
64	может быть и	1	1
65	на эту тему	1	1
66	году то есть	1	1
67	ни в одном	1	1
68	не только в	2	1
69	именно в этой	1	1
70	на этот раз	1	1
71	и то же	1	1
72	и в нашем	1	1
73	только и не	1	1
74	а всего только	1	1
75	все же не	1	1
76	которым мы встретились	1	1
77	об этом он	1	1
78	раз и навсегда	1	1
79	в этом же	1	1
80	это и есть	3	1
81	в году то	1	1
82	с самого начала	3	1
83	включает в себя	1	1
84	это вполне соответствовало	1	1
85	таким образом эта	1	1
86	мы уже не	1	1
87	в том числе	3	1
88	мы видим что	1	1
89	и весь этот	1	1
90	мы уже знаем	1	1
91	в буквальном смысле	1	1
92	быть и не	1	1
93	для того чтобы	3	1
94	тех кто не	1	1
95	такой точки зрения	1	1
96	те же самые	1	1
97	то же самое	1	1
98	и любви но	1	1
