N	2gram	Bakhtin_KF_1	Myshleni
1	мышления и	2	40
2	точки зрения	12	26
3	в том	6	24
4	и в	24	23
5	том что	4	21
6	в целом	10	20
7	с точки	9	18
8	в этом	14	17
9	того чтобы	2	17
10	то что	7	17
11	не только	5	16
12	того что	3	15
13	для того	3	15
14	как и	5	14
15	может быть	45	14
16	но и	9	14
17	в его	40	14
18	что в	4	14
19	не может	27	12
20	как бы	9	11
21	в отношении	1	10
22	прежде всего	2	10
23	и с	1	9
24	между тем	4	9
25	в качестве	2	9
26	вместе с	1	9
27	и не	26	9
28	не является	1	9
29	то же	5	8
30	в процессе	2	8
31	в основе	5	8
32	и на	3	8
33	нашей работы	1	8
34	нашего исследования	1	8
35	мы не	3	7
36	вопрос о	2	7
37	по отношению	26	7
38	в самом	1	7
39	в этой	2	7
40	в другом	3	7
41	с тем	2	7
42	в то	3	7
43	и ее	2	7
44	так как	1	7
45	что он	2	7
46	отношению к	22	7
47	все это	10	6
48	столь же	1	6
49	независимо от	3	6
50	с этим	1	6
51	в себе	21	6
52	лишь в	8	6
53	и тем	3	6
54	мысли и	1	6
55	и его	17	6
56	о том	3	6
57	связь между	1	6
58	только в	16	6
59	мы можем	1	6
60	тем что	3	6
61	от того	3	6
62	именно в	5	6
63	потому что	2	6
64	и как	2	5
65	но в	5	5
66	на то	1	5
67	он не	6	5
68	а затем	1	5
69	если бы	8	5
70	тем самым	4	5
71	для этого	2	5
72	по себе	2	5
73	тому что	2	5
74	мысли в	1	5
75	по своей	1	5
76	целом и	3	5
77	что может	1	5
78	к действительности	1	5
79	и т.д	2	5
80	можно сказать	1	5
81	мышления как	2	5
82	так и	2	5
83	слова и	1	5
84	что мы	1	5
85	и все	7	5
86	мы должны	1	5
87	в какой	1	5
88	в своих	3	5
89	функции в	1	4
90	в котором	24	4
91	мышления но	1	4
92	в чем	4	4
93	с его	1	4
94	но не	12	4
95	как в	2	4
96	от до	1	4
97	все остальные	1	4
98	и к	1	4
99	все эти	10	4
100	к единству	1	4
101	к выводу	1	4
102	что она	1	4
103	при этом	4	4
104	отношений между	1	4
105	их в	1	4
106	что все	1	4
107	было бы	8	4
108	ни в	12	4
109	в своей	10	4
110	понятий и	1	4
111	не в	12	4
112	мышление в	1	4
113	к тому	1	4
114	должен быть	7	4
115	для себя	5	4
116	приводит к	1	4
117	во всей	4	4
118	мы видим	1	4
119	только что	1	4
120	в одном	4	4
121	как раз	1	4
122	с действительностью	1	4
123	это положение	1	4
124	а с	2	4
125	этого слова	2	4
126	в результате	1	4
127	хотя бы	4	4
128	в свою	3	4
129	к этому	2	4
130	смысле слова	1	3
131	отношения к	1	3
132	не остается	2	3
133	и то	2	3
134	связи между	1	3
135	самом деле	3	3
136	как единство	1	3
137	оба эти	2	3
138	я не	6	3
139	из которых	2	3
140	в их	8	3
141	что именно	1	3
142	в своем	16	3
143	все же	5	3
144	в которой	1	3
145	что это	3	3
146	всей его	2	3
147	теории и	3	3
148	всех остальных	1	3
149	мысли как	1	3
150	оторванный от	1	3
151	его не	1	3
152	на все	1	3
153	и мы	2	3
154	между отдельными	1	3
155	такой же	1	3
156	мысль и	2	3
157	образом и	1	3
158	она не	1	3
159	тогда когда	3	3
160	не могло	1	3
161	ничего не	3	3
162	во всем	7	3
163	в области	2	3
164	в каком	4	3
165	факта что	1	3
166	могут быть	3	3
167	же самое	1	3
168	и это	12	3
169	свою очередь	1	3
170	не могу	3	3
171	смысловой стороны	1	3
172	об этом	1	3
173	к теоретическому	2	3
174	может не	2	3
175	и других	2	3
176	всяком случае	1	3
177	вовсе не	7	3
178	во всех	11	3
179	превращается в	1	3
180	а не	17	3
181	мышлением и	1	3
182	мышление и	2	3
183	смысле этого	1	3
184	этого факта	1	3
185	только для	1	3
186	если не	2	3
187	и от	1	3
188	сознания и	3	3
189	с действительно	1	3
190	во всяком	1	3
191	он может	2	2
192	показать что	1	2
193	и до	1	2
194	что эти	1	2
195	едва ли	2	2
196	в зависимости	1	2
197	той же	1	2
198	как таковому	1	2
