N	2gram	Medvedev_V_1	Psycholo
1	в том	2	37
2	и в	2	32
3	том что	2	21
4	потому что	1	21
5	самом деле	1	16
6	то же	1	13
7	в этом	1	13
8	в самом	1	12
9	так как	1	12
10	и не	1	10
11	совершенно ясно	1	7
12	ясно что	1	7
13	и его	1	7
14	только в	1	7
15	все время	1	6
16	далеко не	1	5
17	все это	1	5
18	столь же	1	4
19	поэтического творчества	1	4
20	и то	1	3
21	а только	1	3
22	главным образом	1	3
23	в их	1	3
24	в которых	1	3
25	и заключается	1	3
26	в конце	2	3
27	в частности	1	3
28	по существу	1	3
29	конце концов	2	3
30	хотя бы	1	3
31	которые они	1	2
32	же с	1	2
33	том же	1	2
34	зависят от	1	2
35	сводится к	1	2
36	так в	1	2
37	и только	1	2
38	сами формалисты	1	2
39	их как	1	2
40	чем к	1	2
41	но это	1	2
42	тем более	1	2
43	говоря о	1	1
44	не играет	1	1
45	время в	1	1
46	и т.д	1	1
47	более чем	1	1
48	одно и	1	1
49	в другом	1	1
50	по крайней	1	1
51	образом из	1	1
52	в устах	1	1
53	дело в	1	1
54	что сами	1	1
55	все то	1	1
56	заключается что	1	1
57	и сводится	1	1
58	все дело	1	1
59	крайней мере	1	1
60	бы потому	1	1
61	стоит на	1	1
62	от других	1	1
63	ведь это	1	1
64	даже не	1	1
65	именно в	1	1
66	и составляет	1	1
67	под влиянием	1	1
68	этом и	1	1
69	ни к	1	1
70	речи и	1	1
71	по поводу	1	1
72	к этому	1	1
