N	2gram	Ircho_Kome_3	Myshleni
1	в том	12	33
2	том что	13	27
3	в развитии	2	26
4	точки зрения	4	26
5	то что	4	20
6	в этом	8	19
7	с точки	3	18
8	не только	5	15
9	и в	22	15
10	таким образом	12	14
11	что в	5	14
12	и речи	4	13
13	того чтобы	6	12
14	что он	8	12
15	в самом	9	11
16	мы не	2	10
17	в целом	3	10
18	было бы	3	10
19	для того	6	10
20	но и	4	10
21	мы можем	3	10
22	в сущности	2	9
23	в своем	8	9
24	о том	8	9
25	связи с	5	9
26	может быть	6	9
27	что мы	2	9
28	не может	3	9
29	не является	4	9
30	не в	4	8
31	никогда не	3	8
32	так и	4	8
33	если бы	8	8
34	и что	6	8
35	едва ли	7	7
36	он не	5	7
37	к тому	6	7
38	тот же	2	7
39	с одной	3	7
40	потому что	10	7
41	мы знаем	2	7
42	одной стороны	3	7
43	как бы	3	7
44	и не	21	7
45	во всяком	3	7
46	самом деле	6	6
47	в зависимости	1	6
48	зависимости от	1	6
49	по отношению	5	6
50	в этой	3	6
51	в истории	1	6
52	и к	3	6
53	как он	3	6
54	на то	3	6
55	как и	3	6
56	всяком случае	3	6
57	точку зрения	1	6
58	в отношении	4	6
59	что эта	2	6
60	как мы	2	6
61	в виду	2	6
62	но в	5	6
63	по своей	1	6
64	по этому	1	6
65	если мы	2	6
66	мы находим	1	6
67	вовсе не	4	6
68	с другой	4	6
69	на этот	3	6
70	в частности	3	6
71	вместе с	9	6
72	как это	5	6
73	в связи	4	6
74	сказать что	1	6
75	то же	7	5
76	вопрос о	1	5
77	уже в	2	5
78	приводит к	3	5
79	это не	2	5
80	что с	2	5
81	ребенка не	1	5
82	можно было	2	5
83	и даже	3	5
84	и их	1	5
85	друг друга	4	5
86	представление о	2	5
87	с помощью	4	5
88	сравнению с	2	5
89	по существу	2	5
90	отношению к	3	5
91	все что	3	5
92	по сравнению	2	5
93	из того	3	4
94	хотя бы	4	4
95	что его	5	4
96	с его	3	4
97	из этих	1	4
98	конечном счете	2	4
99	независимо от	1	4
100	как в	2	4
101	все же	4	4
102	могли бы	1	4
103	в которой	3	4
104	том чтобы	1	4
105	что все	1	4
106	в них	3	4
107	несмотря на	4	4
108	в своей	5	4
109	признать что	1	4
110	к этому	6	4
111	их в	3	4
112	не имеет	3	4
113	того как	1	4
114	и его	6	4
115	и с	4	4
116	в пользу	1	4
117	на вопрос	2	4
118	в конечном	2	4
119	мы видим	1	4
120	так как	11	4
121	только в	1	4
122	который в	3	4
123	в качестве	2	4
124	в начале	3	4
125	как раз	6	4
126	интересующей нас	1	4
127	а с	1	4
128	прежде всего	5	4
129	ребенка и	1	4
130	так же	4	4
131	все это	5	4
132	для нас	1	4
133	а в	7	4
134	по поводу	1	4
135	человека и	2	3
136	в объяснении	1	3
137	идет о	3	3
138	здесь и	2	3
139	отношения между	1	3
140	и до	1	3
141	для которого	1	3
142	мы имеем	1	3
143	и ее	2	3
144	он сам	1	3
145	при объяснении	1	3
146	должны были	1	3
147	очевидно что	1	3
148	что они	2	3
149	с этим	3	3
150	когда он	4	3
151	все эти	1	3
152	что она	4	3
153	при этом	7	3
154	ребенка это	1	3
155	что у	1	3
156	состоит в	2	3
157	и по	1	3
158	об этом	7	3
159	те же	1	3
160	с другими	2	3
161	во время	6	3
162	таким же	1	3
163	бы к	1	3
164	ни малейшего	3	3
165	в которых	5	3
166	для этого	1	3
167	из которых	2	3
168	этом отношении	2	3
169	в основе	2	3
170	больше того	2	3
171	детей в	1	3
172	числе и	1	3
173	что при	1	3
174	и это	2	3
175	действия и	1	3
176	и сам	5	3
177	с собой	1	3
178	из двух	1	3
179	с ним	5	3
180	ничего не	3	3
181	этому поводу	1	3
182	к установлению	1	3
183	и только	1	3
184	не надо	1	3
185	тем более	4	3
186	все время	2	3
187	значение в	1	3
188	одной из	3	3
189	но не	1	3
190	это же	1	3
191	в следующем	1	3
192	из них	5	3
193	отличие от	2	3
194	со стороны	11	3
195	в отличие	1	3
196	что для	2	3
197	только что	7	3
198	ничем не	4	3
199	а не	4	3
200	и особенно	2	3
201	он говорит	2	3
202	только для	2	3
203	или в	1	3
204	в результате	2	3
205	и все	2	3
206	того же	6	3
207	к этой	2	3
208	том числе	1	3
209	они не	1	3
210	речь идет	5	2
211	достаточно вспомнить	2	2
212	или к	1	2
213	к удовлетворению	1	2
214	в присутствии	2	2
215	в котором	2	2
216	отношений которые	1	2
217	той же	1	2
218	из всех	2	2
219	и само	1	2
220	что между	1	2
221	говорить о	3	2
222	принадлежит к	1	2
223	в их	2	2
224	развития с	1	2
225	которые он	1	2
226	столь же	3	2
227	во всех	2	2
228	друг от	1	2
229	нет и	4	2
230	за пределы	2	2
231	которые не	1	2
232	еще один	1	2
233	отнюдь не	4	2
234	в течение	3	2
235	наряду с	2	2
236	общего с	1	2
237	стороны и	2	2
238	ней в	2	2
239	относятся к	1	2
240	перед нами	1	2
241	целый ряд	2	2
242	как уже	1	2
243	и как	1	2
244	более или	1	2
245	от этого	1	2
246	представляет собой	3	2
247	раз в	2	2
248	в себе	4	2
249	после этого	2	2
250	моменты которые	1	2
251	он должен	1	2
252	в силу	2	2
253	друг с	1	2
254	подобно тому	1	2
255	для всей	1	2
256	в другом	2	2
257	и мы	3	2
258	в ином	1	2
259	ни в	10	2
260	он является	1	2
261	все равно	3	2
262	нисколько не	3	2
263	или менее	1	2
264	в этих	1	2
265	но если	3	2
266	том же	1	2
267	прийти к	1	2
268	стало быть	1	2
269	для данного	1	2
270	моментов в	1	2
271	того типа	1	2
272	с которой	1	2
273	не могло	1	2
274	больше чем	2	2
275	к ней	8	2
276	во всем	1	2
277	и теперь	1	2
278	что речь	1	2
279	следует что	3	2
280	что на	1	2
281	с другом	1	2
282	к себе	5	2
283	не могут	2	2
284	могут быть	1	2
285	но все	4	2
286	в других	3	2
287	как только	1	2
288	же самое	3	2
289	указывает на	1	2
290	должен быть	2	2
291	то естественно	1	2
292	от друга	1	2
293	это обстоятельство	3	2
294	без всякого	2	2
295	в себя	1	2
296	за то	2	2
297	живет в	1	2
298	когда в	1	2
299	можно сказать	1	2
300	а также	2	2
301	нас в	1	2
302	которой мы	2	2
303	в его	8	2
304	что и	8	2
305	о причине	1	2
306	в другой	1	2
307	что здесь	1	2
308	образом как	1	2
309	в стороне	1	2
310	ребенка а	1	2
311	и тем	1	2
312	каким образом	1	2
313	не дает	4	2
314	и других	1	2
315	на одном	1	2
316	в одном	2	2
317	у него	4	2
318	тем что	5	2
319	от того	2	2
320	мы оставляем	1	2
321	склонны видеть	1	2
322	не отдает	1	2
323	с ней	1	2
