N	3gram	Bakhtin_Pr_2	Stilisti
1	в то же	5	9
2	то же время	5	7
3	с точки зрения	8	5
4	и то же	2	4
5	прежде всего в	1	4
6	то же самое	1	4
7	одно и то	2	4
8	той или иной	3	4
9	на самом деле	1	3
10	в той же	1	3
11	но и в	1	3
12	в конце концов	2	3
13	но все же	2	3
14	как мы уже	1	3
15	в каждом слове	2	2
16	и сам так	1	2
17	как мы увидим	3	2
18	в значительной степени	1	2
19	но в то	3	2
20	мы не знаем	1	2
21	смысле этого слова	1	2
22	но при этом	2	2
23	все больше и	1	2
24	как бы в	4	2
25	то же слово	1	2
26	не может быть	4	2
27	в точном смысле	1	2
28	о том что	1	2
29	мы будем говорить	1	2
30	можно сказать что	1	2
31	больше и больше	1	2
32	в связи с	1	2
33	в форме диалога	1	1
34	вполне понятно что	1	1
35	литературном произведении но	1	1
36	представим себе что	1	1
37	двух точек зрения	2	1
38	приведенный нами отрывок	1	1
39	не может до	1	1
40	и без его	1	1
41	слово как бы	1	1
42	прежде всего на	1	1
43	может до конца	1	1
44	а затем и	2	1
45	по отношению к	5	1
46	более или менее	3	1
47	в самом деле	4	1
48	для наших целей	1	1
49	как раз и	2	1
50	точку зрения на	1	1
51	тот же самый	1	1
52	в котором они	1	1
53	до сих пор	7	1
54	и во всех	1	1
55	если же он	1	1
56	принадлежит к какому-нибудь	1	1
57	мы как бы	1	1
58	и та же	2	1
59	в собственном смысле	1	1
60	в себе и	1	1
61	при этом не	1	1
62	можно было бы	3	1
63	без всякого сомнения	1	1
64	на этот вопрос	2	1
65	человека с человеком	1	1
66	по крайней мере	1	1
67	что было бы	1	1
68	и в жизни	1	1
69	хотя бы и	1	1
70	лишь то что	1	1
71	в большинстве случаев	8	1
72	мы увидим дальше	1	1
73	первостепенное значение для	1	1
74	данной социальной группы	1	1
75	как мы это	1	1
76	точки зрения и	1	1
77	точек зрения как	1	1
78	тем не менее	2	1
79	остается тем же	1	1
80	иметь в виду	1	1
81	в виду что	1	1
82	собственном смысле слова	1	1
83	одна и та	2	1
84	между этими двумя	1	1
85	и соответствующие ей	1	1
86	а с помощью	1	1
87	здесь как бы	1	1
88	неразрывно связано с	1	1
89	не менее и	1	1
90	здесь таким образом	1	1
91	это еще не	1	1
92	вся внутренняя жизнь	1	1
93	мы не поймем	1	1
94	в глаза и	1	1
95	не может не	1	1
96	само по себе	1	1
97	всего того что	1	1
98	заложенные уже в	1	1
99	оглядывается на своего	1	1
100	не только не	1	1
101	и не может	4	1
102	с другой стороны	3	1
103	как мы видим	1	1
104	они как бы	1	1
105	и ту же	1	1
106	в своей жизни	1	1
107	сказать что вся	1	1
108	интонации и в	1	1
109	одну и ту	1	1
110	в том что	1	1
111	как и в	3	1
112	мы увидим что	1	1
113	в пределах одного	9	1
