N	3gram	Vygotskiy__7	VerxiiNi
1	вместе с тем	4	8
2	с одной стороны	5	7
3	с точки зрения	21	6
4	во всяком случае	1	6
5	в том числе	1	5
6	до сих пор	3	5
7	друг с другом	2	5
8	для того чтобы	18	5
9	о том что	4	4
10	том числе и	1	4
11	и вместе с	2	4
12	но все же	1	4
13	от связи с	1	3
14	точно так же	2	3
15	в конце концов	1	3
16	так же как	7	3
17	и таким образом	1	3
18	тем не менее	3	3
19	в том что	13	3
20	таким образом если	1	2
21	то же самое	5	2
22	друг на друга	1	2
23	в этом отношении	3	2
24	заключает в себе	1	2
25	с этой точки	4	2
26	не только для	1	2
27	по сравнению с	7	2
28	но вместе с	1	2
29	таким образом в	2	2
30	этой точки зрения	4	2
31	но и для	1	2
32	с самого начала	7	2
33	той или иной	1	2
34	можно сказать что	3	2
35	на то что	4	2
36	в то же	1	2
37	и в этом	1	2
38	и есть то	1	1
39	что в этом	2	1
40	в силу этого	1	1
41	сказать что в	1	1
42	это не означает	1	1
43	состоит в том	3	1
44	одном и том	1	1
45	по отношению к	5	1
46	в самом деле	4	1
47	в соответствии с	1	1
48	по своему значению	2	1
49	а следовательно и	1	1
50	связи с дифференциацией	1	1
51	в первую очередь	1	1
52	вследствие того что	1	1
53	никогда не могут	1	1
54	в этот период	2	1
55	точки зрения того	1	1
56	во всей своей	1	1
57	с внешней стороны	1	1
58	в этой области	1	1
59	в данном случае	5	1
60	в первом случае	3	1
61	тот факт что	1	1
62	смысле этого слова	3	1
63	и том же	1	1
64	но при этом	1	1
65	в отличие от	2	1
66	потому что в	1	1
67	ли не самой	1	1
68	мы уже говорили	1	1
69	все что мы	3	1
70	в этом направлении	1	1
71	как бы часть	1	1
72	друг к другу	1	1
73	том что они	2	1
74	с другой стороны	1	1
75	с внутренней стороны	1	1
76	не совпадает с	3	1
77	что оно имеет	2	1
78	не может быть	4	1
79	из которых каждый	1	1
80	может и не	1	1
81	при ближайшем рассмотрении	1	1
82	в то время	2	1
83	так и в	1	1
84	в свою очередь	2	1
85	это и есть	1	1
86	же самое происходит	1	1
87	не только не	9	1
88	к двум различным	1	1
89	не обнаруживает никаких	1	1
90	после того как	1	1
91	самом деле если	1	1
92	что мы можем	1	1
93	что и в	1	1
94	точки зрения есть	1	1
95	только тогда когда	1	1
