N	2gram	Losev_Prob_5	Istorich
1	что он	7	24
2	и т	1	19
3	не только	18	18
4	т д	1	18
5	может быть	7	17
6	мы имеем	2	15
7	и в	30	15
8	никогда не	7	15
9	так как	6	14
10	но и	13	14
11	так же	5	13
12	что в	5	12
13	то что	18	12
14	а в	6	12
15	в этом	17	11
16	об этом	4	11
17	и не	12	11
18	то же	2	10
19	что они	3	10
20	его в	6	10
21	еще не	3	9
22	все же	9	9
23	в другом	3	9
24	с тем	5	9
25	и здесь	1	9
26	потому что	13	9
27	он не	3	8
28	связи с	7	8
29	один из	2	8
30	мы увидим	1	8
31	очень много	1	8
32	мы можем	5	8
33	в нем	6	7
34	таким образом	13	7
35	том что	17	7
36	не в	7	7
37	ничего не	2	7
38	вместе с	7	7
39	сих пор	2	7
40	но в	9	6
41	что это	1	6
42	и что	6	6
43	в его	12	6
44	что и	6	6
45	мы уже	1	6
46	так что	11	6
47	до сих	2	6
48	наряду с	2	6
49	как бы	6	6
50	видно что	1	6
51	в том	12	6
52	только в	9	6
53	точно так	3	6
54	и есть	1	5
55	этого мотива	1	5
56	как в	2	5
57	с этим	1	5
58	и наконец	1	5
59	имеем в	1	5
60	что она	1	5
61	но все	4	5
62	было бы	4	5
63	здесь можно	1	5
64	можно найти	6	5
65	в котором	2	5
66	в русской	3	5
67	на него	2	5
68	можно было	2	5
69	так и	7	5
70	она не	1	5
71	к нему	3	5
72	в одном	3	5
73	прежде всего	6	5
74	дочь в	1	5
75	а не	5	5
76	в связи	7	5
77	не может	5	5
78	к тому	2	5
79	увидим ниже	1	4
80	в ней	3	4
81	и на	6	4
82	только после	1	4
83	в одной	2	4
84	в себе	4	4
85	все эти	2	4
86	в этой	10	4
87	и они	2	4
88	при этом	4	4
89	после этого	1	4
90	они должны	1	4
91	и с	5	4
92	вопрос о	1	4
93	но он	5	4
94	того как	5	4
95	для нас	10	4
96	другими словами	1	4
97	или на	1	4
98	в другой	1	4
99	что здесь	2	4
100	с одной	3	4
101	при рождении	1	4
102	у него	11	4
103	тем что	2	4
104	и др	1	4
105	этот мотив	4	4
106	а потом	3	4
107	но это	1	4
108	как она	1	4
109	не должен	1	4
110	мы должны	1	4
111	одной из	1	4
112	и другие	3	4
113	они не	2	4
114	мы не	2	3
115	дать ему	1	3
116	он был	2	3
117	что ее	1	3
118	когда он	2	3
119	он в	3	3
120	из этих	1	3
121	право на	1	3
122	в очень	1	3
123	на стадии	2	3
124	на то	2	3
125	всех этих	1	3
126	здесь мы	1	3
127	в работе	1	3
128	должен был	1	3
129	он и	5	3
130	не мог	4	3
131	в их	1	3
132	когда она	1	3
133	что этот	5	3
134	и его	6	3
135	как будто	3	3
136	и это	1	3
137	но по	1	3
138	мог бы	1	3
139	о том	12	3
140	после того	3	3
141	должно было	1	3
142	а именно	12	3
143	и она	1	3
144	того что	3	3
145	же можно	1	3
146	в качестве	4	3
147	же и	1	3
148	по отношению	2	3
149	в других	3	3
150	одной стороны	3	3
151	не видит	1	3
152	как это	1	3
153	все это	1	3
154	между прочим	1	3
155	силу и	1	3
156	не обладает	1	3
157	отношению к	2	3
158	можно привести	1	3
159	самом деле	2	2
160	на самом	1	2
161	так у	1	2
162	животных но	1	2
163	и для	6	2
164	еще до	2	2
165	что иное	3	2
166	я не	2	2
167	хотя бы	2	2
168	они были	1	2
169	не знают	1	2
170	и то	5	2
171	иное как	3	2
172	то мы	1	2
173	но не	7	2
174	живущей в	1	2
175	не все	2	2
176	не просто	5	2
177	в поисках	1	2
178	его на	2	2
179	вспомним что	1	2
180	перед нами	1	2
181	ясно и	1	2
182	в которой	5	2
183	говорят о	1	2
184	тому же	1	2
185	на его	2	2
186	главным образом	1	2
187	он должен	1	2
188	состоит в	1	2
189	в силу	5	2
190	и если	1	2
191	из него	1	2
192	и по	1	2
193	из них	2	2
194	его не	2	2
195	на этой	1	2
196	это не	2	2
197	и дает	1	2
198	ни в	4	2
199	как и	7	2
200	такой же	1	2
201	нисколько не	5	2
202	и ее	1	2
203	не столько	1	2
204	представление о	2	2
205	и более	2	2
206	их в	1	2
207	в таких	2	2
208	тем самым	1	2
209	с которой	1	2
210	самого начала	1	2
211	на котором	1	2
212	можно усмотреть	1	2
213	другой стороны	6	2
214	здесь нет	1	2
215	кроме того	2	2
216	был бы	1	2
217	же мы	1	2
218	мифов и	1	2
219	в нее	1	2
220	к себе	1	2
221	когда мы	1	2
222	могут быть	1	2
223	и вполне	4	2
224	он видит	3	2
225	и стали	1	2
226	того чтобы	2	2
227	с ее	1	2
228	в виду	3	2
229	здесь не	7	2
230	на другой	1	2
231	с самого	1	2
232	и когда	1	2
233	что у	5	2
234	на нее	1	2
235	же эти	1	2
236	о связи	1	2
237	это только	1	2
238	имеется в	1	2
239	одно из	1	2
240	мы могли	1	2
241	в глаза	2	2
242	с другой	6	2
243	а также	3	2
244	что эта	1	2
245	тот момент	1	2
246	к ней	1	2
247	в него	1	2
248	оказывается что	4	2
249	но с	1	2
250	в новой	1	2
251	с ними	1	2
252	и так	1	2
253	уже в	2	2
254	в нашей	2	2
255	при помощи	6	2
256	дает ему	2	2
257	и их	5	2
258	заметить что	1	2
259	тут же	6	2
260	и вместе	1	2
261	и только	2	2
262	не было	1	2
263	только у	1	2
264	о своей	1	2
265	и из	1	2
266	именно в	3	2
267	здесь в	2	2
268	а с	4	2
269	себя и	1	2
270	его из	1	2
271	превращается в	1	2
272	зависит от	1	2
273	боги и	2	2
274	видит в	3	2
275	в сборнике	1	2
276	также как	1	2
277	есть на	1	2
278	в тех	1	2
279	в мир	2	2
280	да и	2	2
281	по существу	2	2
282	которые были	1	2
283	под названием	4	2
284	или в	4	2
285	за него	2	2
286	будто бы	5	2
287	все еще	4	2
288	сказать что	9	2
289	не что	3	2
290	ее в	2	2
291	и наиболее	2	1
292	уже умерла	1	1
293	не думает	1	1
294	сам по	1	1
295	в стороне	1	1
296	к своей	1	1
297	это и	1	1
298	даже еще	1	1
299	почти не	1	1
300	или по	1	1
301	из его	1	1
302	не вижу	1	1
303	мать и	1	1
304	едва ли	4	1
305	почему же	1	1
306	то самое	1	1
