N	3gram	Tiupa_Anal_1	Istorich
1	не может быть	16	7
2	более или менее	1	5
3	с другой стороны	2	5
4	до сих пор	1	5
5	с одной стороны	3	4
6	в том что	9	4
7	по отношению к	5	3
8	то же самое	2	3
9	в связи с	1	3
10	друг с другом	1	3
11	о том что	3	3
12	оно может быть	1	2
13	в зависимости от	1	2
14	бы то ни	3	2
15	но и в	2	2
16	могли бы быть	2	2
17	вместе с тем	1	2
18	здесь мы имеем	1	2
19	то ни было	3	2
20	на первый взгляд	1	2
21	как будто бы	1	2
22	и должно быть	1	2
23	в отличие от	6	2
24	все же не	1	2
25	о царских детях	1	2
26	как мы увидим	1	2
27	один и тот	1	2
28	большей или меньшей	4	2
29	и тот же	1	2
30	без другого не	1	1
31	дело уже не	1	1
32	мы имеем дело	4	1
33	какой бы то	2	1
34	прежде всего в	1	1
35	это означает что	2	1
36	не сами по	1	1
37	равно как и	1	1
38	не говоря уже	1	1
39	должны помнить что	1	1
40	в обратном порядке	1	1
41	подобно тому как	3	1
42	в этом смысле	1	1
43	в соответствии с	1	1
44	что как правило	1	1
45	о том как	1	1
46	только тогда когда	1	1
47	не было и	1	1
48	более высокой ступени	1	1
49	на точку зрения	1	1
50	сами по себе	2	1
51	так как если	1	1
52	на самом же	1	1
53	один из возможных	1	1
54	и т п	3	1
55	о нем но	1	1
56	в противном случае	1	1
57	она может быть	1	1
58	говоря уже о	1	1
59	в том случае	1	1
60	он не должен	1	1
61	может быть понят	1	1
62	в этой связи	1	1
63	литература будто бы	1	1
64	в том чтобы	7	1
65	еще в году	1	1
66	дело не с	1	1
67	это еще одна	1	1
68	но в то	2	1
69	не только в	1	1
70	тому или иному	1	1
71	и в пределах	1	1
72	что он указывает	1	1
73	в большей или	1	1
74	не в том	3	1
75	не могут быть	2	1
76	быть не может	3	1
77	самом же деле	1	1
78	есть не что	3	1
79	в их связях	1	1
80	до тех пор	1	1
81	в первом случае	2	1
82	того или иного	3	1
83	содержат в себе	1	1
84	это отнюдь не	1	1
85	что иное как	5	1
86	смысле этого слова	1	1
87	может быть признано	1	1
88	к тому что	1	1
89	не что иное	4	1
90	тех или иных	2	1
91	дело не в	1	1
92	приводит нас к	1	1
93	для того чтобы	3	1
94	к тому же	4	1
95	в этом отношении	2	1
