N	3gram	Losev_Dial_2	Stilisti
1	в то же	3	9
2	в зависимости от	2	7
3	то же время	4	7
4	мы никогда не	1	5
5	с точки зрения	8	5
6	того или иного	1	5
7	и то же	4	4
8	то же самое	2	4
9	ту или иную	1	4
10	одно и то	4	4
11	то что мы	1	4
12	с самого начала	2	4
13	той или иной	1	4
14	на самом деле	1	3
15	во всех своих	1	3
16	но и в	1	3
17	то или иное	4	3
18	что мы называем	1	3
19	не только в	2	3
20	в конце концов	1	3
21	не забудем что	1	3
22	но все же	1	3
23	как мы уже	1	3
24	равно как и	1	2
25	и не только	5	2
26	и в то	1	2
27	вместе с тем	1	2
28	в этом отношении	1	2
29	только потому что	1	2
30	на первый взгляд	1	2
31	но при этом	1	2
32	не должно быть	2	2
33	не может быть	3	2
34	есть не что	2	2
35	и как бы	1	2
36	не что иное	3	2
37	связи с этим	1	2
38	о том что	4	2
39	что иное как	3	2
40	мы будем говорить	1	2
41	можно сказать что	3	2
42	в связи с	4	2
43	к тому что	1	2
44	дает нам возможность	1	1
45	по себе не	3	1
46	как только мы	1	1
47	более или менее	2	1
48	так как и	2	1
49	не только о	1	1
50	не говоря уже	2	1
51	в самом деле	3	1
52	одному из них	1	1
53	в нем и	2	1
54	только мы начинаем	1	1
55	и при этом	1	1
56	это дает нам	1	1
57	до сих пор	2	1
58	по самой своей	1	1
59	что в одном	1	1
60	и та же	4	1
61	независимо от того	1	1
62	в себе и	1	1
63	по крайней мере	9	1
64	жизни и в	1	1
65	говорить не о	1	1
66	конечно гораздо более	1	1
67	и от этого	1	1
68	как мы это	2	1
69	точки зрения и	1	1
70	и в этом	1	1
71	по сравнению с	1	1
72	тем не менее	2	1
73	но даже и	1	1
74	тех или других	2	1
75	как и вообще	1	1
76	иметь в виду	2	1
77	чтобы убедиться в	1	1
78	фотография того что	1	1
79	в виду что	2	1
80	одна и та	4	1
81	как бы по	1	1
82	о котором мы	1	1
83	на ту или	1	1
84	что это значит?	1	1
85	но почему же	1	1
86	содержит в себе	3	1
87	как и нет	1	1
88	один взгляд на	1	1
89	это еще не	1	1
90	бросается в глаза	1	1
91	не только его	1	1
92	пространство и время	1	1
93	не очевидно что	1	1
94	не может не	3	1
95	само по себе	2	1
96	всего того что	1	1
97	об этом мы	1	1
98	и не может	1	1
99	вопрос о том	1	1
100	не только на	1	1
101	ни в какой	2	1
102	теперь перед нами	1	1
103	только тогда когда	4	1
104	с другой стороны	4	1
105	но все эти	1	1
106	в своей жизни	1	1
107	та или иная	2	1
108	же как мы	1	1
109	мы уже знаем	3	1
110	этом мы будем	1	1
111	в том что	6	1
112	не нуждается в	3	1
113	в жизни и	1	1
