N	2gram	Voloshinov_1	Dialekti
1	не есть	1	47
2	и не	14	30
3	может быть	13	20
4	не только	27	19
5	и в	38	19
6	по себе	1	18
7	а не	6	16
8	в себе	9	15
9	потому что	5	14
10	то что	8	14
11	в том	2	14
12	так как	7	14
13	и даже	3	14
14	как бы	28	14
15	вовсе не	2	13
16	то же	14	12
17	точки зрения	10	12
18	не просто	2	12
19	но и	13	12
20	и все	4	12
21	и как	9	10
22	что это	4	10
23	в нем	4	10
24	ни в	1	10
25	как и	10	10
26	том что	3	10
27	сказать что	3	10
28	так и	6	10
29	это не	3	10
30	по крайней	1	9
31	никогда не	7	9
32	времени и	2	9
33	крайней мере	1	9
34	же и	1	9
35	не может	12	9
36	мы уже	10	8
37	в этом	10	8
38	в своей	2	8
39	с точки	5	8
40	не в	6	8
41	она не	1	8
42	прежде всего	21	8
43	и то	3	7
44	есть не	2	7
45	так что	1	7
46	и к	4	7
47	должно быть	2	7
48	как это	5	7
49	только тогда	2	7
50	в душе	2	7
51	но что	3	7
52	как будто	1	7
53	совершенно не	3	7
54	но это	2	7
55	что в	1	7
56	чтобы не	1	6
57	я не	1	6
58	но не	2	6
59	отнюдь не	10	6
60	тогда когда	1	6
61	в то	9	6
62	и вообще	2	6
63	и та	1	6
64	что он	2	6
65	конечно не	3	6
66	того что	4	6
67	да и	4	6
68	жизни и	3	6
69	и потому	2	5
70	и это	7	5
71	говорить о	1	5
72	в силу	1	5
73	все равно	1	5
74	же время	7	5
75	и его	7	5
76	и с	5	5
77	в виду	3	5
78	сознания и	1	5
79	о том	4	5
80	и что	1	5
81	можно сказать	4	5
82	но как	2	5
83	не мешает	1	5
84	не то	1	5
85	что и	3	5
86	тела и	1	5
87	с другой	1	5
88	и пр	4	5
89	и следовательно	5	5
90	в одно	1	5
91	по своему	3	5
92	как раз	1	5
93	в самом	4	5
94	только в	6	5
95	и есть	1	4
96	еще не	3	4
97	быть в	1	4
98	самом деле	4	4
99	или иное	4	4
100	за пределы	1	4
101	в одной	1	4
102	независимо от	5	4
103	в своем	1	4
104	все же	7	4
105	только то	1	4
106	та же	3	4
107	как он	1	4
108	и если	1	4
109	при этом	9	4
110	он не	2	4
111	и вот	3	4
112	содержит в	1	4
113	одно и	4	4
114	таким образом	7	4
115	одна и	1	4
116	как таковой	3	4
117	в одном	3	4
118	все это	4	4
119	с ним	2	4
120	и время	1	4
121	по своей	2	4
122	связи с	3	4
123	в таком	1	4
124	в каком	2	4
125	не могут	1	4
126	это конечно	1	4
127	что оно	3	4
128	той или	3	4
129	без всякого	1	4
130	в ее	3	4
131	то или	4	4
132	и когда	2	4
133	ясно что	2	4
134	в другом	1	4
135	может не	1	4
136	к нему	2	4
137	как нечто	2	4
138	уже в	5	4
139	от того	3	4
140	в связи	2	4
141	в меру	1	4
142	хотя бы	18	4
143	а в	5	4
144	другой стороны	1	4
145	же как	1	3
146	это и	1	3
147	как мы	9	3
148	вопрос о	2	3
149	что иное	2	3
150	этот голос	1	3
151	иное как	2	3
152	в чем	1	3
153	себе и	2	3
154	в этой	6	3
155	с этим	2	3
156	кроме того	2	3
157	и где	1	3
158	что всякая	1	3
159	от этого	1	3
160	эти вопросы	2	3
161	всех этих	1	3
162	не значит	1	3
163	об этом	3	3
164	его в	4	3
165	было бы	7	3
166	уже знаем	1	3
167	мы имеем	2	3
168	и уже	3	3
169	и тогда	2	3
170	в этих	2	3
171	что такое	4	3
172	что этот	1	3
173	не менее	1	3
174	ничего не	8	3
175	в разных	3	3
176	или как	6	3
177	как только	4	3
178	должны быть	1	3
179	вещи и	1	3
180	это только	1	3
181	все его	1	3
182	уже не	4	3
183	грань между	1	3
184	нуждается в	2	3
185	все время	5	3
186	может иметь	1	3
187	же мы	5	3
188	будто бы	1	3
189	из них	3	3
190	о котором	1	3
191	как же	1	3
192	и их	5	3
193	не было	2	3
194	себе не	1	3
195	о чем	1	3
196	во внимание	1	3
197	сейчас же	1	3
198	в той	5	3
199	когда мы	6	3
200	и от	7	3
201	его с	1	3
202	это как	1	3
203	и слова	1	3
204	понимать как	1	3
205	только как	1	3
206	была бы	1	3
207	не что	4	3
208	я и	2	2
209	также что	1	2
210	также и	2	2
211	человека и	1	2
212	на самом	3	2
213	он может	1	2
214	только потому	2	2
215	тем же	3	2
216	что эти	2	2
217	его не	2	2
218	например в	1	2
219	из всего	2	2
220	так чтобы	1	2
221	как не	2	2
222	зависимости от	5	2
223	в ней	8	2
224	говоря уже	1	2
225	и личность	1	2
226	во всех	6	2
227	что я	1	2
228	в голове	1	2
229	мы начинаем	1	2
230	если в	1	2
231	в общем	1	2
232	очевидно что	2	2
233	ведь мы	1	2
234	к сожалению	1	2
235	в истории	1	2
236	если она	1	2
237	как в	2	2
238	и нет	2	2
239	перед нами	3	2
240	более или	1	2
241	но в	5	2
242	в противоположность	1	2
243	в которой	7	2
244	бы и	2	2
245	все эти	2	2
246	бы только	1	2
247	но ведь	6	2
248	на его	5	2
249	время и	1	2
250	наконец мы	1	2
251	всего предыдущего	1	2
252	не как	1	2
253	широком смысле	1	2
254	на этом	1	2
255	но все	4	2
256	не будет	3	2
257	в мире	2	2
258	на все	1	2
259	в жизни	2	2
260	только лишь	1	2
261	солнце и	1	2
262	бытие и	1	2
263	с тем	8	2
