N	3gram	Vygotskiy__1	FransuaR
1	до сих пор	3	8
2	в том что	9	6
3	как и в	4	4
4	в настоящее время	2	3
5	в том числе	1	3
6	в связи с	1	3
7	мы видели что	2	3
8	очень далеких от	1	2
9	в те времена	1	2
10	более или менее	2	2
11	и в особенности	1	2
12	с точки зрения	2	2
13	том числе и	1	2
14	с одной стороны	5	2
15	дело в том	1	2
16	в то время	5	2
17	о том что	7	2
18	не только не	3	2
19	можно сказать что	1	2
20	с другой стороны	5	2
21	существенную роль в	1	2
22	мы видим что	2	2
23	для того чтобы	5	2
24	не может быть	8	2
25	при взгляде на	1	2
26	том что она	3	1
27	это тот же	1	1
28	а следовательно и	1	1
29	мы видим в	1	1
30	еще далеко не	1	1
31	свой особый характер	1	1
32	сказать что в	3	1
33	на его существенную	1	1
34	в которой он	1	1
35	в совершенно новую	1	1
36	в чем же	1	1
37	потому что в	1	1
38	на самом деле	2	1
39	то что обычно	1	1
40	в самом деле	7	1
41	подобно тому как	5	1
42	он не только	2	1
43	одной стороны и	1	1
44	и там где	1	1
45	точку зрения на	1	1
46	и свой особый	1	1
47	и в той	1	1
48	можно себе представить	1	1
49	вместе с тем	2	1
50	в отличие от	3	1
51	во всей его	1	1
52	в этом отношении	2	1
53	том или ином	1	1
54	в приложении к	1	1
55	что даже в	1	1
56	вовсе не следует	1	1
57	в значительной мере	1	1
58	и то что	1	1
59	и могут быть	1	1
60	но в их	1	1
61	она должна была	1	1
62	и в частности	1	1
63	если же мы	1	1
64	совершенно правильно указывает	1	1
65	правильно указывает что	1	1
66	мы полагаем что	1	1
67	эпохи в том	1	1
68	не потому что	1	1
69	если бы мы	1	1
70	имел в виду	1	1
71	и не быть	1	1
72	в его слове	1	1
73	если бы в	1	1
74	в действительности же	1	1
75	состоит в том	2	1
76	так и в	2	1
77	в известном смысле	1	1
78	и в этом	1	1
79	по сравнению с	1	1
80	и вместе с	1	1
81	не в том	5	1
82	уже в древнейшем	1	1
83	в том или	1	1
84	в мире в	1	1
85	иная чем в	1	1
86	тем или иным	2	1
87	свою особую точку	1	1
88	друг к другу	1	1
89	такое же значение	1	1
90	как бы в	1	1
91	вместо того чтобы	1	1
92	на вопрос о	1	1
93	не могут иметь	1	1
94	потому что это	1	1
95	только то что	1	1
96	к другу и	1	1
97	особую точку зрения	1	1
98	у него в	1	1
99	мы не можем	2	1
100	казалось бы что	1	1
101	темных людей и	1	1
102	никогда не может	2	1
103	их от всех	1	1
104	с самого начала	1	1
105	и в самом	2	1
106	включает в себя	1	1
107	вопрос о том	1	1
108	выходит за пределы	1	1
109	заключается в том	6	1
110	речь идет о	1	1
111	один из самых	1	1
112	в этом смысле	2	1
113	в результате этого	1	1
114	те времена когда	1	1
115	к тому же	1	1
116	как мы знаем	1	1
117	то же самое	2	1
118	с тем чтобы	1	1
