N	3gram	Voloshinov_1	Istorich
1	с другой стороны	1	8
2	не только в	3	5
3	о том что	2	5
4	на первый взгляд	1	4
5	в тех случаях	2	4
6	мы имеем в	1	4
7	тем не менее	1	4
8	в том что	1	4
9	мы уже знаем	1	3
10	мы видим что	2	3
11	не может быть	2	3
12	тех случаях когда	2	3
13	но и в	3	2
14	на этот вопрос	1	2
15	и здесь мы	1	2
16	до сих пор	1	2
17	мы не можем	1	2
18	таким образом мы	1	2
19	но все же	2	2
20	как и в	1	2
21	мы увидим что	2	2
22	дает ответ на	1	1
23	только потому что	2	1
24	той роли которую	1	1
25	с точки зрения	5	1
26	что это значит?	1	1
27	в самом деле	1	1
28	и в особенности	1	1
29	для наших целей	1	1
30	не совсем так	1	1
31	ситуации при которых	1	1
32	в этом случае	3	1
33	то же самое	4	1
34	при разных условиях	1	1
35	в зависимости от	5	1
36	в другом месте	1	1
37	пока он не	1	1
38	как мы увидим	2	1
39	и та же	1	1
40	независимо от того	1	1
41	и эта форма	1	1
42	в большинстве случаев	1	1
43	можно было бы	1	1
44	видим что и	1	1
45	как мы уже	2	1
46	вместе с тем	2	1
47	мы увидим дальше	1	1
48	том что такое	1	1
49	в действительности он	1	1
50	того в какой	1	1
51	эту задачу выполняет	1	1
52	остановимся только на	1	1
53	мы все же	1	1
54	в качестве примера	1	1
55	мы видели не	1	1
56	для нас важнее	1	1
57	в связи с	2	1
58	из всего предыдущего	1	1
59	которое существует между	1	1
60	одна и та	1	1
61	же самое и	1	1
62	от того в	1	1
63	на вопрос о	1	1
64	до наших дней	1	1
65	это не совсем	1	1
66	более или менее	1	1
67	мы увидим ниже	1	1
68	и от этого	1	1
69	перед тем как	1	1
70	и тем более	1	1
71	вопрос о том	1	1
72	не только на	1	1
73	но все эти	1	1
74	этого может быть	1	1
75	мысль о том	1	1
76	как только он	1	1
77	ту или иную	3	1
78	с тем и	2	1
79	характер в этих	1	1
80	к тому что	2	1
81	не может получить	1	1
82	как мы видели	3	1
83	мы видели что	2	1
