N	3gram	Propp_Isto_1	EvropaiC
1	в том что	4	16
2	до сих пор	5	12
3	по отношению к	3	10
4	друг с другом	3	9
5	более или менее	5	7
6	мы знаем что	1	7
7	на то что	4	7
8	для того чтобы	1	6
9	в своем развитии	1	4
10	то ясно что	2	4
11	в этом случае	1	4
12	в том случае	1	4
13	к тому же	1	4
14	с другой стороны	5	4
15	не может быть	7	4
16	о том что	3	4
17	тем не менее	6	4
18	с течением времени	1	4
19	так же как	2	3
20	все же не	2	3
21	в связи с	3	3
22	таким образом в	1	3
23	но так как	1	2
24	о том чтобы	1	2
25	ответить на вопрос	1	2
26	только то что	1	2
27	бы то ни	2	2
28	вместе с тем	2	2
29	именно потому что	1	2
30	каждый из этих	1	2
31	то ни было	2	2
32	с одной стороны	4	2
33	в такой форме	1	2
34	но все же	3	2
35	не более как	1	2
36	и в конце	1	1
37	если бы нам	1	1
38	в чистом виде	2	1
39	никогда не было	1	1
40	бы нам удалось	1	1
41	не только по	1	1
42	иметь в виду	1	1
43	дело в том	3	1
44	то время как	3	1
45	это было бы	1	1
46	не говоря уже	1	1
47	не только с	1	1
48	не раньше чем	1	1
49	так что в	1	1
50	если мы будем	1	1
51	во всем мире	1	1
52	никак не может	1	1
53	то же самое	3	1
54	они не могут	1	1
55	из них в	1	1
56	более высокой ступени	1	1
57	на более высокой	1	1
58	это не так	1	1
59	говоря уже о	1	1
60	в зависимости от	2	1
61	друг на друга	1	1
62	для этой цели	1	1
63	для этого нужно	1	1
64	лишь тогда когда	1	1
65	а может быть	1	1
66	а для этого	1	1
67	за то что	1	1
68	точно так же	3	1
69	эти примеры показывают	1	1
70	низкой ступени развития	1	1
71	все эти вещи	1	1
72	что во всех	1	1
73	уже о том	1	1
74	в ту же	1	1
75	это может быть	1	1
76	в дальнейшем же	1	1
77	таким образом и	1	1
78	но в целом	1	1
79	выше мы видели	2	1
80	на первый взгляд	2	1
81	из приведенных выше	1	1
82	приводит к тому	1	1
83	не в том	1	1
84	что они не	1	1
85	ее нет в	1	1
86	невыгодное положение по	1	1
87	но и с	1	1
88	том что они	2	1
89	чтобы ни один	1	1
90	ставит его в	1	1
91	образом мы видим	1	1
92	а так как	1	1
93	однако это не	2	1
94	надо сказать что	3	1
95	до тех пор	1	1
96	положение по сравнению	1	1
97	таким образом мы	2	1
98	же самое что	2	1
99	в то время	3	1
100	на точку зрения	1	1
101	хотя бы в	1	1
102	смысле этого слова	1	1
103	обстоит дело когда	1	1
104	должна быть признана	1	1
105	с самого начала	2	1
106	по его мнению	1	1
107	можно рассматривать как	1	1
108	мы видели что	2	1
109	что в современной	1	1
110	к тому что	1	1
111	мы видим что	8	1
112	не играет роли	1	1
113	пока еще не	1	1
114	и в нем	1	1
115	так как из	1	1
116	несмотря на всю	1	1
117	вопрос поставленный в	1	1
118	при помощи ее	1	1
119	только тогда когда	1	1
