N	2gram	Medvedev_F_3	Istorich
1	и в	27	26
2	т е	32	22
3	так как	9	18
4	мы имеем	1	14
5	никогда не	5	13
6	потому что	7	13
7	и на	3	12
8	в этом	18	12
9	таким образом	18	12
10	в том	7	12
11	что в	8	12
12	мы видели	4	11
13	может быть	25	11
14	и т	11	10
15	не только	9	10
16	том что	4	10
17	с другой	6	10
18	и не	30	10
19	еще не	6	9
20	что он	6	9
21	но и	10	9
22	и это	2	8
23	все эти	6	8
24	все же	6	8
25	в нем	15	8
26	т д	6	8
27	с ним	1	8
28	вместе с	6	8
29	другой стороны	5	8
30	но в	6	7
31	мы можем	4	7
32	и его	19	7
33	о том	4	7
34	с одной	1	7
35	уже не	3	7
36	превращается в	2	7
37	одной стороны	1	7
38	мы уже	3	6
39	мы не	4	6
40	эта связь	2	6
41	как в	4	6
42	как он	2	6
43	в ином	1	6
44	так в	2	6
45	и с	3	6
46	то что	8	6
47	этом случае	1	6
48	ее в	3	6
49	не может	24	6
50	то же	15	5
51	в ней	5	5
52	не будет	1	5
53	чаще всего	1	5
54	и этим	1	5
55	как и	14	5
56	и эти	1	5
57	и что	3	5
58	же мы	1	5
59	в то	7	5
60	то это	1	5
61	так и	21	5
62	в его	7	5
63	мы видим	1	5
64	только в	8	5
65	тем что	5	5
66	связаны с	2	5
67	у нас	3	5
68	там где	7	5
69	как это	4	5
70	его в	7	5
71	как мы	8	4
72	с его	2	4
73	из этих	2	4
74	имеем в	1	4
75	на земле	2	4
76	и по	1	4
77	это не	3	4
78	и тем	3	4
79	с тем	7	4
80	здесь же	1	4
81	совершенно ясно	1	4
82	что и	2	4
83	что между	1	4
84	себе в	1	4
85	в других	1	4
86	до сих	1	4
87	прежде всего	4	4
88	связано с	2	4
89	зависит от	1	4
90	одну из	2	4
91	как бы	8	4
92	в это	1	4
93	сих пор	1	4
94	у них	2	4
95	но это	2	4
96	же как	3	3
97	и через	1	3
98	и то	1	3
99	там же	1	3
100	должна быть	3	3
101	на место	1	3
102	видели что	2	3
103	или иное	2	3
104	независимо от	5	3
105	та же	1	3
106	в себе	3	3
107	если он	1	3
108	вообще не	2	3
109	что она	2	3
110	главным образом	2	3
111	при этом	8	3
112	если бы	12	3
113	что душа	1	3
114	так например	1	3
115	в них	3	3
116	нет в	1	3
117	такой же	2	3
118	в своей	6	3
119	таким же	2	3
120	и ее	6	3
121	в одном	1	3
122	не в	12	3
123	их в	3	3
124	она не	4	3
125	того как	1	3
126	не потому	1	3
127	могут быть	4	3
128	его с	1	3
129	данном случае	4	3
130	если они	2	3
131	только через	1	3
132	от него	2	3
133	но так	2	3
134	один из	1	3
135	том как	2	3
136	и действительно	2	3
137	в качестве	1	3
138	не происходит	1	3
139	так что	1	3
140	и других	1	3
141	от того	2	3
142	и только	2	3
143	со стороны	4	3
144	от этого	2	3
145	не было	1	3
146	в частности	1	3
147	в него	3	3
148	к своему	1	3
149	в данном	6	3
150	и от	11	3
151	кроме того	1	3
152	на первый	1	3
153	а в	1	3
154	еще в	3	3
155	и эта	3	3
156	сказать что	3	3
157	является и	2	3
158	из этого	4	3
159	в своих	6	3
160	к этому	2	3
161	они не	4	3
162	ту же	2	2
163	того же	3	2
164	нам кажется	2	2
165	здесь и	6	2
166	оно может	1	2
167	это делают	2	2
168	всех его	1	2
169	он был	4	2
170	первый план	1	2
171	всего является	1	2
172	но не	5	2
173	то он	3	2
174	по отношению	3	2
175	должны были	1	2
176	на то	1	2
177	в одной	5	2
178	с этим	1	2
179	в своем	2	2
180	то или	2	2
181	и как	4	2
182	увидим что	2	2
183	и конечно	1	2
184	что это	3	2
185	в этой	2	2
186	то и	1	2
187	и до	1	2
188	но он	1	2
189	и те	4	2
190	он не	1	2
191	с этой	1	2
192	можно было	1	2
193	но все	1	2
194	человека в	2	2
195	же не	1	2
196	его не	1	2
197	было бы	6	2
198	уже знаем	2	2
199	известно что	1	2
200	приходит в	1	2
201	кажется что	2	2
202	ни в	8	2
203	вовсе не	28	2
204	становится и	1	2
205	а потом	1	2
206	в эту	2	2
207	она в	1	2
208	в которых	3	2
209	знаем что	2	2
210	всегда остается	1	2
211	однако в	2	2
212	что этот	2	2
213	где нет	2	2
214	даже в	2	2
