N	2gram	Losev_Vlad_1	DiskursI
1	в качестве	6	34
2	не только	24	28
3	в том	11	23
4	а не	1	22
5	то есть	3	20
6	тогда как	1	19
7	том что	14	19
8	представляет собой	1	17
9	может быть	6	17
10	как и	4	16
11	и в	31	16
12	в этом	14	15
13	еще не	2	14
14	но и	19	14
15	при этом	2	13
16	по своей	4	11
17	но не	3	11
18	прежде всего	1	11
19	и не	17	11
20	как в	3	10
21	далеко не	1	10
22	с другой	3	10
23	по отношению	1	9
24	в нем	4	9
25	не может	6	9
26	с одной	1	9
27	одной стороны	1	9
28	в частности	2	9
29	отнюдь не	3	8
30	но в	12	8
31	о том	11	8
32	так и	6	8
33	а также	5	8
34	не было	5	7
35	в себе	4	7
36	то же	6	7
37	не в	5	7
38	роль в	1	7
39	со стороны	2	7
40	в его	12	7
41	только в	9	7
42	в своем	4	6
43	пока еще	2	6
44	и как	4	6
45	ни к	1	6
46	и на	3	5
47	во всех	1	5
48	тому же	2	5
49	в силу	1	5
50	в котором	6	5
51	в их	1	5
52	сводится к	1	5
53	в эпоху	1	5
54	можно сказать	6	5
55	а с	5	5
56	в данном	1	5
57	к тому	3	5
58	а в	9	5
59	то что	18	5
60	в своей	4	5
61	и о	2	4
62	с его	11	4
63	в сторону	1	4
64	отношение к	3	4
65	в истории	4	4
66	и к	6	4
67	уже не	3	4
68	в целом	3	4
69	на его	3	4
70	не как	1	4
71	лишь в	2	4
72	в них	2	4
73	привело к	1	4
74	потому что	11	4
75	для себя	2	4
76	внимание на	1	4
77	же время	4	4
78	одной из	2	4
79	что он	12	4
80	для него	7	4
81	в особенности	4	4
82	по своим	3	4
83	что не	1	4
84	связи с	1	4
85	такого рода	4	4
86	что в	14	4
87	также и	10	3
88	того же	6	3
89	и потому	6	3
90	во мне	2	3
91	столь же	1	3
92	в одной	1	3
93	в самом	2	3
94	из жизни	1	3
95	заключается в	1	3
96	это не	1	3
97	и того	1	3
98	точки зрения	2	3
99	в своих	5	3
100	в то	8	3
101	он мог	1	3
102	таким образом	3	3
103	свою очередь	1	3
104	в произведении	1	3
105	не с	1	3
106	еще в	4	3
107	и даже	15	3
108	что и	5	3
109	хотя бы	2	3
110	из них	2	3
111	тем что	2	3
112	именно в	1	3
113	себе не	1	3
114	по своему	3	3
115	того что	2	3
116	один из	4	3
117	все же	3	3
118	как уже	1	3
119	в свою	1	3
120	сказать что	7	3
121	другой стороны	3	3
122	отношения к	1	2
123	одним из	2	2
124	и есть	1	2
125	он всегда	1	2
126	едва ли	3	2
127	в году	30	2
128	для своего	2	2
129	мы имеем	1	2
130	приходится удивляться	1	2
131	на себя	3	2
132	ему в	2	2
133	в различных	1	2
134	но как	5	2
135	за пределы	3	2
136	себя в	4	2
137	как к	2	2
138	с некоторыми	1	2
139	что касается	3	2
140	хотя и	4	2
141	когда он	5	2
142	более или	3	2
143	как иногда	1	2
144	в противоположность	1	2
145	и глубокой	1	2
146	не приходится	1	2
147	в тех	2	2
148	в этой	4	2
149	всей его	2	2
150	так сказать	1	2
151	не следует	1	2
152	том чтобы	2	2
153	и по	8	2
154	на этом	2	2
155	так например	2	2
156	человека в	1	2
157	в каждом	1	2
158	об этом	7	2
159	и тем	1	2
160	или менее	3	2
161	в г	1	2
162	и без	1	2
163	мысли и	4	2
164	и относительно	1	2
165	в историческом	1	2
166	не менее	2	2
167	что с	2	2
168	дело не	2	2
169	в науке	3	2
170	не могло	1	2
171	общем виде	1	2
172	имеем дело	1	2
173	и его	7	2
174	в момент	2	2
175	уже о	1	2
176	к себе	2	2
177	же самое	1	2
178	не есть	1	2
179	и он	3	2
180	как мы	9	2
181	с ее	1	2
182	говоря уже	1	2
183	же касается	4	2
184	но зато	2	2
185	было в	1	2
186	разного рода	6	2
187	строго говоря	1	2
188	и вообще	4	2
189	но отнюдь	1	2
190	а по	2	2
191	о нем	7	2
192	во всяком	2	2
193	и что	6	2
194	одного из	1	2
195	в значительной	1	2
196	времени в	2	2
197	это было	6	2
198	на протяжении	1	2
199	и во	1	2
200	котором он	1	2
201	в литературе	1	2
202	и одновременно	1	2
203	дело с	1	2
204	в разные	1	2
205	уже в	7	2
206	свидетельствует о	3	2
207	в одном	1	2
208	как его	1	2
209	заметить что	1	2
210	никогда не	9	2
211	обратить внимание	2	2
212	однако и	1	2
213	его как	1	2
214	о чем	1	2
215	к его	3	2
216	тем кто	2	2
217	одновременно с	1	2
218	что же	5	2
219	своего времени	2	2
220	жизни в	1	2
221	в начале	3	2
