N	3gram	Propp_Isto_2	Freidism
1	по отношению к	3	8
2	не может быть	2	7
3	и прежде всего	1	5
4	мы знаем что	10	4
5	в зависимости от	1	4
6	на самом деле	2	4
7	в следующей главе	1	3
8	и той же	1	3
9	мы можем сказать	1	3
10	с самого начала	2	3
11	одной и той	1	3
12	можем сказать что	1	3
13	связь с другими	1	2
14	до сих пор	6	2
15	в таких случаях	2	2
16	в отличие от	1	2
17	но если мы	1	2
18	наступления половой зрелости	1	2
19	это и есть	1	2
20	с одной стороны	3	2
21	тем не менее	1	2
22	мы уже знаем	3	2
23	в высшей степени	1	2
24	мы видели что	1	2
25	том что в	1	1
26	и может быть	2	1
27	мы видим в	1	1
28	говорит об этом	1	1
29	в мифах и	1	1
30	так как в	2	1
31	знаем что он	2	1
32	в этом случае	5	1
33	не умирает и	1	1
34	в свою противоположность	1	1
35	оно и есть	1	1
36	этим же объясняется	1	1
37	во всех этих	2	1
38	что мы знаем	1	1
39	то это означает	1	1
40	но никогда не	1	1
41	со всех сторон	4	1
42	бы он действительно	1	1
43	мы видели также	1	1
44	во время сна	1	1
45	не похожи на	1	1
46	его таким образом	1	1
47	до конца и	1	1
48	ответ на это	1	1
49	но вместе с	1	1
50	в себя и	1	1
51	и не могут	1	1
52	они сами должны	1	1
53	то что он	1	1
54	из них не	1	1
55	тесно связанным с	1	1
56	а может быть	1	1
57	бросается в глаза	1	1
58	что он был	1	1
59	мы не можем	1	1
60	мы не будем	2	1
61	все же остается	1	1
62	что он умер	2	1
63	о том что	2	1
64	не только не	1	1
65	но все же	4	1
66	мы имеем в	5	1
67	смысле этого слова	1	1
68	мы обратимся к	1	1
69	это как бы	1	1
70	и не мог	1	1
71	из этих двух	1	1
72	и т д	18	1
73	и в нем	1	1
74	взять на себя	1	1
75	в том что	5	1
76	все это только	1	1
77	может быть даже	1	1
78	но в отличие	1	1
79	знаем что в	2	1
