N	2gram	Bakhtin_Pr_1	Myslijsy
1	для нас	1	31
2	то есть	46	30
3	и в	38	24
4	в душе	1	23
5	может быть	26	23
6	в сознании	1	23
7	то что	8	20
8	и не	42	19
9	в том	8	18
10	а не	5	18
11	что в	7	16
12	не только	9	15
13	по себе	1	15
14	при этом	5	13
15	в слове	3	13
16	не в	7	13
17	было бы	8	13
18	то же	5	12
19	но не	12	12
20	мы можем	6	12
21	не может	27	12
22	таким образом	10	11
23	вместе с	1	11
24	если бы	3	11
25	что и	2	11
26	что мы	1	11
27	только в	13	11
28	как в	4	10
29	в себе	4	10
30	для него	1	10
31	и проч	28	10
32	независимо от	13	9
33	в нем	15	9
34	вовсе не	2	9
35	но и	9	9
36	как бы	22	9
37	и на	3	8
38	а только	2	8
39	в этом	15	8
40	том что	3	8
41	могут быть	5	8
42	а в	6	8
43	в чем	2	7
44	во всех	11	7
45	как и	7	7
46	или же	1	7
47	не могут	2	7
48	прежде всего	13	7
49	сами по	1	7
50	тем что	2	7
51	того что	2	7
52	и т	14	6
53	и как	8	6
54	тем не	3	6
55	в то	4	6
56	не имеет	9	6
57	связи с	2	6
58	есть только	2	6
59	свою очередь	1	6
60	между тем	7	6
61	и только	4	6
62	на другие	1	6
63	звук и	1	6
64	не можем	2	6
65	в одном	1	6
66	с другой	7	6
67	не было	2	6
68	этого слова	1	6
69	не есть	6	6
70	в свою	2	6
71	только как	6	6
72	по поводу	2	6
73	столь же	2	5
74	все остальные	1	5
75	все же	6	5
76	бы не	2	5
77	на то	2	5
78	есть не	2	5
79	и уже	1	5
80	не менее	4	5
81	с ним	5	5
82	так и	5	5
83	о том	4	5
84	с другими	3	5
85	бы ни	1	5
86	таких же	1	5
87	слова в	7	5
88	из них	1	5
89	в них	5	5
90	для того	2	5
91	что не	4	5
92	представляется нам	2	5
93	в которой	1	5
94	а между	1	4
95	к другому	1	4
96	в самом	7	4
97	время как	1	4
98	еще не	7	4
99	но в	4	4
100	уже не	1	4
101	только один	1	4
102	как он	1	4
103	и если	1	4
104	в нее	1	4
105	с тем	1	4
106	в котором	2	4
107	место в	8	4
108	том смысле	1	4
109	сих пор	1	4
110	они не	3	4
111	тем самым	4	4
112	образом в	1	4
113	подобно тому	1	4
114	одна из	2	4
115	таким путем	1	4
116	от их	1	4
117	сравнительно с	1	4
118	должны быть	4	4
119	в некоторых	2	4
120	то время	1	4
121	никогда не	5	4
122	к языку	1	4
123	и что	2	4
124	предмета и	2	4
125	что он	2	4
126	с одной	3	4
127	которые могут	2	4
128	в других	4	4
129	до сих	1	4
130	души и	2	4
131	там где	6	4
132	тому как	1	4
133	что оно	2	4
134	от него	3	4
135	себе не	2	4
136	в таком	3	4
137	например в	3	3
138	человека и	1	3
139	мы называем	1	3
140	но она	2	3
141	не совсем	1	3
142	если в	1	3
143	относится к	4	3
144	которые не	1	3
145	помнить что	3	3
146	хотя и	3	3
147	что это	2	3
148	в целом	3	3
149	имеет для	1	3
150	звук а	1	3
151	т д	1	3
152	не как	1	3
153	так например	1	3
154	человека в	2	3
155	могла бы	1	3
156	и может	1	3
157	его не	2	3
158	его в	9	3
159	от одного	1	3
160	это не	5	3
161	и тем	3	3
162	о которых	2	3
163	рядом с	5	3
164	далеко не	5	3
165	в этих	2	3
166	и при	2	3
167	ни было	3	3
168	быть не	1	3
169	бы быть	1	3
170	в ней	4	3
171	на него	3	3
172	которых мы	4	3
173	оно не	3	3
174	как не	1	3
175	языка и	1	3
176	не с	4	3
177	мог бы	1	3
178	том как	2	3
179	мы в	3	3
